Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Rodney Smith,Panthers,2021,1,,"$193,067","$193,067",$0,,0.1%,,"$270,188","$270,188",$0
D'Onta Foreman,Titans,2020,1,,"$209,529","$209,529",$0,,0.1%,,"$269,999","$269,999",$0
Joique Bell,Bills,2010,1,,"$136,000","$136,000",$0,,0.1%,,"$269,259","$269,259",$0
Dontrell Hilliard,Titans,2021,1,,"$191,111","$191,111",$0,,0.1%,,"$267,451","$267,451",$0
Julius Chestnut,Titans,2022,1,,"$216,333","$216,333",$0,,0.1%,,"$265,377","$265,377",$0
Reggie Bonnafon,Panthers,2020,1,,"$205,412","$205,412",$0,,0.1%,,"$264,693","$264,693",$0
Chris Rodriguez Jr.,Commanders,2024,1,,"$263,333","$263,333",$0,,0.1%,,"$263,333","$263,333",$0
Theo Riddick,Raiders,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Paul Perkins,Colts,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Rod Smith,Giants,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Kenjon Barner,Buccaneers,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
C.J. Prosise,Texans,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Lamar Miller,Bears,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
D'Onta Foreman,Titans,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jonathan Williams,Lions,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jordan Howard,Eagles,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Alfred Morris,Giants,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
C.J. Prosise,Texans,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Alex Collins,Seahawks,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jordan Howard,Eagles,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Theo Riddick,Raiders,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
DeAndre Washington,Chiefs,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Alex Collins,Seahawks,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jonathan Williams,Commanders,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Lamar Miller,Bears,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jonathan Williams,Commanders,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jordan Howard,Eagles,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Spencer Ware,Bears,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$262,874","$262,874",$0
Jeremy McNichols,49ers,2017,1,,"$170,000","$170,000",$0,,0.1%,,"$259,988","$259,988",$0
Khalfani Muhammad,Titans,2017,1,,"$170,000","$170,000",$0,,0.1%,,"$259,988","$259,988",$0
Alex Collins,Ravens,2017,1,,"$170,000","$170,000",$0,,0.1%,,"$259,988","$259,988",$0
George Holani,Seahawks,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
Ellis Merriweather,Packers,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
Dante Miller,Giants,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
Tyler Badie,Broncos,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
Aaron Shampklin,Steelers,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
Sincere McCormick,Raiders,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
Chris Collier,Ravens,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$256,667","$256,667",$0
LeVante Bellamy,Broncos,2020,1,,"$197,765","$197,765",$0,,0.1%,,"$254,839","$254,839",$0
Scottie Phillips,Texans,2020,1,,"$197,765","$197,765",$0,,0.1%,,"$254,839","$254,839",$0
Jonathan Ward,Cardinals,2020,1,,"$197,765","$197,765",$0,,0.1%,,"$254,839","$254,839",$0
Darius Bradwell,Chargers,2020,1,,"$197,765","$197,765",$0,,0.1%,,"$254,839","$254,839",$0
Dexter Williams,Packers,2020,1,,"$197,765","$197,765",$0,,0.1%,,"$254,839","$254,839",$0
Nathan Cottrell,Jaguars,2020,1,,"$197,765","$197,765",$0,,0.1%,,"$254,839","$254,839",$0
Trey Edmunds,Steelers,2020,1,,"$197,764","$197,764",$0,,0.1%,,"$254,838","$254,838",$0
Jeremy Cox,Broncos,2020,1,,"$197,764","$197,764",$0,,0.1%,,"$254,838","$254,838",$0
"Anthony McFarland, Jr.",Steelers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jerrion Ealy,Chiefs,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Raheem Blackshear,Bills,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Kennedy Brooks,Eagles,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
ZaQuandre White,Dolphins,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Nate McCrary,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
John Lovett,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jonathan Ward,Titans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Julius Chestnut,Titans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Darrynton Evans,Bears,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Spencer Brown,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
La'Mical Perine,Dolphins,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Patrick Taylor,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jason Huntley,Steelers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Gerrid Doaks,Texans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Spencer Brown,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jason Huntley,Steelers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
La'Mical Perine,Eagles,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Larry Rountree III,Chargers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Spencer Brown,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Kevin Harris,Patriots,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Bryant Koback,Vikings,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jake Funk,Saints,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Larry Rountree III,Chargers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
J.J. Taylor,Patriots,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Lynn Bowden,Patriots,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Julius Chestnut,Titans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
BJ Baylor,Falcons,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Derrick Gore,Saints,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Ronnie Rivers,Rams,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Sandro Platzgummer,Giants,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Aaron Shampklin,Colts,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jashaun Corbin,Giants,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Caleb Huntley,Falcons,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Patrick Taylor,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Tyler Badie,Ravens,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jermar Jefferson,Lions,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
John Kelly,Browns,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Darwin Thompson,Seahawks,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Zonovan Knight,Jets,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Austin Walter,Raiders,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Tyler Goodson,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jerrion Ealy,Chiefs,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Larry Rountree III,Chargers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Gerrid Doaks,Texans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Patrick Taylor,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Mekhi Sargent,Jaguars,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jerrion Ealy,Chiefs,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Derrick Gore,Saints,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Patrick Taylor,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
D'vonte Price,Colts,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Antonio Williams,Giants,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Malik Davis,Cowboys,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Clint Ratkovich,Falcons,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Ty Williams,Cardinals,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Tony Jones,Seahawks,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Trey Ragas,Rams,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
John Lovett,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Larry Rountree III,Chargers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Patrick Taylor,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jonathan Ward,Titans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
J.J. Taylor,Patriots,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Master Teague,Steelers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Larry Rountree III,Chargers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jaret Patterson,Commanders,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Qadree Ollison,Cowboys,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jonathan Ward,Jets,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Jake Funk,Colts,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$253,928","$253,928",$0
Brandon Wilds,Jets,2016,1,,"$153,000","$153,000",$0,,0.1%,,"$251,666","$251,666",$0
Jordan Mims,Saints,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jason Huntley,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jacques Patrick,Jets,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jake Funk,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Hassan Hall,Cardinals,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Darrynton Evans,Dolphins,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Greg Bell,Steelers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jake Funk,Ravens,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Zonovan Knight,Lions,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jacques Patrick,Titans,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Sincere McCormick,Raiders,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
SaRodorick Thompson,Cowboys,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Deneric Prince,Chiefs,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Demetric Felton,Bengals,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
La'Mical Perine,Chiefs,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jaret Patterson,Chargers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
J.J. Taylor,Texans,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Snoop Conner,Jaguars,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Deon Jackson,Browns,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Lew Nichols III,Eagles,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Patrick Taylor,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Mohamed Ibrahim,Lions,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Tyler Goodson,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Ellis Merriweather,Packers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Owen Wright,Ravens,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Tyrion Davis-Price,49ers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Darrynton Evans,Dolphins,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
SaRodorick Thompson,Seahawks,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jashaun Corbin,Panthers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Ellis Merriweather,Saints,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Mohamed Ibrahim,Lions,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Zander Horvath,Chargers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Deon Jackson,Giants,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Trey Sermon,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jordan Mims,Saints,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Kevin Harris,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Tyler Goodson,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Elijah Dotson,Chargers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Darrynton Evans,Dolphins,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
DeWayne McBride,Vikings,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jacob Salyors,Falcons,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Darrynton Evans,Dolphins,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Xazavian Valladay,Jets,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Patrick Taylor,Packers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Hassan Hall,Browns,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Gerrid Doaks,Texans,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Zander Horvath,Steelers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Qadree Ollison,Steelers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Spencer Brown,Panthers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
"Anthony McFarland, Jr.",Steelers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Bryant Koback,Eagles,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jaret Patterson,Commanders,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Greg Bell,Steelers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Hassan Hall,Giants,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jordan Mims,Saints,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Larry Rountree III,Texans,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jermar Jefferson,Lions,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
John Kelly,Browns,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Carlos Washington Jr.,Falcons,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Bryant Koback,Seahawks,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
John Kelly,Browns,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Derrick Gore,Commanders,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jake Funk,Dolphins,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Tyler Badie,Broncos,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Keaontay Ingram,Chiefs,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Tyler Goodson,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
SaRodorick Thompson,Seahawks,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Malik Davis,Cowboys,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Tyler Goodson,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Xazavian Valladay,Jets,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Nate McCrary,Browns,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Bryant Koback,Seahawks,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
Jake Funk,Colts,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$245,402","$245,402",$0
De'Angelo Henderson,Jets,2018,1,,"$170,000","$170,000",$0,,0.1%,,"$245,023","$245,023",$0
Jason Wright,Browns,2005,1,,"$79,900","$79,900",$0,,0.1%,,"$238,672","$238,672",$0
Ryan Grant,Giants,2005,1,,"$79,900","$79,900",$0,,0.1%,,"$238,672","$238,672",$0
Andre Brown,Broncos,2010,1,,"$119,000","$119,000",$0,,0.1%,,"$235,602","$235,602",$0
Jason Wright,Falcons,2004,1,,"$73,950","$73,950",$0,,0.1%,,"$234,380","$234,380",$0
Daniel Lasco,Saints,2017,1,,"$153,000","$153,000",$0,,0.1%,,"$233,989","$233,989",$0
Reggie Bonnafon,Panthers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Rodney Smith,Titans,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jacques Patrick,Bengals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Tavien Feaster,Cardinals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Ryan Nall,Bears,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Artavis Pierce,Bears,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Austin Walter,Jets,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Reggie Bonnafon,Panthers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Artavis Pierce,Bears,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Josh Johnson,Seahawks,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Dexter Williams,Giants,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Ryquell Armstead,Packers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Mekhi Sargent,Rams,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Damarea Crockett,Broncos,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Garrett Groshek,Vikings,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Pooka Williams Jr.,Bengals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
BJ Emmons,Jaguars,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Tavien Feaster,Cardinals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jacques Patrick,49ers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Javian Hawkins,Rams,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jeremy McNichols,Titans,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Sandro Platzgummer,Giants,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Dexter Williams,Giants,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Rodney Smith,DET/CAR,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jason Huntley,Eagles,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jacques Patrick,Panthers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Antonio Williams,Bills,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Johnny Stanton,Browns,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Spencer Brown,Panthers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Darwin Thompson,Chiefs,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Nathan Cottrell,Jaguars,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Caleb Huntley,Falcons,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Damarea Crockett,Broncos,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Kerrith Whyte,Packers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Darius Bradwell,Chargers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Darius Jackson,Texans,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Derrick Gore,Chiefs,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jordan Scarlett,Dolphins,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
BJ Emmons,Raiders,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Trey Ragas,Raiders,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Elijah Holyfield,Bengals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Tavien Feaster,Cardinals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jacques Patrick,Ravens,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Nate McCrary,Ravens,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Kerrith Whyte,Jaguars,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Otis Anderson,Rams,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Kerrith Whyte,Broncos,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Devine Ozigbo,Patriots,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Antonio Williams,Bills,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Ryquell Armstead,Saints,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Artavis Pierce,Browns,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Trey Ragas,Raiders,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Gerrid Doaks,Dolphins,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Patrick Laird,Dolphins,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Dexter Williams,Browns,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Patrick Taylor,Packers,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Jordan Scarlett,Dolphins,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Tavien Feaster,Cardinals,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Nathan Cottrell,Jaguars,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Craig Reynolds,Lions,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
Dedrick Mills,Lions,2021,1,,"$165,600","$165,600",$0,,0.1%,,"$231,749","$231,749",$0
