"Player","Team","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Passing Att","Passing Com","Passing X-Com","Passing Int","Passing X-Int","Passing Yds","Passing X-Yds","Passing TD","Passing X-TD","Scrambles Yds","Scrambles X-Yds","Scrambles TD","Scrambles X-TD","Designed Runs Yds","Designed Runs X-Yds","Designed Runs TD","Designed Runs X-TD"
"Tua Tagovailoa","MIA","11.8","14.8","-3","11.8","14.8","-3","1","30","21","20.26","2","0.51","243","189.39","1","1.01","1","3.4968","0","0.4845","0","4.6452","0","0"
"Bailey Zappe","NE","1.2","3.8","-2.5999999999999996","1.2","3.8","-2.6","1","14","9","10.05","1","0.16","54","79.71","0","0.19","0","0","0","0","0","0","0","0"
"Dorian Thompson-Robinson","CLV","11","18.3","-7.300000000000001","11","18.3","-7.3","1","29","14","17.02","0","0.58","134","184.02","1","2.01","6","7.1145","0","0.0095","10","16.5228","0","0.18"
"Geno Smith","SEA","8.3","15.1","-6.799999999999999","8.3","15.1","-6.8","1","27","18","17.89","1","0.85","180","224.18","0","1.05","21","20.4693","0","0.0475","0","2.8126","0","0.03"
"Kyler Murray","ARZ","20.4","22.8","-2.400000000000002","20.4","22.8","-2.4","1","45","27","30.71","0","1.04","256","328.94","1","1.96","0","0","0","0","2","1.6366","1","0.44"
"Trevor Lawrence","JAX","23.6","18.6","5","23.6","18.6","5","1","38","23","24.39","1","0.85","364","274.96","1","1.38","0","0","0","0","0","0","1","0.49"
"Gardner Minshew","IND","15.6","23.4","-7.799999999999999","15.6","23.4","-7.8","1","41","24","28","1","0.74","251","294.51","0","1.86","7","8.9564","1","0.684","-1","-1","0","0"
"Kyle Trask","TB","0","1.7","-1.7","0","1.7","-1.7","1","1","0","0.43","0","0.03","0","1.29","0","0.43","0","0","0","0","0","0","0","0"
"Kenny Pickett","PIT","11.6","15.5","-3.9000000000000004","11.6","15.5","-3.9","1","33","24","22.1","0","0.73","278","256.17","0","1.19","8","15.0474","0","0.0095","-3","-3","0","0"
"Joshua Dobbs","MIN","8.5","14.2","-5.699999999999999","8.5","14.2","-5.7","1","32","22","22.15","4","0.66","185","260.9","1","0.75","11","14.7312","0","0","0","0","0","0"
"Matthew Stafford","LA","24.4","23.2","1.1999999999999993","24.4","23.2","1.2","1","33","25","22.97","1","0.63","229","211.46","4","3.65","2","7.3377","0","0","0","0","0","0"
"C.J. Stroud","HST","30.9","23.6","7.299999999999997","30.9","23.6","7.3","1","36","26","23.47","0","0.97","304","281.44","2","1.27","47","36.619","1","0.7695","0","0","0","0"
"Mac Jones","NE","1.6","6.6","-5","1.6","6.6","-5","1","21","12","15.8","2","0.38","89","153.28","0","0.22","0","0","0","0","0","0","0","0"
"Bryce Young","CAR","10.1","11.7","-1.5999999999999996","10.1","11.7","-1.6","1","31","18","18.05","0","0.55","194","197.8","0","0.03","23","34.6053","0","0.133","0","0","0","0"
"Dak Prescott","DAL","30.2","19.9","10.3","30.2","19.9","10.3","1","32","22","19.38","0","1.29","331","301.3","4","2.12","10","6.9378","0","0","0","0","0","0"
"Russell Wilson","DEN","18.5","18.2","0.3000000000000007","18.5","18.2","0.3","1","22","13","14.27","0","0.49","134","143.46","1","1.56","14","13.3734","0","0.0095","17","12.3366","1","0.68"
"Jalen Hurts","PHI","37.2","24.1","13.100000000000001","37.2","24.1","13.1","1","31","18","19.38","1","0.63","200","204.93","3","1.62","43","33.9729","0","0.0095","19","32.2322","2","0.57"
"Sam Howell","WAS","18.3","19","-0.6999999999999993","18.3","19","-0.7","1","44","28","31.04","1","1.03","300","349.92","0","0.57","12","6.9471","0","0","1","1","1","0.49"
"Justin Fields","CHI","14.6","14.2","0.40000000000000036","14.6","14.2","0.4","1","36","26","23","0","0.46","217","202.36","0","0.39","19","30.2622","0","0","40","20.0006","0","0"
"Desmond Ridder","ATL","11.7","12.5","-0.8000000000000007","11.7","12.5","-0.8","1","21","13","13.58","2","0.37","168","164.47","1","0.75","34","19.5858","0","0.019","-4","10.7992","0","0.03"
"Jared Goff","DET","22.2","21.5","0.6999999999999993","22.2","21.5","0.7","1","44","29","27.93","0","0.98","332","328.81","2","1.82","9","20.8041","0","0","0","0","0","0"
"Derek Carr","NO","11.9","17.7","-5.799999999999999","11.9","17.7","-5.8","1","38","24","24.11","1","0.85","304","265.5","0","1.85","8","6.0357","0","0","-1","-1","0","0"
"Patrick Mahomes","KC","20.8","17.2","3.6000000000000014","20.8","17.2","3.6","1","34","27","24.43","0","0.58","298","231.54","2","1.49","11","19.9578","0","0.133","-2","-2","0","0"
"Josh Allen","BUF","40.7","29.8","10.900000000000002","40.7","29.8","10.9","1","51","29","31.99","1","1.15","339","345.05","2","2.79","65","35.1261","1","0.0855","16","10.4856","1","0.16"
"P.J. Walker","CLV","2.1","4","-1.9","2.1","4","-1.9","1","13","6","8.54","0","0.23","56","88.75","0","0.2","0","0","0","0","-1","-1","0","0"
"Justin Herbert","LAC","16.5","22.2","-5.699999999999999","16.5","22.2","-5.7","1","43","28","28.67","1","0.84","219","303.34","1","1.77","47","25.9935","0","0.1995","0","0","0","0"
