"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"31","Riley Cooper (FA)","47","84","835","17.8","63","13","8","0","18","0","0","16","184.3","11.5","0.0%"
"32","Emmanuel Sanders (FA)","67","112","740","11.0","55","12","6","1","25","0","0","16","181.5","11.3","0.0%"
"33","Rod Streater (FA)","60","99","888","14.8","66","10","4","2","17","0","1","16","172.5","10.8","0.1%"
"34","Greg Jennings (FA)","68","105","804","11.8","70","11","4","0","0","0","0","15","172.4","11.5","0.0%"
"35","Nate Washington (FA)","58","104","919","15.8","77","11","3","0","0","0","0","16","167.9","10.5","0.0%"
"36","Jerricho Cotchery (FA)","46","76","602","13.1","36","9","10","1","-5","0","0","16","165.7","10.4","0.0%"
"37","Steve Smith (FA)","64","110","745","11.6","44","4","4","0","0","0","0","15","162.5","10.8","0.0%"
"38","Cecil Shorts (FA)","66","125","777","11.8","59","10","3","0","0","0","0","13","161.7","12.4","0.0%"
"39","Doug Baldwin (FA)","50","73","778","15.6","52","14","5","2","6","0","0","16","158.4","9.9","0.0%"
"40","Eddie Royal (FA)","47","67","631","13.4","54","12","8","3","21","0","1","15","158.2","10.5","0.0%"
"41","James Jones (FA)","59","93","817","13.8","83","12","3","0","0","0","1","14","156.7","11.2","0.0%"
"42","Dwayne Bowe (FA)","57","103","673","11.8","34","9","5","0","0","0","0","15","154.3","10.3","0.0%"
"43","Roddy White (FA)","63","97","711","11.3","39","8","3","0","0","0","1","13","150.1","11.5","0.0%"
"44","Terrance Williams (FA)","44","74","736","16.7","82","12","5","3","4","0","2","16","146.0","9.1","0.0%"
"45","Hakeem Nicks (FA)","56","101","896","16.0","57","14","0","0","0","0","0","15","145.6","9.7","0.0%"
"46","Denarius Moore (FA)","46","86","695","15.1","73","9","5","0","0","0","0","13","145.5","11.2","0.0%"
"47","Marlon Brown (FA)","49","83","524","10.7","59","6","7","1","-2","0","0","14","145.2","10.4","0.0%"
"48","Terrelle Pryor Sr. (FA)","0","0","0","0","0","0","0","83","576","2","2","11","143.4","13.0","0.0%"
"49","Brandon LaFell (FA)","49","85","627","12.8","79","5","5","2","15","0","0","16","143.2","9.0","0.0%"
"50","DeAndre Hopkins (TEN)","52","91","802","15.4","66","12","2","0","0","0","1","16","142.2","8.9","92.0%"
"51","Rueben Randle (FA)","41","79","611","14.9","37","16","6","0","0","0","1","16","136.1","8.5","0.0%"
"52","Jarrett Boykin (FA)","49","83","681","13.9","52","10","3","0","0","0","0","16","135.1","8.4","0.0%"
"53","Steve Johnson (FA)","52","101","597","11.5","45","6","3","1","10","0","1","12","130.7","10.9","0.0%"
"54","Danny Amendola (FA)","54","83","633","11.7","57","8","2","1","1","0","0","12","129.4","10.8","0.0%"
"55","Kenny Stills (FA)","32","50","641","20.0","76","7","5","3","10","0","0","16","127.1","7.9","0.0%"
"56","Jerome Simpson (FA)","48","100","726","15.1","51","12","1","0","0","0","0","16","126.6","7.9","0.0%"
"57","Tavon Austin (FA)","40","69","418","10.5","81","5","4","9","151","1","1","13","124.9","9.6","0.1%"
"58","Ted Ginn Jr. (FA)","36","68","556","15.4","47","10","5","4","29","0","0","16","124.5","7.8","0.0%"
"59","Robert Woods (HOU)","40","85","587","14.7","57","9","3","2","16","0","0","14","120.3","8.6","2.8%"
"60","Jeremy Kerley (FA)","43","72","523","12.2","26","7","3","4","11","0","0","12","114.4","9.5","0.0%"
"61","Aaron Dobson (FA)","37","72","519","14.0","81","6","4","0","0","0","0","12","112.9","9.4","0.0%"
"62","Ace Sanders (FA)","51","86","484","9.5","51","8","1","2","4","0","0","15","110.6","7.4","0.0%"
"63","Donnie Avery (FA)","40","72","596","14.9","51","10","2","2","6","0","1","16","110.2","6.9","0.0%"
"64","Julio Jones (PHI)","41","60","580","14.1","81","9","2","1","7","0","1","5","109.7","21.9","0.6%"
"65","Randall Cobb (NYJ)","31","47","433","14.0","48","6","4","4","78","0","0","6","106.1","17.7","0.1%"
"66","Mohamed Sanu Sr. (FA)","47","78","455","9.7","32","4","2","4","16","0","1","16","105.1","6.6","0.0%"
"67","Reggie Wayne (FA)","38","58","503","13.2","35","8","2","1","5","0","0","7","102.8","14.7","0.0%"
"68","Kenbrell Thompkins (FA)","32","69","466","14.6","49","8","4","0","0","0","0","12","102.6","8.6","0.0%"
"69","Andre Roberts (FA)","43","76","471","11.0","34","3","2","0","0","0","0","16","102.1","6.4","0.0%"
"70","Austin Pettis (FA)","38","63","399","10.5","31","4","4","0","0","0","0","16","101.9","6.4","0.0%"
"71","Greg Little (FA)","41","99","465","11.3","47","4","2","0","0","0","0","16","99.5","6.2","0.0%"
"72","Rishard Matthews (FA)","41","67","448","10.9","29","7","2","0","0","0","0","16","97.8","6.1","0.0%"
"73","Santana Moss (FA)","42","78","452","10.8","28","2","2","3","25","0","2","16","97.7","6.1","0.0%"
"74","Kris Durham (FA)","38","85","490","12.9","40","7","2","0","0","0","1","16","97.0","6.1","0.0%"
"75","Jacoby Jones (FA)","37","67","455","12.3","66","5","2","2","0","0","0","12","94.5","7.9","0.0%"
"76","Vincent Brown (FA)","41","69","472","11.5","51","3","1","0","0","0","0","16","94.2","5.9","0.0%"
"77","Lance Moore (FA)","37","54","457","12.4","44","5","2","0","0","0","1","13","92.7","7.1","0.0%"
"78","Jason Avant (FA)","38","76","447","11.8","31","9","2","0","0","0","1","16","92.7","5.8","0.0%"
"79","Tiquan Underwood (FA)","24","46","440","18.3","85","7","4","0","0","0","0","12","92.0","7.7","0.0%"
"80","Nate Burleson (FA)","39","54","461","11.8","47","8","1","2","-8","0","0","9","90.3","10.0","0.0%"
"81","David Nelson (FA)","36","61","423","11.8","31","5","2","0","0","0","0","12","90.3","7.5","0.0%"
"82","Davone Bess (FA)","42","86","362","8.6","20","1","2","0","0","0","1","14","90.2","6.4","0.0%"
"83","Chris Givens (FA)","34","83","569","16.7","47","13","0","3","8","0","1","16","89.7","5.6","0.0%"
"84","Cole Beasley (FA)","39","54","368","9.4","23","2","2","0","0","0","0","14","87.8","6.3","0.0%"
"85","Jarius Wright (FA)","26","43","434","16.7","42","10","3","0","0","0","0","16","87.4","5.5","0.0%"
"86","Mike Brown (FA)","32","56","446","13.9","43","6","2","0","0","0","1","11","86.6","7.9","0.0%"
"87","Leonard Hankerson (FA)","30","50","375","12.5","29","5","3","0","0","0","0","10","85.5","8.6","0.0%"
"88","Jerrel Jernigan (FA)","29","44","329","11.3","30","3","2","2","57","1","1","15","83.6","5.6","0.0%"
"89","Earl Bennett (FA)","32","43","243","7.6","17","0","4","0","0","0","0","15","82.3","5.5","0.0%"
"90","Brandon Gibson (FA)","30","43","326","10.9","46","3","3","0","0","0","0","7","80.6","11.5","0.0%"
"91","Jermaine Kearse (FA)","22","38","346","15.7","43","5","4","0","0","0","1","15","78.6","5.2","0.0%"
"92","Justin Hunter (FA)","18","42","354","19.7","57","5","4","0","0","0","0","14","77.4","5.5","0.0%"
"93","Justin Blackmon (FA)","29","48","415","14.3","67","4","1","1","-1","0","0","4","76.4","19.1","0.0%"
"94","Santonio Holmes (FA)","23","59","456","19.8","69","9","1","0","0","0","0","11","74.6","6.8","0.0%"
"95","Andre Holmes (FA)","25","52","431","17.2","40","10","1","0","0","0","0","10","74.1","7.4","0.0%"
"96","Trevor Graham (FA)","23","58","361","15.7","47","6","2","4","14","0","1","16","70.5","4.4","0.0%"
"97","Darrius Heyward-Bey (FA)","29","64","309","10.7","27","2","1","3","26","0","0","16","70.5","4.4","0.0%"
"98","Aldrick Robinson (FA)","18","46","365","20.3","62","5","2","3","-4","0","0","16","66.1","4.1","0.0%"
"99","Marquise Goodwin (CLE)","17","32","283","16.6","59","5","3","3","13","0","1","12","62.6","5.2","0.0%"
"100","Stephen Hill (FA)","24","59","342","14.3","51","5","1","0","0","0","1","12","62.2","5.2","0.0%"
"101","Griff Whalen (FA)","24","40","259","10.8","25","3","2","0","0","0","0","9","61.9","6.9","0.0%"
"102","Robert Meachem (FA)","16","30","324","20.3","60","5","2","2","-1","0","0","15","60.3","4.0","0.0%"
"103","Brian Quick (FA)","18","34","302","16.8","73","5","2","0","0","0","0","16","60.2","3.8","0.0%"
"104","Kevin Ogletree (FA)","21","45","269","12.8","43","4","2","0","0","0","0","16","59.9","3.7","0.0%"
"105","Keshawn Martin (FA)","22","40","253","11.5","32","3","2","0","0","0","1","16","57.3","3.6","0.0%"
"106","Mike Williams (FA)","22","40","216","9.8","28","1","2","0","0","0","0","6","55.6","9.3","0.0%"
"107","Andre Caldwell (FA)","16","29","200","12.5","36","2","3","1","7","0","0","16","54.7","3.4","0.0%"
"108","Sidney Rice (FA)","15","35","231","15.4","31","5","3","0","0","0","1","8","54.1","6.8","0.0%"
"109","Michael Crabtree (FA)","19","33","284","14.9","60","3","1","0","0","0","0","5","53.4","10.7","0.0%"
"110","Kerry Taylor (FA)","22","34","229","10.4","17","0","1","0","0","0","0","10","50.9","5.1","0.0%"
"111","Stedman Bailey (FA)","17","25","226","13.3","28","2","0","2","33","1","0","16","48.9","3.1","0.0%"
"112","Miles Austin (FA)","24","49","244","10.2","20","1","0","0","0","0","0","11","48.4","4.4","0.0%"
"113","Tandon Doss (FA)","19","36","305","16.1","63","6","0","0","0","0","1","15","47.5","3.2","0.0%"
"114","Darius Johnson (FA)","22","43","210","9.5","17","0","1","0","0","0","1","10","47.0","4.7","0.0%"
"115","Drew Davis (FA)","12","17","216","18.0","59","5","2","0","0","0","0","16","45.6","2.9","0.0%"
"116","Da'Rick Rogers (FA)","14","23","192","13.7","69","1","2","1","0","0","0","5","45.2","9.0","0.0%"
"117","Josh Morgan (FA)","20","33","214","10.7","21","1","0","2","13","0","0","14","42.7","3.1","0.0%"
"118","LaVon Brazill (FA)","12","27","161","13.4","29","1","2","0","0","0","0","10","40.1","4.0","0.0%"
"119","Junior Hemingway (FA)","13","19","125","9.6","24","1","2","0","0","0","1","16","35.5","2.2","0.0%"
"120","Andrew Hawkins (FA)","12","18","199","16.6","50","4","0","2","3","0","0","8","32.2","4.0","0.0%"
"121","Jaron Brown (FA)","11","18","140","12.7","32","1","1","0","0","0","0","16","31.0","1.9","0.0%"
"122","Damian Williams (FA)","15","23","178","11.9","32","3","0","0","0","0","1","10","30.8","3.1","0.0%"
"123","DeVier Posey (FA)","15","25","155","10.3","42","1","0","0","0","0","0","14","30.5","2.2","0.0%"
"124","Dwayne Harris (FA)","9","14","80","8.9","24","1","2","1","6","0","1","13","27.6","2.1","0.0%"
"125","Kyle Williams (FA)","12","27","113","9.4","16","0","0","2","23","0","0","10","25.6","2.6","0.0%"
"126","Marcus Thigpen (FA)","8","11","97","12.1","50","1","1","6","18","0","0","16","25.5","1.6","0.0%"
"127","Brandon Stokley (FA)","13","21","115","8.8","18","0","0","0","0","0","0","6","24.5","4.1","0.0%"
"128","Chris Owusu (FA)","13","20","114","8.8","20","1","0","0","0","0","0","9","24.4","2.7","0.0%"
"129","Edmond Gates (FA)","12","24","122","10.2","34","1","0","0","0","0","0","6","24.2","4.0","0.0%"
"130","Jacoby Ford (FA)","13","24","99","7.6","22","1","0","5","15","0","1","14","22.4","1.6","0.0%"
"131","Greg Salas (FA)","8","13","143","17.9","44","3","0","0","0","0","0","8","22.3","2.8","0.0%"
"132","A.J. Jenkins (FA)","8","17","130","16.3","48","3","0","2","6","0","0","16","21.6","1.4","0.0%"
"133","Josh Boyce (FA)","9","19","121","13.4","30","3","0","0","0","0","0","9","21.1","2.3","0.0%"
"134","Malcom Floyd (FA)","6","11","149","24.8","47","3","0","0","0","0","0","2","20.9","10.5","0.0%"
"135","Michael Preston (FA)","5","7","37","7.4","10","0","2","0","0","0","0","7","20.7","3.0","0.0%"
"136","Jeremy Ross (FA)","6","12","67","11.2","19","0","1","2","40","0","1","13","20.7","1.6","0.0%"
"137","Kenny Britt (FA)","11","35","96","8.7","15","0","0","0","0","0","0","12","20.6","1.7","0.0%"
"138","Deonte Thompson (FA)","10","19","96","9.6","33","1","0","0","0","0","0","7","19.6","2.8","0.0%"
"139","Brice Butler (FA)","9","17","103","11.4","29","2","0","0","0","0","0","10","19.3","1.9","0.0%"
"140","Domenik Hixon (FA)","7","9","55","7.9","14","0","1","0","0","0","0","15","18.5","1.2","0.0%"
"141","Chris Hogan (FA)","10","17","83","8.3","16","0","0","0","0","0","0","16","18.3","1.1","0.0%"
"142","Travis Benjamin (FA)","5","13","105","21.0","39","4","0","1","45","0","1","8","18.0","2.3","0.0%"
"143","Brittan Golden (FA)","4","10","136","34.0","63","2","0","0","0","0","0","5","17.6","3.5","0.0%"
"144","Mario Manningham (FA)","9","23","85","9.4","14","0","0","0","0","0","0","6","17.5","2.9","0.0%"
"145","Jeff Maehl (FA)","4","9","67","16.8","37","1","1","0","0","0","0","16","16.7","1.0","0.0%"
"146","Ryan Broyles (FA)","8","14","85","10.6","22","1","0","0","0","0","0","6","16.5","2.8","0.0%"
"147","Myles White (FA)","9","12","66","7.3","15","0","0","0","0","0","0","7","15.6","2.2","0.0%"
"148","Seyi Ajirotutu (FA)","3","4","64","21.3","26","2","1","0","0","0","0","14","15.4","1.1","0.0%"
"149","Josh Cooper (FA)","9","14","60","6.7","16","0","0","0","0","0","0","5","15.0","3.0","0.0%"
"150","Stephen Burton (FA)","8","13","76","9.5","22","1","0","1","-9","0","0","4","14.7","3.7","0.0%"
"151","Marlon Moore (FA)","7","15","62","8.9","13","0","0","1","9","0","0","14","14.1","1.0","0.0%"
"152","Louis Murphy (FA)","6","13","37","6.2","8","0","1","0","0","0","1","14","13.7","1.0","0.0%"
"153","Ricardo Lockette (FA)","5","7","82","16.4","33","2","0","1","-2","0","0","8","13.0","1.6","0.0%"
"154","Markus Wheaton (FA)","6","13","64","10.7","21","1","0","0","0","0","0","12","12.4","1.0","0.0%"
"155","Austin Collie (FA)","6","11","63","10.5","19","0","0","0","0","0","0","7","12.3","1.8","0.0%"
"156","Dane Sanzenbacher (FA)","6","8","61","10.2","23","1","0","0","0","0","0","10","12.1","1.2","0.0%"
"157","Nick Toon (FA)","4","12","68","17.0","35","1","0","0","0","0","0","8","10.8","1.4","0.0%"
"158","Derek Moye (FA)","2","6","20","10.0","19","0","1","0","0","0","0","7","10.0","1.4","0.0%"
"159","Pat Edwards (FA)","5","11","46","9.2","11","0","0","0","0","0","0","4","9.6","2.4","0.0%"
"160","Josh Cribbs (FA)","2","2","6","3.0","5","0","0","13","55","0","0","6","9.6","1.6","0.0%"
"161","Quinton Patton (FA)","3","5","34","11.3","29","1","0","1","26","0","0","6","9.0","1.5","0.2%"
"162","Eric Page (FA)","4","9","68","17.0","30","2","0","2","14","0","2","16","8.2","0.5","0.0%"
"163","Lestar Jean (FA)","4","8","35","8.8","11","0","0","0","0","0","0","13","7.5","0.6","0.0%"
"164","Juron Criner (FA)","3","8","32","10.7","20","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"165","Jon Baldwin (FA)","3","9","28","9.3","15","0","0","0","0","0","0","7","5.8","0.8","0.0%"
"166","Lamaar Thomas (FA)","2","3","31","15.5","18","0","0","0","0","0","0","2","5.1","2.6","0.0%"
"167","Brad Smith (FA)","2","2","27","13.5","14","0","0","2","2","0","0","6","4.9","0.8","0.0%"
"168","Jeremy Ebert (FA)","3","8","18","6.0","8","0","0","0","0","0","0","5","4.8","1.0","0.0%"
"169","Skye Dawson (FA)","2","7","12","6.0","9","0","0","2","15","0","0","7","4.7","0.7","0.0%"
"170","Chad Hall (FA)","2","7","20","10.0","11","0","0","0","0","0","0","9","4.0","0.4","0.0%"
"171","Marquess Wilson (FA)","2","3","13","6.5","10","0","0","0","0","0","0","10","3.3","0.3","0.0%"
"172","Marcus Easley (FA)","2","5","13","6.5","9","0","0","0","0","0","0","16","3.3","0.2","0.0%"
"173","Brian Tyms (FA)","2","5","12","6.0","6","0","0","0","0","0","0","7","3.2","0.5","0.0%"
"174","Kassim Osgood (FA)","1","1","17","17.0","17","0","0","0","0","0","0","14","2.7","0.2","0.0%"
"175","Percy Harvin (FA)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"176","Tori Gurley (FA)","1","3","15","15.0","15","0","0","0","0","0","0","3","2.5","0.8","0.0%"
"177","Kevin Cone (FA)","1","1","12","12.0","12","0","0","0","0","0","0","16","2.2","0.1","0.0%"
"178","Armanti Edwards (FA)","1","5","10","10.0","10","0","0","1","0","0","0","6","2.0","0.3","0.0%"
"179","Ben Obomanu (FA)","1","1","8","8.0","8","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"180","Eric Weems (FA)","1","2","8","8.0","8","0","0","0","0","0","0","16","1.8","0.1","0.0%"
"181","Brandon Tate (FA)","1","2","6","6.0","6","0","0","0","0","0","0","16","1.6","0.1","0.0%"
"182","Damaris Johnson (FA)","2","3","14","7.0","8","0","0","0","0","0","1","13","1.4","0.1","0.0%"
"183","David Reed (FA)","1","3","2","2.0","2","0","0","0","0","0","0","7","1.2","0.2","0.0%"
"184","Nick Williams (FA)","3","11","15","5.0","6","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"185","Julian Talley (FA)","0","2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"186","John Brown (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"187","James Wright (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"188","Ryan Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"189","Justin Veltung (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"190","Micheal Spurlock (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"191","Matthew Slater (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"192","Lavelle Hawkins (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"193","Brian Robiskie (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"194","Michael Campbell (FA)","0","2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"195","Russell Shepard (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"196","Joe Anderson (FA)","0","1","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"197","Josh Bellamy (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"198","Chris Harper (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"199","Lance Lewis (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"200","Ryan Spadola (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"201","Tobais Palmer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Rodney Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"203","Duke Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"204","Ryan Whalen (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"205","Stephen Williams (FA)","0","4","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"206","B.J. Cunningham (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"207","Marvin McNutt (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Bryan Walters (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"209","J.J. Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"210","Tyrell Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"211","Saalim Hakim (FA)","0","1","0","0","0","0","0","2","-3","0","0","3","-0.3","-0.1","0.0%"
"212","Greg Jenkins (FA)","0","1","0","0","0","0","0","0","0","0","1","6","-2.0","-0.3","0.0%"
"213","Devin Hester (FA)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.4%"
"214","Devon Wylie (FA)","0","0","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.0%"
"215","Trindon Holliday (FA)","0","0","0","0","0","0","0","1","7","0","2","15","-3.3","-0.2","0.0%"
""
""
