"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"40","Logan Paulsen (FA)","25","37","308","12.3","31","3","1","0","0","0","0","16","61.8","3.9","0.0%"
"41","Fred Davis (FA)","24","32","325","13.5","29","4","0","1","1","0","0","7","56.6","8.1","0.0%"
"42","Craig Stevens (FA)","23","33","275","12.0","46","2","1","0","0","0","0","15","56.5","3.8","0.0%"
"43","Clay Harbor (FA)","25","39","186","7.4","19","0","2","0","0","0","1","14","53.6","3.8","0.0%"
"44","Kellen Davis (FA)","19","44","229","12.1","25","3","2","0","0","0","1","16","51.9","3.2","0.2%"
"45","Charles Clay (FA)","18","33","212","11.8","31","4","2","0","0","0","0","14","51.2","3.7","0.0%"
"46","Jordan Cameron (FA)","20","40","226","11.3","28","4","1","0","0","0","0","14","48.6","3.5","0.1%"
"47","Tom Crabtree (FA)","8","12","203","25.4","72","3","3","0","0","0","0","14","46.3","3.3","0.0%"
"48","David Thomas (FA)","11","17","86","7.8","20","1","4","0","0","0","0","10","43.6","4.4","0.0%"
"49","Ed Dickson (FA)","21","33","225","10.7","40","2","0","0","0","0","0","13","43.5","3.3","0.0%"
"50","Luke Stocker (FA)","16","28","165","10.3","33","2","1","0","0","0","0","16","38.5","2.4","0.0%"
"51","Will Heller (FA)","17","23","150","8.8","19","0","1","0","0","0","0","16","38.0","2.4","0.0%"
"52","Dante Rosario (FA)","10","18","95","9.5","18","0","3","0","0","0","1","13","35.5","2.7","0.0%"
"53","Jeff King (FA)","17","29","129","7.6","27","2","0","0","0","0","0","16","29.9","1.9","0.0%"
"54","Niles Paul (FA)","8","15","152","19.0","37","5","1","1","-1","0","0","16","29.1","1.8","0.0%"
"55","Matthew Mulligan (FA)","8","12","84","10.5","18","0","1","0","0","0","0","16","22.4","1.4","0.0%"
"56","Bruce Miller (FA)","12","13","84","7.0","26","1","0","5","18","0","0","16","22.2","1.4","0.0%"
"57","Gary Barnidge (FA)","6","6","78","13.0","24","2","1","0","0","0","0","16","19.8","1.2","0.1%"
"58","John Phillips (FA)","8","10","55","6.9","19","0","1","0","0","0","0","16","19.5","1.2","0.0%"
"59","Konrad Reuland (FA)","11","16","83","7.5","18","0","0","0","0","0","0","16","19.3","1.2","0.0%"
"60","Orson Charles (FA)","8","10","101","12.6","25","1","0","0","0","0","0","16","18.1","1.1","0.0%"
"61","Dorin Dickerson (FA)","9","15","117","13.0","24","3","0","1","-8","0","1","11","17.9","1.6","0.0%"
"62","Alex Smith (FA)","13","18","47","3.6","17","0","0","0","0","0","0","12","17.7","1.5","0.0%"
"63","Todd Heap (FA)","8","13","94","11.8","28","1","0","0","0","0","0","2","17.4","8.7","0.0%"
"64","Lee Smith (FA)","4","4","13","3.3","5","0","2","0","0","0","0","16","17.3","1.1","0.0%"
"65","James Hanna (FA)","8","11","86","10.8","29","1","0","0","0","0","0","16","16.6","1.0","0.0%"
"66","David Ausberry (FA)","7","12","92","13.1","31","2","0","0","0","0","0","16","16.2","1.0","0.0%"
"67","Leonard Pope (FA)","3","4","9","3.0","7","0","2","0","0","0","0","7","15.9","2.3","0.0%"
"68","Michael Hoomanawanui (FA)","5","7","109","21.8","41","2","0","0","0","0","0","14","15.9","1.1","0.1%"
"69","Kevin Boss (FA)","3","3","65","21.7","29","2","1","0","0","0","0","2","15.5","7.8","0.0%"
"70","Matt Spaeth (FA)","6","10","28","4.7","13","0","1","0","0","0","0","16","14.8","0.9","0.0%"
"71","Michael Palmer (FA)","6","6","22","3.7","6","0","1","0","0","0","0","13","14.2","1.1","0.0%"
"72","Randy McMichael (FA)","9","13","51","5.7","13","0","0","0","0","0","0","11","14.1","1.3","0.0%"
"73","Rhett Ellison (FA)","7","9","65","9.3","29","1","0","0","0","0","0","16","13.5","0.8","0.0%"
"74","Bear Pascoe (FA)","4","9","35","8.8","16","0","1","0","0","0","0","15","13.5","0.9","0.0%"
"75","D.J. Williams (FA)","7","15","57","8.1","12","0","0","0","0","0","0","13","12.7","1.0","0.0%"
"76","Daniel Fells (FA)","4","9","85","21.3","35","2","0","0","0","0","0","13","12.5","1.0","0.0%"
"77","John Carlson (FA)","8","14","43","5.4","14","0","0","0","0","0","0","14","12.3","0.9","0.0%"
"78","David Paulson (FA)","7","11","51","7.3","9","0","0","0","0","0","0","16","12.1","0.8","0.0%"
"79","Tim Tebow (FA)","0","1","0","0","0","0","0","32","102","0","0","12","11.8","1.0","0.5%"
"80","Virgil Green (FA)","5","6","63","12.6","28","1","0","0","0","0","0","12","11.3","0.9","0.0%"
"81","Nate Byham (FA)","3","4","18","6.0","10","0","1","0","0","0","0","11","10.8","1.0","0.0%"
"82","Taylor Thompson (FA)","6","13","46","7.7","12","0","0","0","0","0","0","16","10.6","0.7","0.0%"
"83","Steve Maneri (FA)","5","12","51","10.2","19","0","0","0","0","0","0","13","10.1","0.8","0.0%"
"84","Ladarius Green (FA)","4","4","56","14.0","31","1","0","0","0","0","0","4","9.6","2.4","0.0%"
"85","Garrett Celek (FA)","4","7","51","12.8","35","1","0","0","0","0","0","13","9.1","0.7","0.0%"
"86","Richard Gordon (FA)","2","7","9","4.5","8","0","1","0","0","0","0","13","8.9","0.7","0.0%"
"87","Kyle Adams (FA)","4","8","40","10.0","17","0","0","0","0","0","0","15","8.0","0.5","0.0%"
"88","Mike McNeill (FA)","4","7","31","7.8","10","0","0","0","0","0","0","14","7.1","0.5","0.0%"
"89","Ben Hartsock (FA)","2","3","30","15.0","25","1","0","0","0","0","0","15","5.0","0.3","0.0%"
"90","Jake O'Connell (FA)","3","3","18","6.0","11","0","0","0","0","0","0","2","4.8","2.4","0.0%"
"91","Jim Dray (FA)","2","2","15","7.5","12","0","0","0","0","0","0","13","3.5","0.3","0.0%"
"92","Weslye Saunders (FA)","2","4","15","7.5","11","0","0","0","0","0","0","11","3.5","0.3","0.0%"
"93","Cory Harkey (FA)","1","2","21","21.0","21","1","0","0","0","0","0","5","3.1","0.6","0.2%"
"94","Hayden Smith (FA)","1","1","16","16.0","16","0","0","0","0","0","0","5","2.6","0.5","0.0%"
"95","Zach Potter (FA)","2","6","6","3.0","4","0","0","0","0","0","0","16","2.6","0.2","0.0%"
"96","Allen Reisner (FA)","1","1","13","13.0","13","0","0","0","0","0","0","4","2.3","0.6","0.0%"
"97","Kellen Winslow (FA)","1","2","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"98","Chase Coffman (FA)","1","1","12","12.0","12","0","0","0","0","0","0","5","2.2","0.4","0.0%"
"99","Ryan Taylor (FA)","1","1","11","11.0","11","0","0","0","0","0","0","16","2.1","0.1","0.0%"
"100","Dominique Jones (FA)","1","1","8","8.0","8","0","0","0","0","0","0","4","1.8","0.5","0.0%"
"101","Chris Cooley (FA)","1","3","8","8.0","8","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"102","Tommy Gallarda (FA)","1","4","7","7.0","7","0","0","0","0","0","0","9","1.7","0.2","0.0%"
"103","Isaiah Stanback (FA)","1","1","6","6.0","6","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"104","Evan Moore (FA)","1","8","6","6.0","6","0","0","0","0","0","0","7","1.6","0.2","0.0%"
"105","Brad Smelley (FA)","1","1","3","3.0","3","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"106","Mike Higgins (FA)","1","1","-3","-3.0","0","0","0","0","0","0","0","2","0.7","0.4","0.0%"
"107","Sean McGrath (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"108","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"109","Emil Igwenagu (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"110","Josh Hill (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"111","Kory Sperry (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Maurice Stovall (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Mike Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"114","Travis Beckum (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Billy Bajema (FA)","0","1","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"116","Brian Jennings (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"117","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"118","Colin Cloherty (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Daniel Graham (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Visanthe Shiancoe (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Adrien Robinson (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"122","Greg Scruggs (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.2%"
"123","Danny Noble (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"124","Kyle Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Brandon Barden (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"126","Jamie McCoy (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Jake Bequette (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"128","Evan Rodriguez (FA)","4","8","21","5.3","11","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"129","Zach Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"130","Julius Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"131","Richie Brockel (FA)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"132","Jeron Mastrud (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"133","Michael Egnew (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"134","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"135","Dedrick Epps (FA)","1","1","9","9.0","9","0","0","0","0","0","1","1","-0.1","-0.1","0.0%"
""
""
