id,player,team,opponent,position,salary,ownership
92765-90575,Najee Harris,PIT,SF,RB,6700,3.1
92765-71706,T.J. Hockenson,MIN,TB,TE,7200,3.1
92765-110246,George Pickens,PIT,SF,WR,5800,3.1
92765-112295,Zay Flowers,BAL,HOU,WR,5500,3.1
92765-112745,Drake London,ATL,CAR,WR,6200,3.0
92765-93107,AJ Dillon,GB,CHI,RB,6100,3.0
92765-12549,San Francisco 49ers,SF,PIT,D,4700,3.0
92765-86229,Jahan Dotson,WAS,ARI,WR,6100,3.0
92765-83074,Dallas Goedert,PHI,NE,TE,6400,3.0
92765-12554,Jacksonville Jaguars,JAC,IND,D,4400,2.9
92765-47870,Tyler Higbee,LAR,SEA,TE,5300,2.9
92765-66008,Diontae Johnson,PIT,SF,WR,6400,2.9
92765-12545,Philadelphia Eagles,PHI,NE,D,4600,2.8
92765-40669,Tyler Boyd,CIN,CLE,WR,5400,2.8
92765-129458,Jaxon Smith-Njigba,SEA,LAR,WR,5300,2.8
92765-12540,Minnesota Vikings,MIN,TB,D,4800,2.7
92765-12546,Arizona Cardinals,ARI,WAS,D,3700,2.7
92765-39793,George Kittle,SF,PIT,TE,6600,2.6
92765-110259,Treylon Burks,TEN,NO,WR,5700,2.5
92765-69558,Greg Dortch,ARI,WAS,WR,5000,2.5
92765-86080,Kyle Pitts,ATL,CAR,TE,6000,2.5
92765-28573,Michael Thomas,NO,TEN,WR,6000,2.4
92765-104433,Kyren Williams,LAR,SEA,RB,5000,2.4
92765-55042,Dalton Schultz,HOU,BAL,TE,5200,2.3
92765-86687,Marquise Brown,ARI,WAS,WR,6500,2.3
92765-12528,Cincinnati Bengals,CIN,CLE,D,3900,2.1
92765-87371,Ty Chandler,MIN,TB,RB,4900,2.1
92765-91931,Greg Dulcich,DEN,LV,TE,5300,2.1
92765-64581,Van Jefferson,LAR,SEA,WR,5500,2.1
92765-63855,K.J. Osborn,MIN,TB,WR,5100,2.0
92765-70603,Devin Singletary,HOU,BAL,RB,5100,2.0
92765-89455,Jayden Reed,GB,CHI,WR,5000,2.0
92765-12541,New England Patriots,NE,PHI,D,3500,2.0
92765-55987,JuJu Smith-Schuster,NE,PHI,WR,5800,2.0
92765-29685,Robert Woods,HOU,BAL,WR,5400,1.9
92765-103376,Zach Charbonnet,SEA,LAR,RB,4800,1.9
92765-88575,Elijah Moore,CLE,CIN,WR,5700,1.9
92765-92413,Elijah Mitchell,SF,PIT,RB,5500,1.9
92765-85798,Brandon Aiyuk,SF,PIT,WR,6600,1.8
92765-64031,Hayden Hurst,CAR,ATL,TE,5000,1.8
92765-57299,Gerald Everett,LAC,MIA,TE,5500,1.7
92765-91426,Donovan Peoples-Jones,CLE,CIN,WR,5900,1.7
92765-94370,Romeo Doubs,GB,CHI,WR,5300,1.6
92765-110978,Evan Hull,IND,JAC,RB,5100,1.6
92765-63634,Jakobi Meyers,LV,DEN,WR,5700,1.6
92765-12538,Los Angeles Rams,LAR,SEA,D,3200,1.6
92765-52613,Curtis Samuel,WAS,ARI,WR,5300,1.6
92765-91419,Nico Collins,HOU,BAL,WR,5800,1.6
92765-107293,Tyjae Spears,TEN,NO,RB,5300,1.5
92765-64808,Juwan Johnson,NO,TEN,TE,5100,1.5
92765-69777,Darnell Mooney,CHI,GB,WR,5900,1.5
92765-22015,Russell Wilson,DEN,LV,QB,7300,1.5
92765-39716,Adam Thielen,CAR,ATL,WR,6000,1.5
92765-73130,Chris Evans,CIN,CLE,RB,4200,1.5
92765-91872,Joshua Kelley,LAC,MIA,RB,5200,1.4
92765-86312,Alec Pierce,IND,JAC,WR,5200,1.4
92765-93408,Rondale Moore,ARI,WAS,WR,5600,1.4
92765-83081,Chase Edmonds,TB,MIN,RB,4900,1.4
92765-71521,Justice Hill,BAL,HOU,RB,4600,1.4
92765-72725,Irv Smith Jr.,CIN,CLE,TE,4900,1.4
92765-25267,Mack Hollins,ATL,CAR,WR,5400,1.4
92765-112057,Jaylen Warren,PIT,SF,RB,5100,1.4
92765-40845,Hunter Henry,NE,PHI,TE,5100,1.4
92765-170287,Rashid Shaheed,NO,TEN,WR,5400,1.3
92765-73121,Tony Jones,NO,TEN,RB,4500,1.3
92765-86811,Cade Otton,TB,MIN,TE,4900,1.3
92765-12548,Los Angeles Chargers,LAC,MIA,D,3400,1.3
92765-56265,Mike Gesicki,NE,PHI,TE,4800,1.3
92765-57840,Rashaad Penny,PHI,NE,RB,5600,1.3
92765-87418,Josh Palmer,LAC,MIA,WR,5300,1.3
92765-26355,Logan Thomas,WAS,ARI,TE,4900,1.3
92765-57986,Hunter Renfrow,LV,DEN,WR,5300,1.2
92765-120639,Quentin Johnston,LAC,MIA,WR,5100,1.2
92765-87467,Chuba Hubbard,CAR,ATL,RB,5300,1.2
92765-71705,Noah Fant,SEA,LAR,TE,5000,1.2
92765-90912,Kenneth Gainwell,PHI,NE,RB,4900,1.2
92765-137059,Sean Tucker,TB,MIN,RB,4200,1.2
92765-92545,Keaontay Ingram,ARI,WAS,RB,5300,1.1
92765-12535,Indianapolis Colts,IND,JAC,D,3600,1.1
92765-40167,Gus Edwards,BAL,HOU,RB,5200,1.1
92765-12529,Cleveland Browns,CLE,CIN,D,3900,1.1
92765-80289,Kendrick Bourne,NE,PHI,WR,4900,1.0
92765-92976,Tutu Atwell,LAR,SEA,WR,5000,1.0
92765-128693,Tank Bigsby,JAC,IND,RB,5000,1.0
92765-45565,Taysom Hill,NO,TEN,TE,6000,1.0
92765-86780,Salvon Ahmed,MIA,LAC,RB,4200,1.0
92765-130270,Adam Trautman,DEN,LV,TE,4400,1.0
92765-90533,Jerome Ford,CLE,CIN,RB,5100,1.0
92765-40126,Austin Hooper,LV,DEN,TE,4800,1.0
92765-71143,Kylen Granson,IND,JAC,TE,4200,1.0
92765-30733,Cordarrelle Patterson,ATL,CAR,RB,5400,0.9
92765-85635,Charlie Kolar,BAL,HOU,TE,4300,0.9
92765-42046,Durham Smythe,MIA,LAC,TE,4600,0.9
92765-55830,D'Onta Foreman,CHI,GB,RB,5800,0.9
92765-112192,Jonathan Mingo,CAR,ATL,WR,4500,0.8
92765-111876,Demario Douglas,NE,PHI,WR,4300,0.8
92765-29780,Zach Ertz,ARI,WAS,TE,5000,0.8
92765-138998,Michael Mayer,LV,DEN,TE,4700,0.8
92765-91750,Trey McBride,ARI,WAS,TE,4700,0.8
92765-45859,Derek Carr,NO,TEN,QB,7000,0.8
92765-52495,Braxton Berrios,MIA,LAC,WR,4800,0.8
92765-38791,Ezekiel Elliott,NE,PHI,RB,5400,0.8
92765-28643,Allen Robinson II,PIT,SF,WR,5100,0.8
92765-6654,Matthew Stafford,LAR,SEA,QB,6800,0.7
92765-103020,Puka Nacua,LAR,SEA,WR,4000,0.7
92765-89612,Michael Wilson,ARI,WAS,WR,4100,0.7
92765-90584,Mac Jones,NE,PHI,QB,6400,0.7
92765-102902,Trey Palmer,TB,MIN,WR,4400,0.7
92765-48116,Jonnu Smith,ATL,CAR,TE,4600,0.6
92765-56708,Will Dissly,SEA,LAR,TE,4500,0.6
92765-24533,Mo Alie-Cox,IND,JAC,TE,4600,0.6
92765-69017,Jordan Love,GB,CHI,QB,6400,0.6
92765-85672,Terrace Marshall Jr.,CAR,ATL,WR,5500,0.6
92765-85607,Brock Purdy,SF,PIT,QB,6900,0.6
92765-129291,Tank Dell,HOU,BAL,WR,4900,0.6
92765-119606,Bryce Young,CAR,ATL,QB,6500,0.6
92765-21948,Ryan Tannehill,TEN,NO,QB,6500,0.6
92765-92020,Kenny Pickett,PIT,SF,QB,6600,0.6
92765-61593,Jauan Jennings,SF,PIT,WR,4700,0.5
92765-54604,Jimmy Garoppolo,LV,DEN,QB,6600,0.5
92765-73111,Chase Claypool,CHI,GB,WR,5300,0.5
92765-56248,Noah Brown,HOU,BAL,WR,4600,0.5
92765-129305,Josh Downs,IND,JAC,WR,4900,0.5
92765-63576,Kirk Merritt,NO,TEN,WR,4000,0.5
92765-129471,C.J. Stroud,HOU,BAL,QB,6300,0.4
92765-73687,Quez Watkins,PHI,NE,WR,5100,0.4
92765-152631,Samori Toure,GB,CHI,WR,4300,0.4
92765-64496,Olamide Zaccheaus,PHI,NE,WR,4600,0.4
92765-53639,Isaiah McKenzie,IND,JAC,WR,5000,0.3
92765-119653,Kayshon Boutte,NE,PHI,WR,4000,0.3
92765-64389,Nick Westbrook-Ikhine,TEN,NO,WR,4900,0.3
92765-71105,Ben Skowronek,LAR,SEA,WR,5100,0.3
92765-38264,Demarcus Robinson,LAR,SEA,WR,5200,0.2
92765-41535,Baker Mayfield,TB,MIN,QB,6300,0.2
92765-87859,Laviska Shenault Jr.,CAR,ATL,WR,5000,0.2
92765-86278,Desmond Ridder,ATL,CAR,QB,6500,0.1
92765-40407,Joshua Dobbs,ARI,WAS,QB,6100,0.1
