"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Jameson Williams","DET","WR","11.4","4.8","6.6000000000000005","11.4","4.8","6.6","1","2","1.15","44","28.92","1","0.2208","0","0","0","0"
"Julio Jones","PHI","WR","1.5","2","-0.5","1.5","2","-0.5","1","2","1.81","5","10.68","0","0","0","0","0","0"
"Alex Erickson","LAC","WR","1.7","1.5","0.19999999999999996","1.7","1.5","0.2","1","1","0.74","12","11.15","0","0","0","0","0","0"
"Kadarius Toney","KC","WR","3.6","4.1","-0.49999999999999956","3.6","4.1","-0.5","1","2","1.48","12","14.04","0","0.0672","14","8.3006","0","0.12"
"DeVonta Smith","PHI","WR","12.9","11.5","1.4000000000000004","12.9","11.5","1.4","1","6","5.08","99","66.31","0","0.3936","0","0","0","0"
"DJ Moore","CHI","WR","19.1","14","5.100000000000001","19.1","14","5.1","1","7","5.63","96","79.89","1","0.5376","0","0","0","0"
"Greg Dortch","ARZ","WR","10.6","9.3","1.299999999999999","10.6","9.3","1.3","1","6","5.36","76","61.9","0","0.0672","0","0","0","0"
"Cole Turner","WAS","TE","1.2","1.1","0.09999999999999987","1.2","1.1","0.1","1","1","0.8","7","6.51","0","0","0","0","0","0"
"Sam LaPorta","DET","TE","3.3","6","-2.7","3.3","6","-2.7","1","3","3.8","18","41.48","0","0","0","0","0","0"
"Mike Boone","HST","RB","1","1.5","-0.5","1","1.5","-0.5","1","1","0.75","5","6.59","0","0","0","2.6068","0","0.03"
"George Pickens","PIT","WR","5.7","7.2","-1.5","5.7","7.2","-1.5","1","4","3.3","38","50.31","0","0","-1","4.851","0","0"
"Trenton Irwin","CIN","WR","5.1","7.7","-2.6000000000000005","5.1","7.7","-2.6","1","3","3.23","36","38.16","0","0.3744","0","0","0","0"
"Zay Flowers","BLT","WR","6.5","5.6","0.9000000000000004","6.5","5.6","0.9","1","3","2.81","43","26.24","0","0.192","7","4.655","0","0"
"Andrew Beck","HST","RB","0","0.4","-0.4","0","0.4","-0.4","1","0","0","0","0","0","0","0","4.0474","0","0"
"Marcedes Lewis","CHI","TE","0","1.3","-1.3","0","1.3","-1.3","1","0","0.8","0","8.93","0","0","0","0","0","0"
"Deven Thompkins","TB","WR","1.7","3.7","-2","1.7","3.7","-2","1","0","0.43","0","4.77","0","0.4128","17","3.8906","0","0.03"
"James Cook","BUF","RB","17.7","14.7","3","17.7","14.7","3","1","3","3.33","29","21.08","1","0.3936","73","77.1456","0","0.14"
"Trey Palmer","TB","WR","4.8","7.6","-2.8","4.8","7.6","-2.8","1","4","4.28","22","49.22","0","0","6","4.5668","0","0.01"
"Royce Freeman","LA","RB","7.3","15","-7.7","7.3","15","-7.7","1","0","0","0","0","0","0","73","61.8968","0","1.47"
"AJ Dillon","GB","RB","8.1","11.7","-3.5999999999999996","8.1","11.7","-3.6","1","4","3.53","32","22.06","0","0.2112","29","60.4268","0","0.07"
"Odell Beckham Jr.","BLT","WR","13.6","13.3","0.29999999999999893","13.6","13.3","0.3","1","4","3.42","116","74.83","0","0.6912","0","0","0","0"
"Darrell Henderson","LA","RB","10.9","18.1","-7.200000000000001","10.9","18.1","-7.2","1","4","5.45","28","34.83","0","0.6528","1","20.1986","1","1"
"Marquez Valdes-Scantling","KC","WR","0","5.1","-5.1","0","5.1","-5.1","1","0","1.25","0","32.64","0","0.2016","0","0","0","0"
"David Njoku","CLV","TE","9.1","17.9","-8.799999999999999","9.1","17.9","-8.8","1","7","11.28","56","95.25","0","0.4608","0","0","0","0"
"Travis Etienne Jr.","JAX","RB","7.4","10.6","-3.1999999999999993","7.4","10.6","-3.2","1","3","2.75","7","16.5","0","0.096","52","55.4582","0","0.25"
"Jerick McKinnon","KC","RB","2.5","3.4","-0.8999999999999999","2.5","3.4","-0.9","1","2","2.42","8","17.23","0","0.0096","7","3.675","0","0.01"
"Derrick Henry","TEN","RB","4.9","5.7","-0.7999999999999998","4.9","5.7","-0.8","1","1","0.91","6","5.4","0","0","38","44.982","0","0.03"
"Darnell Mooney","CHI","WR","2.9","1.7","1.2","2.9","1.7","1.2","1","1","0.66","24","13.59","0","0","0","0","0","0"
"D'Wayne Eskridge","SEA","WR","0","2","-2","0","2","-2","1","0","0.58","0","11.25","0","0.096","0","0","0","0"
"Nick Westbrook-Ikhine","TEN","WR","1.2","1.3","-0.10000000000000009","1.2","1.3","-0.1","1","1","0.84","7","8.49","0","0","0","0","0","0"
"Jake Ferguson","DAL","TE","4.7","4.1","0.6000000000000005","4.7","4.1","0.6","1","3","2.7","32","27.51","0","0","0","0","0","0"
"Chris Godwin","TB","WR","6.9","9.5","-2.5999999999999996","6.9","9.5","-2.6","1","6","4.77","39","47.73","0","0.384","0","0","0","0"
"Geoff Swaim","ARZ","TE","2.5","2.5","0","2.5","2.5","0","1","2","1.61","15","17.17","0","0","0","0","0","0"
"Curtis Samuel","WAS","WR","1","1.1","-0.10000000000000009","1","1.1","-0.1","1","1","0.77","5","7.19","0","0","0","0","0","0"
"Steven Sims","HST","WR","3.5","2.1","1.4","3.5","2.1","1.4","1","2","1.78","25","12.13","0","0","0","0","0","0"
"Jaylen Waddle","MIA","WR","7.5","11.9","-4.4","7.5","11.9","-4.4","1","4","5.4","55","77.48","0","0.2496","0","0","0","0"
"Stefon Diggs","BUF","WR","4.7","8.9","-4.2","4.7","8.9","-4.2","1","4","6.05","27","52.24","0","0.1152","0","0","0","0"
"Josh Reynolds","DET","WR","1.6","3","-1.4","1.6","3","-1.4","1","1","1.47","11","21.8","0","0.0096","0","0","0","0"
"Zay Jones","JAX","WR","4","5.4","-1.4000000000000004","4","5.4","-1.4","1","4","3.22","20","29.96","0","0.1248","0","0","0","0"
"Stone Smartt","LAC","TE","11.6","5.6","6","11.6","5.6","6","1","1","1.09","51","16.07","1","0.576","0","0","0","0"
"D'Andre Swift","PHI","RB","18.2","10.7","7.5","18.2","10.7","7.5","1","3","2.7","31","17.91","0","0","76","52.6554","1","0.39"
"John Metchie III","HST","WR","1.7","1.3","0.3999999999999999","1.7","1.3","0.4","1","1","0.83","12","9.06","0","0","0","0","0","0"
"Josh Whyle","TEN","TE","1.2","2.2","-1.0000000000000002","1.2","2.2","-1","1","1","1.48","7","15.09","0","0","0","0","0","0"
"Drew Sample","CIN","TE","2.9","2.8","0.10000000000000009","2.9","2.8","0.1","1","2","1.69","19","19.29","0","0.0096","0","0","0","0"
"Jonathan Mingo","CAR","WR","1.1","6.3","-5.199999999999999","1.1","6.3","-5.2","1","1","2.94","6","41.5","0","0.1152","0","0","0","0"
"Raheem Mostert","MIA","RB","9.8","11.7","-1.8999999999999986","9.8","11.7","-1.9","1","1","0.9","7","4.9","0","0","86","96.579","0","0.19"
"DeAndre Hopkins","TEN","WR","13.9","7","6.9","13.9","7","6.9","1","4","3.23","59","37.31","1","0.2688","0","0","0","0"
"D.K. Metcalf","SEA","WR","17.9","13.8","4.099999999999998","17.9","13.8","4.1","1","5","4.36","94","72.34","1","0.7392","0","0","0","0"
"Darius Slayton","NYG","WR","16.1","7.2","8.900000000000002","16.1","7.2","8.9","1","4","3.38","81","48.75","1","0.1056","0","0","0","0"
"Alec Ingold","MIA","RB","3.1","5.6","-2.4999999999999996","3.1","5.6","-2.5","1","3","3.5","16","26.07","0","0.2112","0","0","0","0"
"Kalif Raymond","DET","WR","1","2.5","-1.5","1","2.5","-1.5","1","1","1.63","5","17.13","0","0","0","0","0","0"
"Noah Fant","SEA","TE","0.9","1.8","-0.9","0.9","1.8","-0.9","1","1","1.35","4","11.69","0","0","0","0","0","0"
"Dyami Brown","WAS","WR","1.2","4.4","-3.2","1.2","4.4","-3.2","1","1","1.95","7","30.01","0","0.0768","0","0","0","0"
"Dalton Schultz","HST","TE","10.2","5.3","4.8999999999999995","10.2","5.3","4.9","1","2","1.93","32","24.62","1","0.3168","0","0","0","0"
"Equanimeous St. Brown","CHI","WR","2.9","2.6","0.2999999999999998","2.9","2.6","0.3","1","2","1.4","19","17.03","0","0.0384","0","0","0","0"
"Christian Kirk","JAX","WR","6.3","9","-2.7","6.3","9","-2.7","1","3","2.89","48","47.74","0","0.4704","0","0","0","0"
"Cole Kmet","CHI","TE","3.5","3.6","-0.10000000000000009","3.5","3.6","-0.1","1","3","2.53","20","23.81","0","0","0","0","0","0"
"Romeo Doubs","GB","WR","13.8","8.9","4.9","13.8","8.9","4.9","1","5","3.5","53","45.12","1","0.4416","0","0","0","0"
"Stephen Sullivan","CAR","TE","2.5","1.4","1.1","2.5","1.4","1.1","1","1","0.47","20","10.02","0","0.0192","0","0","0","0"
"Javonte Williams","DEN","RB","6.3","8.4","-2.1000000000000005","6.3","8.4","-2.1","1","2","1.76","16","10.05","0","0.048","37","45.7856","0","0.28"
"Luke Farrell","JAX","TE","3.1","2.6","0.5","3.1","2.6","0.5","1","2","1.63","21","12.86","0","0.0768","0","0","0","0"
"Luke Musgrave","GB","TE","4.8","6.5","-1.7000000000000002","4.8","6.5","-1.7","1","4","4","28","44.04","0","0.0096","0","0","0","0"
"Keenan Allen","LAC","WR","22.6","29.9","-7.299999999999997","22.6","29.9","-7.3","1","10","9.83","116","110.37","1","2.3232","0","0","0","0"
"Saquon Barkley","NYG","RB","28","16.2","11.8","28","16.2","11.8","1","4","3.22","57","33","2","0.576","83","60.2994","0","0.3"
"Brian Robinson","WAS","RB","16.5","17.8","-1.3000000000000007","16.5","17.8","-1.3","1","7","6.89","58","40.55","0","0.2304","72","75.362","0","0.23"
"Matt Breida","NYG","RB","-0.1","1.5","-1.6","-0.1","1.5","-1.6","1","0","0","0","0","0","0","-1","10.8682","0","0.07"
"Elijah Moore","CLV","WR","9","10","-1","9","10","-1","1","6","5.46","60","63.53","0","0.1536","0","0","0","0"
"Ja'Marr Chase","CIN","WR","8.2","11.1","-2.9000000000000004","8.2","11.1","-2.9","1","2","3.71","12","47.32","1","0.7488","0","0","0","0"
"Keaton Mitchell","BLT","RB","4.6","5.2","-0.6000000000000005","4.6","5.2","-0.6","1","1","0.82","8","5.16","0","0.0384","33","34.6136","0","0.09"
"Justice Hill","BLT","RB","1.2","2.3","-1.0999999999999999","1.2","2.3","-1.1","1","1","0.86","6","7.73","0","0","1","2.3618","0","0.15"
"Donovan Peoples-Jones","DET","WR","0","1.5","-1.5","0","1.5","-1.5","1","0","0.72","0","10.46","0","0.0096","0","0","0","0"
"Kenneth Walker III","SEA","RB","2.1","2.7","-0.6000000000000001","2.1","2.7","-0.6","1","1","0.95","-2","2.9","0","0","18","18.5122","0","0.02"
"Justin Watson","KC","WR","13.8","18.6","-4.800000000000001","13.8","18.6","-4.8","1","5","6.69","53","93.24","1","0.9888","0","0","0","0"
"Kyle Philips","TEN","WR","1.5","1.1","0.3999999999999999","1.5","1.1","0.4","1","1","0.95","10","5.82","0","0.0096","0","0","0","0"
"Michael Gallup","DAL","WR","4.6","5.1","-0.5","4.6","5.1","-0.5","1","3","3.17","31","34.85","0","0","0","0","0","0"
"Cedrick Wilson Jr.","MIA","WR","3.8","5.1","-1.2999999999999998","3.8","5.1","-1.3","1","3","2.6","23","33.16","0","0.0768","0","0","0","0"
"CeeDee Lamb","DAL","WR","13.5","14.8","-1.3000000000000007","13.5","14.8","-1.3","1","6","5.9","38","60.67","1","0.8928","7","3.3516","0","0.01"
"Christian Watson","GB","WR","9.2","8.7","0.5","9.2","8.7","0.5","1","2","1.91","21","28.45","1","0.7392","1","4.655","0","0"
"Jalen Tolbert","DAL","WR","2.2","5.7","-3.5","2.2","5.7","-3.5","1","2","3.39","12","37.73","0","0.0384","0","0","0","0"
"Tony Pollard","DAL","RB","16","12.8","3.1999999999999993","16","12.8","3.2","1","4","4.46","19","26.98","0","0.1632","61","50.4308","1","0.31"
"Aaron Jones","GB","RB","2.2","4.1","-1.8999999999999995","2.2","4.1","-1.9","1","1","1.86","3","8.51","0","0.0576","14","19.5412","0","0"
"Gus Edwards","BLT","RB","20","14.4","5.6","20","14.4","5.6","1","2","1.67","8","13.88","0","0","62","43.953","2","1.29"
"Quentin Johnston","LAC","WR","3.1","7","-3.9","3.1","7","-3.9","1","2","3.03","21","44.56","0","0.1728","0","0","0","0"
"Marquise Brown","ARZ","WR","2.2","6.2","-4","2.2","6.2","-4","1","2","1.92","18","39.86","0","0.1344","-6","4.7824","0","0"
"Mecole Hardman Jr.","KC","WR","2.2","2","0.20000000000000018","2.2","2","0.2","1","2","1.82","12","10.86","0","0","0","0","0","0"
"Daniel Bellinger","NYG","TE","5.4","4.4","1","5.4","4.4","1","1","3","2.24","39","25.81","0","0.1152","0","0","0","0"
"Rondale Moore","ARZ","WR","11.9","4.9","7","11.9","4.9","7","1","1","0.42","48","17.68","1","0.3936","6","4.5178","0","0.01"
"Terry McLaurin","WAS","WR","6.8","9","-2.2","6.8","9","-2.2","1","5","4.25","43","50.62","0","0.2976","0","0","0","0"
"Brandin Cooks","DAL","WR","5.7","5.9","-0.20000000000000018","5.7","5.9","-0.2","1","3","2.91","42","43.43","0","0.0096","0","0","0","0"
"D'Onta Foreman","CHI","RB","7.4","7","0.40000000000000036","7.4","7","0.4","1","0","0","0","0","0","0","14","20.5314","1","0.82"
"Brandon Powell","MIN","WR","4.7","4.7","0","4.7","4.7","0","1","3","3.23","32","30.78","0","0","0","0","0","0"
"Jeremy Ruckert","NYJ","TE","4","5.5","-1.5","4","5.5","-1.5","1","3","3.12","25","38.72","0","0.0096","0","0","0","0"
"Ty Chandler","MIN","RB","13","10.5","2.5","13","10.5","2.5","1","4","3.42","37","23.45","0","0.2496","73","43.855","0","0.1"
"Tyler Boyd","CIN","WR","3.7","6.9","-3.2","3.7","6.9","-3.2","1","3","4.28","22","42.49","0","0.0864","0","0","0","0"
"Tanner Hudson","CIN","TE","6.9","5.5","1.4000000000000004","6.9","5.5","1.4","1","4","2.89","49","38.95","0","0.0192","0","0","0","0"
"Cooper Kupp","LA","WR","1.6","1.3","0.30000000000000004","1.6","1.3","0.3","1","1","0.8","11","7.69","0","0.0192","0","0","0","0"
"Chase Edmonds","TB","RB","2.4","2.7","-0.30000000000000027","2.4","2.7","-0.3","1","1","0.95","11","3.69","0","0","8","18.2182","0","0.01"
"Joshua Kelley","LAC","RB","1.3","3.1","-1.8","1.3","3.1","-1.8","1","0","0","0","0","0","0","13","26.6658","0","0.07"
"Donald Parham Jr.","LAC","TE","7.7","8.1","-0.39999999999999947","7.7","8.1","-0.4","1","4","3.2","57","44.94","0","0.3264","0","0","0","0"
"Isaiah Likely","BLT","TE","0","1.1","-1.1","0","1.1","-1.1","1","0","0.74","0","7.26","0","0","0","0","0","0"
"Derrick Gore","WAS","RB","2.3","2.5","-0.20000000000000018","2.3","2.5","-0.2","1","0","0","0","0","0","0","23","7.2618","0","0.29"
"Isiah Pacheco","KC","RB","9.6","11.9","-2.3000000000000007","9.6","11.9","-2.3","1","1","0.88","2","6.02","0","0","89","79.5858","0","0.48"
"Chris Moore","TEN","WR","9.2","2.3","6.8999999999999995","9.2","2.3","6.9","1","1","0.34","49","17.07","0","0","38","4.6354","0","0"
"Chuba Hubbard","CAR","RB","7.5","6.6","0.9000000000000004","7.5","6.6","0.9","1","2","1.81","8","10.58","0","0","57","45.423","0","0.02"
"Demarcus Robinson","LA","WR","3.4","4.5","-1.1","3.4","4.5","-1.1","1","2","1.6","24","18.16","0","0.3072","0","0","0","0"
"Latavius Murray","BUF","RB","3.5","4.7","-1.2000000000000002","3.5","4.7","-1.2","1","0","0","0","0","0","0","35","42.6594","0","0.08"
"Miles Sanders","CAR","RB","5.7","7.4","-1.7000000000000002","5.7","7.4","-1.7","1","1","0.84","2","5.86","0","0","50","44.9526","0","0.31"
"Robbie Chosen","MIA","WR","4.9","3.7","1.2000000000000002","4.9","3.7","1.2","1","2","1.27","39","25.35","0","0.0864","0","0","0","0"
"Allen Robinson II","PIT","WR","3.5","3.6","-0.10000000000000009","3.5","3.6","-0.1","1","3","2.28","20","24.69","0","0","0","0","0","0"
"Wan'Dale Robinson","NYG","WR","5.2","5.4","-0.20000000000000018","5.2","5.4","-0.2","1","3","3.21","35","32.9","0","0","2","4.8706","0","0"
"Nelson Agholor","BLT","WR","10.2","1.3","8.899999999999999","10.2","1.3","8.9","1","1","0.76","37","9.05","1","0.0096","0","0","0","0"
"Tank Dell","HST","WR","24.9","13.9","10.999999999999998","24.9","13.9","11","1","8","5.73","149","94.54","1","0.2688","0","0","0","0"
"Payne Durham","TB","TE","2.3","2.1","0.19999999999999973","2.3","2.1","0.2","1","2","1.52","13","13.67","0","0","0","0","0","0"
"Jake Bobo","SEA","WR","1.3","1.5","-0.19999999999999996","1.3","1.5","-0.2","1","1","1.47","8","7.83","0","0","0","0","0","0"
"Irv Smith Jr.","CIN","TE","0","1","-1","0","1","-1","1","0","0.89","0","5.96","0","0","0","0","0","0"
"Sterling Shepard","NYG","WR","1","5.8","-4.8","1","5.8","-4.8","1","1","1.72","5","19.57","0","0.4992","0","0","0","0"
"Dontayvion Wicks","GB","WR","10.6","8","2.5999999999999996","10.6","8","2.6","1","3","3.58","91","62.17","0","0","0","0","0","0"
"Josh Oliver","MIN","TE","12.7","8.8","3.8999999999999986","12.7","8.8","3.9","1","4","2.98","47","33.14","1","0.672","0","0","0","0"
"Allen Lazard","NYJ","WR","0","1.6","-1.6","0","1.6","-1.6","1","0","0.47","0","1.9","0","0.192","0","0","0","0"
"Jaleel McLaughlin","DEN","RB","4","6","-2","4","6","-2","1","5","4.84","14","18.76","0","0.2016","1","4.4884","0","0.01"
"Robert Woods","HST","WR","6.9","9.9","-3","6.9","9.9","-3","1","5","4.78","44","52.88","0","0.3744","0","0","0","0"
"Jahan Dotson","WAS","WR","9.8","7.4","2.4000000000000004","9.8","7.4","2.4","1","3","2.46","23","31.32","1","0.5088","0","0","0","0"
"Davante Adams","LV","WR","17.7","17.9","-0.1999999999999993","17.7","17.9","-0.2","1","7","7.32","82","118.24","1","0.4032","0","0","0","0"
"Breece Hall","NYJ","RB","15.8","13.1","2.700000000000001","15.8","13.1","2.7","1","5","5.21","50","38.68","1","0.3168","23","47.2654","0","0"
"Boston Scott","PHI","RB","0.8","0.9","-0.09999999999999998","0.8","0.9","-0.1","1","0","0","0","0","0","0","8","8.771","0","0"
