Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Clive Walford,Dolphins,2019,1,,"$720,000","$720,000",$0,,0.4%,,"$977,088","$977,088",$0
Ben Koyack,Jaguars,2019,1,,"$720,000","$720,000",$0,,0.4%,,"$977,088","$977,088",$0
Matt Lengel,Colts,2019,1,,"$720,000","$720,000",$0,,0.4%,,"$977,088","$977,088",$0
Zach Miller,Jaguars,2009,4,,"$1,880,500","$470,125","$110,500",,0.4%,,"$3,904,713","$976,178","$229,445"
Bucky Hodges,Vikings,2017,4,,"$2,545,664","$636,416","$145,664",,0.4%,,"$3,893,189","$973,297","$222,770"
Ben Koyack,Jaguars,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
MyCole Pruitt,Titans,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
Nikola Kalinic,Rams,2024,2,,"$1,945,000","$972,500",$0,,0.4%,,"$1,945,000","$972,500",$0
Rodney Williams II,Steelers,2024,2,,"$1,945,000","$972,500",$0,,0.4%,,"$1,945,000","$972,500",$0
Zach Gentry,Steelers,2019,4,,"$2,864,460","$716,115","$344,460",,0.4%,,"$3,887,264","$971,816","$467,455"
Joel Dreessen,Texans,2007,2,,"$825,590","$412,795","$20,590",,0.4%,,"$1,934,456","$967,228","$48,245"
Tanner Hudson,Buccaneers,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Robert Tonyan,Packers,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Deon Yelder,Chiefs,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Pharaoh Brown,Texans,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Ross Dwelley,49ers,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Erik Swoope,49ers,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Johnny Mundt,Rams,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Pharaoh Brown,Browns,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Austin Fort,Titans,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Shaun Beyer,Broncos,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Nikola Kalinic,Colts,2022,1,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Quintin Morris,Bills,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Codey McElroy,Buccaneers,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Kyle Markway,Rams,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Ian Bunting,Cowboys,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Brandon Myers,Raiders,2009,4,,"$1,841,000","$460,250","$91,000",,0.4%,,"$3,822,694","$955,674","$188,954"
Dan Gronkowski,Patriots,2011,1,,"$450,000","$450,000",$0,,0.4%,,"$954,766","$954,766",$0
McCallan Castles,Eagles,2024,3,,"$2,860,000","$953,333","$230,000",,0.4%,,"$2,860,000","$953,333","$230,000"
D.C. Jefferson,Panthers,2014,1,,"$496,000","$496,000","$1,000",,0.4%,,"$952,469","$952,469","$1,920"
Jack Westover,Seahawks,2024,3,,"$2,855,000","$951,667","$75,000",,0.4%,,"$2,855,000","$951,667","$75,000"
Zach Davidson,Bills,2023,2,,"$1,674,000","$837,000","$9,000",,0.4%,,"$1,901,867","$950,933","$10,225"
Brad Smelley,Rams,2014,1,,"$495,000","$495,000",$0,,0.4%,,"$950,549","$950,549",$0
Brevyn Spann-Ford,Cowboys,2024,3,,"$2,850,000","$950,000","$245,000",,0.4%,,"$2,850,000","$950,000","$245,000"
Treyton Welch,Browns,2024,3,,"$2,845,000","$948,333","$125,000",,0.4%,,"$2,845,000","$948,333","$125,000"
Thomas Yassmin,Broncos,2024,3,,"$2,842,000","$947,333","$47,000",,0.4%,,"$2,842,000","$947,333","$47,000"
Jordan Leggett,Buccaneers,2020,1,,"$735,000","$735,000",$0,,0.4%,,"$947,119","$947,119",$0
Alex Ellis,Eagles,2020,1,,"$735,000","$735,000",$0,,0.4%,,"$947,119","$947,119",$0
Trent Pennix,Colts,2024,3,,"$2,840,000","$946,667","$10,000",,0.4%,,"$2,840,000","$946,667","$10,000"
Dallin Holker,Saints,2024,3,,"$2,840,000","$946,667","$235,000",,0.4%,,"$2,840,000","$946,667","$235,000"
Trey Knox,Vikings,2024,3,,"$2,840,000","$946,667","$130,000",,0.4%,,"$2,840,000","$946,667","$130,000"
Neal Johnson,Rams,2024,3,,"$2,840,000","$946,667","$10,000",,0.4%,,"$2,840,000","$946,667","$10,000"
Mason Pline,49ers,2024,3,,"$2,840,000","$946,667","$560,000",,0.4%,,"$2,840,000","$946,667","$560,000"
Jacob Warren,Patriots,2024,3,,"$2,840,000","$946,667","$35,000",,0.4%,,"$2,840,000","$946,667","$35,000"
Brenden Bates,Jets,2024,3,,"$2,840,000","$946,667","$60,000",,0.4%,,"$2,840,000","$946,667","$60,000"
Messiah Swinson,Packers,2024,3,,"$2,840,000","$946,667","$10,000",,0.4%,,"$2,840,000","$946,667","$10,000"
Brenden Bates,Bears,2024,3,,"$2,840,000","$946,667","$60,000",,0.4%,,"$2,840,000","$946,667","$60,000"
David Martin-Robinson,Titans,2024,3,,"$2,837,500","$945,833","$17,500",,0.4%,,"$2,837,500","$945,833","$17,500"
Baylor Cupp,Chiefs,2024,3,,"$2,837,500","$945,833","$157,500",,0.4%,,"$2,837,500","$945,833","$157,500"
Alize Mack,Titans,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Roger Carter,Rams,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Lucas Krull,Broncos,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Blake Whiteheart,Cardinals,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Rodney Williams II,Steelers,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Justin Rigg,Titans,2023,2,,"$1,655,000","$832,500",$0,,0.4%,,"$1,880,280","$945,821",$0
Tucker Fisk,Falcons,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Travis Vokolek,Cardinals,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Lucas Krull,Saints,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Austin Stogner,Falcons,2024,3,,"$2,837,000","$945,667","$7,000",,0.4%,,"$2,837,000","$945,667","$7,000"
Luke Benson,Chargers,2024,3,,"$2,836,000","$945,333","$6,000",,0.4%,,"$2,836,000","$945,333","$6,000"
Kevin Foelsch,Panthers,2024,3,,"$2,835,000","$945,000","$5,000",,0.4%,,"$2,835,000","$945,000","$5,000"
Lincoln Sefcik,Jets,2024,3,,"$2,835,000","$945,000","$12,500",,0.4%,,"$2,835,000","$945,000","$12,500"
Dylan Leonard,Broncos,2024,3,,"$2,835,000","$945,000","$32,500",,0.4%,,"$2,835,000","$945,000","$32,500"
Cam Grandy,Bengals,2024,3,,"$2,835,000","$945,000","$5,000",,0.4%,,"$2,835,000","$945,000","$5,000"
Zach Heins,Chargers,2024,3,,"$2,835,000","$945,000","$5,000",,0.4%,,"$2,835,000","$945,000","$5,000"
Steven Stilianos,Titans,2024,3,,"$2,835,000","$945,000","$12,500",,0.4%,,"$2,835,000","$945,000","$12,500"
Shawn Bowman,Jaguars,2024,3,,"$2,833,000","$944,333","$3,000",,0.4%,,"$2,833,000","$944,333","$3,000"
Riley Sharp,Ravens,2024,3,,"$2,832,500","$944,167","$2,500",,0.4%,,"$2,832,500","$944,167","$2,500"
Isaac Rex,Lions,2024,3,,"$2,832,000","$944,000","$2,000",,0.4%,,"$2,832,000","$944,000","$2,000"
Hayden Rucci,Dolphins,2024,3,,"$2,831,500","$943,833","$1,500",,0.4%,,"$2,831,500","$943,833","$1,500"
Mike Rigerman,Ravens,2024,3,,"$2,831,000","$943,667","$1,000",,0.4%,,"$2,831,000","$943,667","$1,000"
Mason Fairchild,Saints,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Kevin Foelsch,Jets,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Alec Holler,Cowboys,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Geor'Quarius Spivey,Chiefs,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Kevin Foelsch,Eagles,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Devon Garrison,Seahawks,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Mason Schreck,Bengals,2017,4,,"$2,464,284","$616,071","$64,284",,0.4%,,"$3,768,731","$942,183","$98,312"
Eric Saubert,Bears,2019,2,,"$1,388,000","$694,000","$8,000",,0.4%,,"$1,883,609","$941,804","$10,857"
Daniel Brown,Bears,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Will Tye,Giants,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Jake Stoneburner,Saints,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Sean McGrath,Chargers,2017,2,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Malcolm Johnson,Seahawks,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Cooper Helfet,Raiders,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Will Tye,Jets,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Neal Sterling,Jets,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Clay Burton,Bills,2015,3,,"$1,578,000","$526,000","$3,000",,0.4%,,"$2,812,822","$937,607","$5,348"
Jack Tabb,Saints,2015,3,,"$1,578,000","$526,000","$3,000",,0.4%,,"$2,812,822","$937,607","$5,348"
MyCole Pruitt,Bears,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Blake Annen,Bills,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Je'Ron Hamm,49ers,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Ray Hamilton,Steelers,2015,3,,"$1,577,500","$525,833","$2,500",,0.4%,,"$2,811,931","$937,310","$4,456"
Justin Sinz,Colts,2015,3,,"$1,577,000","$525,667","$2,000",,0.4%,,"$2,811,040","$937,014","$3,565"
Jerell Adams,Texans,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Darrell Daniels,Cardinals,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Ross Travis,NYJ/IND,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Darrell Daniels,Cardinals,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Trey Edmunds,Steelers,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Alex Ellis,Eagles,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Josh Perkins,Eagles,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Nick O'Leary,Bills,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Beau Gardner,Falcons,2015,3,,"$1,575,000","$525,000","$3,000",,0.4%,,"$2,807,475","$935,825","$5,348"
Deon Butler,Lions,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Marcel Jensen,Commanders,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Dan Light,Broncos,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Anthony Ezeakunne,Browns,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Ernst Brun,Commanders,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Cole Wick,Titans,2018,3,,"$1,935,000","$645,000",$0,,0.4%,,"$2,788,933","$929,644",$0
Jordan Thomas,Texans,2018,4,,"$2,578,408","$644,602","$118,408",,0.4%,,"$3,716,283","$929,071","$170,663"
Stephen Anderson,Patriots,2018,2,,"$1,285,000","$642,500","$5,000",,0.4%,,"$1,852,082","$926,041","$7,207"
Miller Forristall,Browns,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Tyler Mabry,Seahawks,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Josh Pederson,Saints,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Cam Sutton,Seahawks,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Dax Raymond,Steelers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Ryan Becker,Falcons,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Connor Davis,Browns,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Tyler Mabry,Seahawks,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Parker Hesse,Falcons,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Carson Meier,Dolphins,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Kyle Markway,Rams,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Cary Angeline,Eagles,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Stephen Sullivan,Panthers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Matt Seybert,Chargers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
David Wells,Falcons,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Kyle Markway,Browns,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
David Wells,Patriots,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Alize Mack,Lions,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Chase Harrell,49ers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Nick Bowers,Raiders,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Paul Quessenberry,Texans,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Dominick Wood-Anderson,Seahawks,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Farrod Green,Colts,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Ian Bunting,Cardinals,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Brock Wright,Lions,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Eli Wolf,Ravens,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Giovanni Ricci,Panthers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Charlie Taumoepeau,Lions,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Nick Guggemos,Commanders,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Ian Bunting,Seahawks,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Andrew Vollert,Colts,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Kaden Smith,NYG/SF,2019,4,,"$2,720,008","$680,002","$200,008",,0.4%,,"$3,691,233","$922,808","$271,424"
Brad Smelley,Browns,2012,1,,"$870,000","$435,000",$0,,0.4%,,"$1,842,438","$921,219",$0
Daniel Hardy,Vikings,2012,2,,"$870,000","$435,000",$0,,0.4%,,"$1,842,438","$921,219",$0
Blake Whiteheart,Browns,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Noah Togiai,Eagles,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Tucker Fisk,Chargers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Dalton Keene,Texans,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Curtis Hodges,Panthers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Sammis Reyes,Vikings,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Jake Tonges,49ers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Brady Russell,Seahawks,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Tyler Mabry,Seahawks,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Brayden Willis,49ers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Tommy Hudson,Saints,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Josh Pederson,Jaguars,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Antonio Gates,Chargers,2003,2,,"$537,000","$268,500","$7,000",,0.4%,,"$1,828,493","$914,247","$23,835"
Ryan Izzo,HOU/NE,2018,4,,"$2,529,072","$632,268","$69,072",,0.4%,,"$3,645,175","$911,294","$99,554"
Kevin Hughes,Patriots,2015,1,,"$510,000","$510,000",$0,,0.4%,,"$909,087","$909,087",$0
Je'Ron Hamm,Seahawks,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Chris Manhertz,Panthers,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Vince Mayle,Ravens,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Xavier Grimble,Steelers,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Eric Tomlinson,Jets,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Matt Lengel,Bengals,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Darren Waller,Raiders,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Jace Amaro,Chiefs,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Ben Koyack,Jaguars,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Je'Ron Hamm,Chargers,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Matt Sokol,Chargers,2020,3,,"$2,095,000","$698,333",$0,,0.4%,,"$2,699,612","$899,870",$0
Mo Alie-Cox,Colts,2019,1,,"$660,000","$660,000",$0,,0.4%,,"$895,664","$895,664",$0
Juwan Johnson,Saints,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Dominique Dafney,Packers,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Kevin Rader,Steelers,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Marcus Baugh,Commanders,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Hakeem Butler,Eagles,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Donald Parham,Chargers,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
John Lovett,Packers,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Rashod Berry,Patriots,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Kennard Backman,Lions,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Jerome Cunningham,Titans,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Matt Lengel,Browns,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Gabe Holmes,Cardinals,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Anthony Denham,Eagles,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Matt Lengel,Texans,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
E.J. Bibbs,Commanders,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
RaShaun Allen,Texans,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
E.J. Bibbs,Jaguars,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Connor Hamlett,Cowboys,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Ben Braunecker,Bears,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Dillon Gordon,Eagles,2016,3,,"$1,630,000","$543,333","$20,000",,0.3%,,"$2,681,149","$893,716","$32,898"
Cole Wick,Lions,2016,3,,"$1,630,000","$543,333","$10,000",,0.3%,,"$2,681,149","$893,716","$16,449"
Gabe Miller,Commanders,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Darren Fells,Cardinals,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Justice Cunningham,Rams,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Cameron Brate,Buccaneers,2014,1,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Justice Cunningham,Rams,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
E.J. Jenkins,Eagles,2024,2,,"$1,785,000","$892,500","$20,000",,0.3%,,"$1,785,000","$892,500","$20,000"
Stephen Anderson,Texans,2016,3,,"$1,625,000","$541,667","$5,000",,0.3%,,"$2,672,925","$890,975","$8,224"
Josh Perkins,Falcons,2016,3,,"$1,622,500","$540,833","$2,500",,0.3%,,"$2,668,812","$889,604","$4,112"
Isaac Nauta,Lions,2019,4,,"$2,620,448","$655,112","$100,448",,0.3%,,"$3,556,123","$889,031","$136,315"
Paul Lang,Steelers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Jake Phillips,Steelers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Adam Fuehne,Lions,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Braxton Deaver,Panthers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Mandel Dixon,Steelers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Anthony Norris,Broncos,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Jay Rome,Steelers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Benson Brown,Rams,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Braedon Bowman,Jets,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
David Grinnage,Packers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Cedrick Lang,Giants,2016,2,,"$1,080,000","$540,000",$0,,0.3%,,"$1,776,467","$888,233",$0
Gabe Hughes,Dolphins,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Tim Brown,Buccaneers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Ross Travis,KC/IND,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Ben McCord,Lions,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Jay Rome,Chargers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Tommy Sweeney,Bills,2019,4,,"$2,616,552","$654,138","$96,552",,0.3%,,"$3,550,836","$887,709","$131,028"
Thomas Duarte,Dolphins,2017,3,,"$1,740,000","$580,000",$0,,0.3%,,"$2,661,054","$887,018",$0
Alize Mack,Saints,2019,4,,"$2,613,992","$653,498","$93,992",,0.3%,,"$3,547,362","$886,841","$127,553"
Caleb Wilson,Cardinals,2019,4,,"$2,594,576","$648,644","$74,576",,0.3%,,"$3,521,013","$880,253","$101,205"
La'Michael Pettway,Patriots,2023,2,,"$1,545,000","$772,500",$0,,0.3%,,"$1,755,307","$877,653",$0
Zack Kuntz,Jets,2023,2,,"$1,545,000","$772,500",$0,,0.3%,,"$1,755,307","$877,653",$0
Neal Johnson,Jets,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Princeton Fant,Cowboys,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Griffin Hebert,Eagles,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Messiah Swinson,Panthers,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Neal Johnson,Vikings,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Michael Jacobson,Saints,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Tanner Taula,Buccaneers,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Alex Ellis,Eagles,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Ricky Seals-Jones,Browns,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Malcolm Johnson,Packers,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Stephen Anderson,Chargers,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Darrell Daniels,Cardinals,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Ricky Seals-Jones,Cardinals,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Jerome Cunningham,Commanders,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
Vince Mayle,Chargers,2019,1,,"$645,000","$645,000",$0,,0.3%,,"$875,308","$875,308",$0
