"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Jerome Ford","CLV","RB","4.4","6.1","-1.6999999999999993","4.4","6.1","-1.7","1","1","1.72","2","11.63","0","0","37","39.396","0","0.02"
"John Bates","WAS","TE","2.2","1.9","0.30000000000000027","2.2","1.9","0.3","1","1","0.59","17","11.68","0","0.0672","0","0","0","0"
"Amon-Ra St. Brown","DET","WR","13.8","9.8","4","13.8","9.8","4","1","6","5.64","108","68.27","0","0.0288","0","0","0","0"
"Rachaad White","TB","RB","14.4","11.7","2.700000000000001","14.4","11.7","2.7","1","7","6.21","70","41.92","0","0.0384","39","41.9146","0","0"
"Jaxon Smith-Njigba","SEA","WR","11.1","5.5","5.6","11.1","5.5","5.6","1","3","3.4","36","22.23","1","0.2592","0","0","0","0"
"Najee Harris","PIT","RB","8","9","-1","8","9","-1","1","5","3.86","42","29.96","0","0","13","29.9194","0","0.18"
"Skyy Moore","KC","WR","1.3","3.5","-2.2","1.3","3.5","-2.2","1","1","1.46","8","17.74","0","0.1632","0","0","0","0"
"Cade Otton","TB","TE","4.7","6.6","-1.8999999999999995","4.7","6.6","-1.9","1","4","4.5","27","40.13","0","0.048","0","0","0","0"
"Jakobi Meyers","LV","WR","2.4","1.7","0.7","2.4","1.7","0.7","1","1","0.64","19","13.34","0","0","0","0","0","0"
"Luke Schoonmaker","DAL","TE","1.8","1.1","0.7","1.8","1.1","0.7","1","1","0.88","13","6.96","0","0","0","0","0","0"
"Kyle Juszczyk","SF","RB","0","0.8","-0.8","0","0.8","-0.8","1","0","0","0","0","0","0","0","7.105","0","0.02"
"Tyler Conklin","NYJ","TE","0","1.5","-1.5","0","1.5","-1.5","1","0","1.29","0","8.5","0","0","0","0","0","0"
"Michael Carter","NYJ","RB","0.2","1.1","-0.9000000000000001","0.2","1.1","-0.9","1","0","0.5","0","-0.12","0","0","2","8.3104","0","0"
"Calvin Ridley","JAX","WR","11.3","17.6","-6.300000000000001","11.3","17.6","-6.3","1","6","6.49","83","95.61","0","0.8064","0","0","0","0"
"Tyjae Spears","TEN","RB","5.1","4.1","1","5.1","4.1","1","1","3","2.82","9","12.72","0","0","27","14.4452","0","0"
"Tyreek Hill","MIA","WR","21.2","22","-0.8000000000000007","21.2","22","-0.8","1","8","8.28","112","89.01","1","1.4992","0","0","0","0"
"Dameon Pierce","HST","RB","4.6","10.4","-5.800000000000001","4.6","10.4","-5.8","1","0","0","0","0","0","0","46","47.8636","0","0.94"
"Michael Mayer","LV","TE","2.4","2.3","0.10000000000000009","2.4","2.3","0.1","1","1","0.97","19","17.74","0","0","0","0","0","0"
"Brock Wright","DET","TE","1","1","0","1","1","0","1","1","0.89","5","5.71","0","0","0","0","0","0"
"Alvin Kamara","NO","RB","25","18.3","6.699999999999999","25","18.3","6.7","1","4","4.22","51","35.32","1","0.1248","59","71.2558","1","0.8"
"Garrett Wilson","NYJ","WR","14.1","16.3","-2.200000000000001","14.1","16.3","-2.2","1","7","7.87","100","118.71","0","0.0096","6","4.7236","0","0"
"Tommy Tremble","CAR","TE","7.4","3.9","3.5000000000000004","7.4","3.9","3.5","1","2","1.32","4","6.12","1","0.432","0","0","0","0"
"Tutu Atwell","LA","WR","3.9","5.9","-2.0000000000000004","3.9","5.9","-2","1","2","3.07","21","33.58","0","0","8","8.1046","0","0.03"
"Rashee Rice","KC","WR","7.6","7.9","-0.3000000000000007","7.6","7.9","-0.3","1","4","4.09","56","34.63","0","0.3936","0","0","0","0"
"Tyler Higbee","LA","TE","7","8.5","-1.5","7","8.5","-1.5","1","5","4.68","45","60.82","0","0.0096","0","0","0","0"
"Amari Cooper","CLV","WR","11.9","15.3","-3.4000000000000004","11.9","15.3","-3.4","1","6","6.72","89","89.75","0","0.4896","0","0","0","0"
"Jameson Williams","DET","WR","2.6","4.2","-1.6","2.6","4.2","-1.6","1","2","2.18","16","25.09","0","0.096","0","0","0","0"
"Julio Jones","PHI","WR","7.3","3.9","3.4","7.3","3.9","3.4","1","1","0.93","8","9.91","1","0.4128","0","0","0","0"
"Hunter Luepke","DAL","RB","0.3","0.9","-0.6000000000000001","0.3","0.9","-0.6","1","1","0.86","-2","5.13","0","0","0","0","0","0"
"Kadarius Toney","KC","WR","0.6","2","-1.4","0.6","2","-1.4","1","1","0.79","4","7.01","0","0","-3","3.4888","0","0.09"
"DJ Moore","CHI","WR","7.5","7.2","0.2999999999999998","7.5","7.2","0.3","1","4","4.25","55","49.37","0","0.0192","0","0","0","0"
"DeVonta Smith","PHI","WR","19.4","9.4","9.999999999999998","19.4","9.4","10","1","7","4.94","99","55.99","1","0.2208","0","0","0","0"
"C.J. Uzomah","NYJ","TE","2.4","1.2","1.2","2.4","1.2","1.2","1","1","0.83","19","8.01","0","0","0","0","0","0"
"Jamaal Williams","NO","RB","4.3","3.8","0.5","4.3","3.8","0.5","1","1","0.93","8","4.34","0","0","30","27.5086","0","0.02"
"Sam LaPorta","DET","TE","15.7","15.8","-0.10000000000000142","15.7","15.8","-0.1","1","8","7.57","57","63.47","1","0.9408","0","0","0","0"
"Mike Boone","HST","RB","2.1","1.7","0.40000000000000013","2.1","1.7","0.4","1","1","0.86","11","7.49","0","0","5","4.5472","0","0.01"
"George Pickens","PIT","WR","8.7","7.4","1.299999999999999","8.7","7.4","1.3","1","1","2.25","22","48.64","1","0.2304","0","0","0","0"
"Trenton Irwin","CIN","WR","3.4","2.4","1","3.4","2.4","1","1","2","1.68","24","15.53","0","0","0","0","0","0"
"Tee Higgins","CIN","WR","9.4","7.8","1.6000000000000005","9.4","7.8","1.6","1","5","3.96","69","58.67","0","0","0","0","0","0"
"Zay Flowers","BLT","WR","4.4","7.1","-2.6999999999999993","4.4","7.1","-2.7","1","5","4.74","19","47.2","0","0","0","0","0","0"
"Khari Blasingame","CHI","RB","0","1","-1","0","1","-1","1","0","0.79","0","6.21","0","0","0","0","0","0"
"Kendre Miller","NO","RB","2.4","2.4","0","2.4","2.4","0","1","1","0.88","9","5.87","0","0","10","12.6812","0","0.01"
"Andrew Beck","HST","RB","7.4","7.4","0","7.4","7.4","0","1","1","0.8","8","8.94","0","0","1","2","1","0.98"
"Zach Pascal","ARZ","WR","0","1.8","-1.8","0","1.8","-1.8","1","0","0.21","0","5.04","0","0.2016","0","0","0","0"
"James Cook","BUF","RB","7.8","8.6","-0.7999999999999998","7.8","8.6","-0.8","1","1","0.97","6","5.1","0","0.0096","67","58.3786","0","0.28"
"Trey Palmer","TB","WR","3.7","6.4","-2.7","3.7","6.4","-2.7","1","3","3.79","22","45.38","0","0","0","0","0","0"
"Royce Freeman","LA","RB","10.4","6.9","3.5","10.4","6.9","3.5","1","0","0","0","0","0","0","44","35.8096","1","0.56"
"Michael Wilson","ARZ","WR","7.8","9.8","-2.000000000000001","7.8","9.8","-2","1","4","4","58","56.79","0","0.3456","0","0","0","0"
"AJ Dillon","GB","RB","7.7","13.4","-5.7","7.7","13.4","-5.7","1","5","4.42","41","28.17","0","0.0768","11","18.513","0","1.01"
"Odell Beckham Jr.","BLT","WR","0","4.2","-4.2","0","4.2","-4.2","1","0","2.09","0","30.64","0","0.0192","0","0","0","0"
"Darrell Henderson","LA","RB","10","9.8","0.1999999999999993","10","9.8","0.2","1","3","2.71","54","15.87","0","0","31","51.8126","0","0.28"
"Marquez Valdes-Scantling","KC","WR","3.8","5.8","-2","3.8","5.8","-2","1","2","2.36","28","45.86","0","0.0096","0","0","0","0"
"C.J. Ham","MIN","RB","0.7","1","-0.30000000000000004","0.7","1","-0.3","1","1","0.85","2","6","0","0","0","0","0","0"
"David Njoku","CLV","TE","15.7","12.9","2.799999999999999","15.7","12.9","2.8","1","4","5.55","77","44.82","1","0.9408","0","0","0","0"
"Travis Etienne Jr.","JAX","RB","22.4","17.2","5.199999999999999","22.4","17.2","5.2","1","3","4.26","70","32.14","1","0.0384","79","105.9282","0","0.18"
"Johnny Mundt","MIN","TE","1.3","2.2","-0.9000000000000001","1.3","2.2","-0.9","1","1","0.9","8","2.21","0","0.2592","0","0","0","0"
"Jerick McKinnon","KC","RB","1.4","2.6","-1.2000000000000002","1.4","2.6","-1.2","1","1","1.68","11","13.16","0","0","-2","4.067","0","0"
"Derrick Henry","TEN","RB","13.7","13.7","0","13.7","13.7","0","1","3","2.69","17","17.48","0","0","105","103.5958","0","0.04"
"Darnell Mooney","CHI","WR","4.9","4.5","0.40000000000000036","4.9","4.5","0.4","1","1","1.05","41","23.95","0","0.2688","3","0","0","0"
"D'Wayne Eskridge","SEA","WR","-0.5","0.5","-1","-0.5","0.5","-1","1","0","0","0","0","0","0","-5","4.1748","0","0.02"
"Bijan Robinson","ATL","RB","12.2","7.4","4.799999999999999","12.2","7.4","4.8","1","0","1.47","0","14.23","0","0","62","46.354","1","0.1"
"Nick Westbrook-Ikhine","TEN","WR","9.8","4.6","5.200000000000001","9.8","4.6","5.2","1","1","0.48","33","17.17","1","0.4416","0","0","0","0"
"Jake Ferguson","DAL","TE","12.7","7.1","5.6","12.7","7.1","5.6","1","4","2.91","47","28.46","1","0.4704","0","0","0","0"
"Dallas Goedert","PHI","TE","5.6","5.7","-0.10000000000000053","5.6","5.7","-0.1","1","4","4.48","36","34.37","0","0","0","0","0","0"
"Damien Williams","ARZ","RB","1.4","1.7","-0.30000000000000004","1.4","1.7","-0.3","1","1","0.83","4","4.73","0","0","5","8.0066","0","0"
"Chris Godwin","TB","WR","15.3","10.2","5.100000000000001","15.3","10.2","5.1","1","5","4.4","54","45.78","1","0.4992","14","4.5178","0","0"
"Curtis Samuel","WAS","WR","4.2","4.4","-0.20000000000000018","4.2","4.4","-0.2","1","4","3.44","22","26.65","0","0.0096","0","0","0","0"
"Jaylen Waddle","MIA","WR","21.6","18.9","2.700000000000003","21.6","18.9","2.7","1","7","8.34","121","122.2","1","0.4224","0","0","0","0"
"Josh Reynolds","DET","WR","1.8","0.9","0.9","1.8","0.9","0.9","1","1","0.49","13","6.78","0","0","0","0","0","0"
"Stefon Diggs","BUF","WR","11.5","13.7","-2.1999999999999993","11.5","13.7","-2.2","1","9","8.44","70","85.12","0","0.1536","0","0","0","0"
"D'Andre Swift","PHI","RB","13.4","14","-0.5999999999999996","13.4","14","-0.6","1","2","2.18","7","26.18","0","0","57","64.68","1","0.63"
"Sean McKeon","DAL","TE","0","2.5","-2.5","0","2.5","-2.5","1","0","0.75","0","4.8","0","0.2784","0","0","0","0"
"Demario Douglas","NE","WR","5.4","10.4","-5","5.4","10.4","-5","1","5","4.91","25","33.12","0","0.6912","4","4.7824","0","0"
"Drew Sample","CIN","TE","0","1.2","-1.2","0","1.2","-1.2","1","0","0.89","0","7.56","0","0","0","0","0","0"
"Jonathan Mingo","CAR","WR","8.2","6.2","1.9999999999999991","8.2","6.2","2","1","4","3.51","62","43.96","0","0","0","0","0","0"
"Raheem Mostert","MIA","RB","10.6","8.9","1.6999999999999993","10.6","8.9","1.7","1","0","0","0","0","0","0","46","55.978","1","0.55"
"DeAndre Hopkins","TEN","WR","32.8","9.8","22.999999999999996","32.8","9.8","23","1","4","2.66","128","57.91","3","0.4416","0","0","0","0"
"Ezekiel Elliott","NE","RB","3.6","3.1","0.5","3.6","3.1","0.5","1","0","0","0","0","0","0","36","31.017","0","0"
"D.K. Metcalf","SEA","WR","9.2","24.9","-15.7","9.2","24.9","-15.7","1","5","8.41","67","98.6","0","1.8048","0","0","0","0"
"JuJu Smith-Schuster","NE","WR","6.8","4.5","2.3","6.8","4.5","2.3","1","1","0.68","3","2.04","1","0.6528","0","0","0","0"
"Darius Slayton","NYG","WR","0.4","3.5","-3.1","0.4","3.5","-3.1","1","1","1.22","-1","10.3","0","0.3168","0","0","0","0"
"Alec Ingold","MIA","RB","1","2.4","-1.4","1","2.4","-1.4","1","1","1.77","5","15.25","0","0","0","0","0","0"
"Kalif Raymond","DET","WR","3.2","4.8","-1.5999999999999996","3.2","4.8","-1.6","1","2","2.57","24","18.22","0","0.1728","-2","4.3414","0","0.03"
"Noah Fant","SEA","TE","4.2","3.7","0.5","4.2","3.7","0.5","1","2","2.43","32","25.28","0","0","0","0","0","0"
"Dyami Brown","WAS","WR","0","0.5","-0.5","0","0.5","-0.5","1","0","0","0","0","0","0","0","4.3708","0","0.01"
"Dalton Schultz","HST","TE","1.5","3.8","-2.3","1.5","3.8","-2.3","1","2","2.51","5","25.11","0","0.0096","0","0","0","0"
"Christian Kirk","JAX","WR","6.6","6.2","0.39999999999999947","6.6","6.2","0.4","1","4","3.49","46","44.8","0","0","0","0","0","0"
"Cole Kmet","CHI","TE","12.9","12.8","0.09999999999999964","12.9","12.8","0.1","1","10","7.69","79","75.5","0","0.24","0","0","0","0"
"Jordan Akins","CLV","TE","1.1","1.1","0","1.1","1.1","0","1","1","0.78","6","5.72","0","0.0192","0","0","0","0"
"Michael Pittman Jr.","IND","WR","14","17.1","-3.1000000000000014","14","17.1","-3.1","1","8","7.59","40","64.17","1","1.1424","0","0","0","0"
"Mack Hollins","ATL","WR","3.7","4.6","-0.8999999999999995","3.7","4.6","-0.9","1","2","1.66","27","21.7","0","0.2592","0","0","0","0"
"Will Mallory","IND","TE","1.1","1.2","-0.09999999999999987","1.1","1.2","-0.1","1","1","0.8","6","7.96","0","0","0","0","0","0"
"Hayden Hurst","CAR","TE","0","2","-2","0","2","-2","1","0","1.5","0","12.89","0","0","0","0","0","0"
"Romeo Doubs","GB","WR","9.8","15.8","-6","9.8","15.8","-6","1","4","5.71","18","64","1","1.0944","0","0","0","0"
"Stephen Sullivan","CAR","TE","1.8","1.2","0.6000000000000001","1.8","1.2","0.6","1","1","0.64","13","8.67","0","0","0","0","0","0"
"Javonte Williams","DEN","RB","17.3","20.8","-3.5","17.3","20.8","-3.5","1","3","2.78","13","12.4","1","0.2592","85","111.083","0","0.92"
"Keaontay Ingram","ARZ","RB","2.1","2.1","0","2.1","2.1","0","1","1","0.84","7","7.89","0","0","9","8.7906","0","0"
"Luke Farrell","JAX","TE","1","1.3","-0.30000000000000004","1","1.3","-0.3","1","1","0.83","5","9.02","0","0","0","0","0","0"
"Luke Musgrave","GB","TE","1.9","3.1","-1.2000000000000002","1.9","3.1","-1.2","1","2","2.13","9","16.72","0","0.0576","0","0","0","0"
"Keenan Allen","LAC","WR","10.9","12.1","-1.1999999999999993","10.9","12.1","-1.2","1","8","6.3","69","85.61","0","0.0576","0","0","0","0"
"Brian Robinson","WAS","RB","8.9","7.4","1.5","8.9","7.4","1.5","1","2","1.82","20","12.08","0","0","59","44.198","0","0.14"
"Saquon Barkley","NYG","RB","14.3","21.2","-6.899999999999999","14.3","21.2","-6.9","1","3","3.18","0","6.64","0","0","128","150.8514","0","0.64"
"Matt Breida","NYG","RB","2.2","3.8","-1.5999999999999996","2.2","3.8","-1.6","1","1","0.85","4","5.3","0","0","13","22.6184","0","0.1"
"Cam Akers","MIN","RB","9","7.3","1.7000000000000002","9","7.3","1.7","1","1","0.88","6","7.57","0","0","19","37.4654","1","0.4"
"Elijah Moore","CLV","WR","4","8","-4","4","8","-4","1","2","3.09","30","60.19","0","0.0672","0","0","0","0"
"Ja'Marr Chase","CIN","WR","20.2","17.2","3","20.2","17.2","3","1","10","8.59","100","86.78","1","0.5472","-8","9.2022","0","0"
"Tyler Allgeier","ATL","RB","3.1","3.9","-0.7999999999999998","3.1","3.9","-0.8","1","0","0","0","0","0","0","31","33.2514","0","0.09"
"Justice Hill","BLT","RB","7.5","5.4","2.0999999999999996","7.5","5.4","2.1","1","4","3.18","40","16.6","0","0","15","18.7082","0","0.04"
"Kenneth Walker III","SEA","RB","7.5","5.7","1.7999999999999998","7.5","5.7","1.8","1","1","1.47","4","16.3","0","0","66","31.066","0","0.03"
"Justin Watson","KC","WR","5.2","4.6","0.6000000000000005","5.2","4.6","0.6","1","2","1.41","42","32.96","0","0.096","0","0","0","0"
"Olamide Zaccheaus","PHI","WR","1","3.3","-2.3","1","3.3","-2.3","1","1","1.13","5","16.69","0","0.1728","0","0","0","0"
"Kyle Philips","TEN","WR","3.9","3.1","0.7999999999999998","3.9","3.1","0.8","1","3","2.45","24","19.16","0","0","0","0","0","0"
"Michael Thomas","NO","WR","8.8","7.9","0.9000000000000004","8.8","7.9","0.9","1","4","4.68","68","55.56","0","0","0","0","0","0"
"Michael Gallup","DAL","WR","3","3.8","-0.7999999999999998","3","3.8","-0.8","1","2","1.98","20","27.6","0","0","0","0","0","0"
"Cedrick Wilson Jr.","MIA","WR","6.6","2.9","3.6999999999999997","6.6","2.9","3.7","1","1","0.46","1","0.46","1","0.4416","0","0","0","0"
"CeeDee Lamb","DAL","WR","35","22.2","12.8","35","22.2","12.8","1","12","9.06","158","108.23","2","1.0464","12","4.8412","0","0.01"
"Christian Watson","GB","WR","4.8","19","-14.2","4.8","19","-14.2","1","3","4.3","33","59.05","0","1.824","0","0","0","0"
"Jalen Tolbert","DAL","WR","0","0.6","-0.6","0","0.6","-0.6","1","0","0.5","0","3.36","0","0","0","0","0","0"
"Tony Pollard","DAL","RB","6","7.8","-1.7999999999999998","6","7.8","-1.8","1","1","0.89","2","3.72","0","0.2016","53","52.92","0","0.08"
"Gus Edwards","BLT","RB","28.4","19.6","8.799999999999997","28.4","19.6","8.8","1","2","1.62","14","13.85","0","0","80","72.8736","3","1.69"
"Aaron Jones","GB","RB","6.7","10.9","-4.2","6.7","10.9","-4.2","1","4","4.37","18","27.78","0","0.3264","29","30.3114","0","0.15"
"Quentin Johnston","LAC","WR","7.5","9.3","-1.8000000000000007","7.5","9.3","-1.8","1","5","4.02","50","42.28","0","0.5088","0","0","0","0"
"Marquise Brown","ARZ","WR","12.3","13.6","-1.299999999999999","12.3","13.6","-1.3","1","6","5.68","33","47.44","1","1.0096","0","0","0","0"
"Ray-Ray McCloud III","SF","WR","5.3","2","3.3","5.3","2","3.3","1","2","1.86","43","11.05","0","0","0","0","0","0"
"Mecole Hardman Jr.","KC","WR","2.6","2.4","0.20000000000000018","2.6","2.4","0.2","1","2","1.89","13","8.98","0","0","3","4.8314","0","0.01"
"Craig Reynolds","DET","RB","9.1","11.1","-2","9.1","11.1","-2","1","1","0.87","12","5.9","0","0","74","57.3986","0","0.73"
"Daniel Bellinger","NYG","TE","0","1.3","-1.3","0","1.3","-1.3","1","0","0.85","0","8.72","0","0","0","0","0","0"
"Rondale Moore","ARZ","WR","3.1","5.8","-2.6999999999999997","3.1","5.8","-2.7","1","2","2.38","10","24.38","0","0.2112","11","8.1438","0","0.01"
"Kendrick Bourne","NE","WR","11.1","6.6","4.5","11.1","6.6","4.5","1","3","2.81","36","33.57","1","0.3072","0","0","0","0"
"Terry McLaurin","WAS","WR","14.8","18.4","-3.599999999999998","14.8","18.4","-3.6","1","5","7.12","63","100.47","1","0.8064","0","0","0","0"
"Brandin Cooks","DAL","WR","12.7","5.8","6.8999999999999995","12.7","5.8","6.9","1","3","1.99","49","29.05","1","0.192","3","3.6064","0","0.06"
"Van Jefferson","ATL","WR","3.9","6.4","-2.5000000000000004","3.9","6.4","-2.5","1","3","3.25","24","47.89","0","0","0","0","0","0"
"D'Onta Foreman","CHI","RB","4.1","5.6","-1.5","4.1","5.6","-1.5","1","1","1.33","2","5.7","0","0","34","40.6896","0","0.05"
"Pharaoh Brown","NE","TE","4.3","2.3","2","4.3","2.3","2","1","2","1.37","33","16.29","0","0","0","0","0","0"
"Brandon Powell","MIN","WR","1.7","2.8","-1.0999999999999999","1.7","2.8","-1.1","1","1","1.24","10","12.39","0","0.0864","2","3.822","0","0.01"
"Alex Armah","WAS","RB","0.5","1.1","-0.6000000000000001","0.5","1.1","-0.6","1","1","0.95","0","5.66","0","0.0096","0","0","0","0"
"Jeremy Ruckert","NYJ","TE","0","1.9","-1.9","0","1.9","-1.9","1","0","0.69","0","15.69","0","0","0","0","0","0"
"Tyler Boyd","CIN","WR","12.1","5.9","6.199999999999999","12.1","5.9","6.2","1","3","1.53","40","18.64","1","0.4704","6","4.2336","0","0"
"Cooper Kupp","LA","WR","4.1","11.3","-7.200000000000001","4.1","11.3","-7.2","1","4","6.46","21","66.46","0","0.24","0","0","0","0"
"Jonnu Smith","ATL","TE","1.8","1.2","0.6000000000000001","1.8","1.2","0.6","1","1","0.84","13","7.68","0","0","0","0","0","0"
"Joshua Kelley","LAC","RB","2.1","2.9","-0.7999999999999998","2.1","2.9","-0.8","1","0","0","0","0","0","0","21","27.44","0","0.03"
"Chase Edmonds","TB","RB","3.1","3.8","-0.6999999999999997","3.1","3.8","-0.7","1","2","2.63","16","13.89","0","0","5","11.3876","0","0"
"Donald Parham Jr.","LAC","TE","12.3","6.8","5.500000000000001","12.3","6.8","5.5","1","4","3.74","43","31.43","1","0.2976","0","0","0","0"
"Hunter Henry","NE","TE","4.3","3.8","0.5","4.3","3.8","0.5","1","3","2.3","28","25.32","0","0.0192","0","0","0","0"
"Isaiah Likely","BLT","TE","1.5","1.9","-0.3999999999999999","1.5","1.9","-0.4","1","1","0.67","10","8.05","0","0.1248","0","0","0","0"
"Isiah Pacheco","KC","RB","5.2","8","-2.8","5.2","8","-2.8","1","3","3.63","-3","22.64","0","0.0096","40","37.044","0","0.03"
"Chuba Hubbard","CAR","RB","6.4","14.3","-7.9","6.4","14.3","-7.9","1","2","1.71","26","10.67","0","0","28","55.8898","0","1.13"
