Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
92,Noah Brown,DAL,26,WR,16,13,74,43,58.1%,555,12.9,3,25,48.6,51,7.5,2.7,34.7,1,BrowNo00
93,Romeo Doubs,GNB,22,WR,13,7,67,42,62.7%,425,10.1,3,20,46.3,26,6.3,3.2,32.7,2,DoubRo00
94,Juwan Johnson,NOR,26,TE,16,12,65,42,64.6%,508,12.1,7,25,52.3,41,7.8,2.6,31.8,0,JohnJu02
95,Isaiah McKenzie,BUF,27,WR,15,8,65,42,64.6%,423,10.1,4,27,58.5,30,6.5,2.8,28.2,0,McKeIs00
96,Cade Otton,TAM,23,TE,16,11,65,42,64.6%,391,9.3,2,19,52.3,35,6.0,2.6,24.4,0,OttoCa00
97,Marquez Valdes-Scantling,KAN,28,WR,17,11,81,42,51.9%,687,16.4,2,32,48.1,57,8.5,2.5,40.4,0,ValdMa00
98,Michael Carter,NYJ,23,RB,16,10,54,41,75.9%,288,7.0,0,12,46.3,37,5.3,2.6,18.0,2,CartMi03
99,Najee Harris,PIT,24,RB,17,17,53,41,77.4%,229,5.6,3,16,49.1,19,4.3,2.4,13.5,3,HarrNa00
100,Hunter Henry,NWE,28,TE,17,14,59,41,69.5%,509,12.4,2,23,50.8,39,8.6,2.4,29.9,0,HenrHu00
101,Austin Hooper,TEN,28,TE,17,2,60,41,68.3%,444,10.8,2,28,60.0,24,7.4,2.4,26.1,0,HoopAu00
102,Rondale Moore,ARI,22,WR,8,8,56,41,73.2%,414,10.1,1,16,46.4,38,7.4,5.1,51.8,0,MoorRo02
103,Alec Pierce,IND,22,WR,16,12,78,41,52.6%,593,14.5,2,28,46.2,47,7.6,2.6,37.1,1,PierAl00
104,Christian Watson,GNB,23,WR,14,11,66,41,62.1%,611,14.9,7,28,50.0,63,9.3,2.9,43.6,0,WatsCh00
105,Darnell Mooney,CHI,25,WR,12,12,61,40,65.6%,493,12.3,2,20,45.9,56,8.1,3.3,41.1,0,MoonDa00
106,Olamide Zaccheaus,ATL,25,WR,17,13,61,40,65.6%,533,13.3,3,25,52.5,45,8.7,2.4,31.4,1,ZaccOl01
107,Dalvin Cook*,MIN,27,RB,17,17,56,39,69.6%,295,7.6,2,16,41.1,64,5.3,2.3,17.4,4,CookDa01
108,Michael Gallup,DAL,26,WR,14,11,74,39,52.7%,424,10.9,4,25,44.6,27,5.7,2.8,30.3,0,GallMi00
109,Tony Pollard*,DAL,25,RB,16,4,55,39,70.9%,371,9.5,3,18,47.3,68,6.7,2.4,23.2,0,PollTo00
110,Ben Skowronek,LAR,25,WR,14,11,61,39,63.9%,376,9.6,0,16,49.2,32,6.2,2.8,26.9,0,SkowBe00
111,Logan Thomas,WAS,31,TE,14,13,61,39,63.9%,323,8.3,1,15,45.9,27,5.3,2.8,23.1,0,ThomLo00
112,Samaje Perine,CIN,27,RB,16,2,51,38,74.5%,287,7.6,4,11,41.2,32,5.6,2.4,17.9,0,PeriSa00
113,Josh Reynolds,DET,27,WR,14,11,59,38,64.4%,479,12.6,3,25,61.0,31,8.1,2.7,34.2,0,ReynJo00
114,Devin Singletary,BUF,25,RB,16,16,52,38,73.1%,280,7.4,1,15,53.8,22,5.4,2.4,17.5,3,SingDe00
115,Jordan Akins,HOU,30,TE,15,3,54,37,68.5%,495,13.4,5,23,53.7,46,9.2,2.5,33.0,1,AkinJo00
116,Rex Burkhead,HOU,32,RB,16,0,51,37,72.5%,204,5.5,1,8,29.4,17,4.0,2.3,12.8,0,BurkRe00
117,Nico Collins,HOU,23,WR,10,7,66,37,56.1%,481,13.0,2,21,42.4,58,7.3,3.7,48.1,0,CollNi00
118,Devin Duvernay*,BAL,25,WR,14,13,49,37,75.5%,407,11.0,3,19,59.2,31,8.3,2.6,29.1,1,DuveDe00
119,Isaiah Hodgins,2TM,24,WR,10,5,48,37,77.1%,392,10.6,4,24,62.5,29,8.2,3.7,39.2,1,HodgIs00
120,Elijah Moore,NYJ,22,WR,16,9,65,37,56.9%,446,12.1,1,22,44.6,42,6.9,2.3,27.9,1,MoorEl00
121,Isaiah Likely,BAL,22,TE,16,2,60,36,60.0%,373,10.4,3,18,35.0,34,6.2,2.3,23.3,0,LikeIs00
122,Hunter Renfrow,LVR,27,WR,10,1,50,36,72.0%,330,9.2,2,18,52.0,27,6.6,3.6,33.0,3,RenfHu00
123,Kendrick Bourne,NWE,27,WR,16,2,48,35,72.9%,434,12.4,1,22,54.2,41,9.0,2.2,27.1,2,BourKe00
124,Jahan Dotson,WAS,22,WR,12,10,61,35,57.4%,523,14.9,7,26,50.8,61,8.6,2.9,43.6,0,DotsJa00
125,Travis Etienne,JAX,23,RB,17,12,45,35,77.8%,316,9.0,0,16,44.4,30,7.0,2.1,18.6,5,EtieTr00
126,Kareem Hunt,CLE,27,RB,17,0,44,35,79.5%,210,6.0,1,11,38.6,24,4.8,2.1,12.4,1,HuntKa00
127,Jauan Jennings,SFO,25,WR,16,4,56,35,62.5%,416,11.9,1,23,55.4,44,7.4,2.2,26.0,1,JennJa00
128,Randall Cobb,GNB,32,WR,13,3,50,34,68.0%,417,12.3,1,19,56.0,40,8.3,2.6,32.1,1,CobbRa00
129,Will Dissly,SEA,26,TE,15,15,38,34,89.5%,349,10.3,3,20,73.7,38,9.2,2.3,23.3,0,DissWi00
130,David Montgomery,CHI,25,RB,16,16,40,34,85.0%,316,9.3,1,10,50.0,32,7.9,2.1,19.8,2,MontDa01
131,Treylon Burks,TEN,22,WR,11,6,54,33,61.1%,444,13.5,1,19,50.0,51,8.2,3.0,40.4,0,BurkTr00
132,Greg Dulcich,DEN,22,TE,10,6,55,33,60.0%,411,12.5,2,18,50.9,39,7.5,3.3,41.1,0,DulcGr00
133,Derrick Henry*,TEN,28,RB,16,16,41,33,80.5%,398,12.1,0,11,61.0,69,9.7,2.1,24.9,6,HenrDe00
134,Foster Moreau,LVR,25,TE,15,14,54,33,61.1%,420,12.7,2,24,51.9,33,7.8,2.2,28.0,1,MoreFo00
135,Allen Robinson,LAR,29,WR,10,10,52,33,63.5%,339,10.3,3,23,53.8,29,6.5,3.3,33.9,0,RobiAl02
136,Quez Watkins,PHI,24,WR,17,8,51,33,64.7%,354,10.7,3,13,37.3,53,6.9,1.9,20.8,1,WatkQu00
137,Corey Davis,NYJ,27,WR,13,10,64,32,50.0%,536,16.8,2,28,48.4,66,8.4,2.5,41.2,0,DaviCo03
138,Mike Gesicki,MIA,27,TE,17,1,52,32,61.5%,362,11.3,5,19,48.1,32,7.0,1.9,21.3,0,GesiMi00
139,Chigoziem Okonkwo,TEN,23,TE,17,8,46,32,69.6%,450,14.1,3,22,50.0,48,9.8,1.9,26.5,0,OkonCh00
140,Nelson Agholor,NWE,29,WR,16,7,53,31,58.5%,362,11.7,2,12,37.7,44,6.8,1.9,22.6,2,AghoNe00
141,Harrison Bryant,CLE,24,TE,17,9,42,31,73.8%,239,7.7,1,12,52.4,30,5.7,1.8,14.1,0,BryaHa00
142,Kylen Granson,IND,24,TE,13,4,40,31,77.5%,302,9.7,0,17,52.5,32,7.6,2.4,23.2,1,GranKy00
143,Raheem Mostert,MIA,30,RB,16,14,42,31,73.8%,202,6.5,2,11,47.6,25,4.8,1.9,12.6,1,MostRa00
144,DeVante Parker,NWE,29,WR,13,11,47,31,66.0%,539,17.4,3,25,59.6,43,11.5,2.4,41.5,0,ParkDe01
145,Daniel Bellinger,NYG,22,TE,12,11,35,30,85.7%,268,8.9,2,14,68.6,24,7.7,2.5,22.3,1,BellDa00
146,DJ Chark,DET,26,WR,11,10,52,30,57.7%,502,16.7,3,24,51.9,51,9.7,2.7,45.6,0,CharDJ00
147,Nyheim Hines,2TM,26,RB,16,5,37,30,81.1%,241,8.0,1,11,56.8,22,6.5,1.9,15.1,2,HineNy00
148,Deon Jackson,IND,23,RB,16,2,34,30,88.2%,209,7.0,1,10,47.1,27,6.1,1.9,13.1,1,JackDe02
149,Dameon Pierce,HOU,22,RB,13,13,39,30,76.9%,165,5.5,1,7,43.6,16,4.2,2.3,12.7,4,PierDa01
150,Trent Sherfield,MIA,26,WR,17,4,51,30,58.8%,417,13.9,2,18,45.1,75,8.2,1.8,24.5,0,SherTr00
151,Trey McBride,ARI,23,TE,16,13,39,29,74.4%,265,9.1,1,12,46.2,29,6.8,1.8,16.6,1,McBrTr01
152,AJ Dillon,GNB,24,RB,17,3,43,28,65.1%,206,7.4,0,9,39.5,17,4.8,1.6,12.1,1,DillAJ00
153,Noah Gray,KAN,23,TE,17,8,34,28,82.4%,299,10.7,1,14,64.7,27,8.8,1.6,17.6,0,GrayNo00
154,Terrace Marshall Jr.,CAR,22,WR,14,9,47,28,59.6%,490,17.5,1,24,53.2,43,10.4,2.0,35.0,2,MarsTe00
155,Kyle Pitts,ATL,22,TE,10,10,59,28,47.5%,356,12.7,2,20,42.4,33,6.0,2.8,35.6,0,PittKy00
156,Rashid Shaheed,NOR,24,WR,12,6,34,28,82.4%,488,17.4,2,18,70.6,68,14.4,2.3,40.7,1,ShahRa00
157,Jonathan Taylor,IND,23,RB,11,11,40,28,70.0%,143,5.1,0,4,32.5,19,3.6,2.5,13.0,3,TaylJo02
158,Darren Waller,LVR,30,TE,9,6,43,28,65.1%,388,13.9,3,18,46.5,34,9.0,3.1,43.1,0,WallDa01
159,Jaylen Warren,PIT,24,RB,16,0,33,28,84.8%,214,7.6,0,14,51.5,26,6.5,1.8,13.4,1,WarrJa01
160,Nick Chubb*,CLE,27,RB,17,17,37,27,73.0%,239,8.9,1,12,51.4,26,6.5,1.6,14.1,1,ChubNi00
161,Marquise Goodwin,SEA,32,WR,13,2,42,27,64.3%,387,14.3,4,18,54.8,38,9.2,2.1,29.8,0,GoodMa00
162,J.D. McKissic,WAS,29,RB,8,0,40,27,67.5%,173,6.4,0,7,42.5,14,4.3,3.4,21.6,0,McKiJ.00
163,Latavius Murray,2TM,32,RB,13,7,35,27,77.1%,132,4.9,0,4,25.7,15,3.8,2.1,10.2,1,MurrLa00
164,Laviska Shenault Jr.,CAR,24,WR,13,4,32,27,84.4%,272,10.1,1,10,50.0,67,8.5,2.1,20.9,0,ShenLa00
165,Jonnu Smith,NWE,27,TE,14,8,38,27,71.1%,245,9.1,0,9,47.4,53,6.4,1.9,17.5,1,SmitJo01
166,Kenneth Walker III,SEA,22,RB,15,11,35,27,77.1%,165,6.1,0,6,37.1,33,4.7,1.8,11.0,0,WalkKe00
167,Ameer Abdullah,LVR,29,RB,17,0,32,25,78.1%,211,8.4,1,8,34.4,23,6.6,1.5,12.4,0,AbduAm00
168,Eno Benjamin,3TM,23,RB,15,3,34,25,73.5%,193,7.7,0,10,44.1,22,5.7,1.7,12.9,0,BenjEn00
169,Melvin Gordon,DEN,29,RB,10,6,32,25,78.1%,223,8.9,0,11,46.9,24,7.0,2.5,22.3,5,GordMe00
170,Mecole Hardman,KAN,24,WR,8,5,34,25,73.5%,297,11.9,4,14,61.8,36,8.7,3.1,37.1,1,HardMe00
171,Jarvis Landry,NOR,30,WR,9,3,39,25,64.1%,272,10.9,1,12,48.7,40,7.0,2.8,30.2,1,LandJa00
172,Colby Parkinson,SEA,23,TE,17,2,34,25,73.5%,322,12.9,2,14,61.8,39,9.5,1.5,18.9,0,ParkCo02
173,Irv Smith Jr.,MIN,24,TE,8,1,36,25,69.4%,182,7.3,2,9,44.4,17,5.1,3.1,22.8,1,SmitIr01
174,Nick Westbrook-Ikhine,TEN,25,WR,17,13,50,25,50.0%,397,15.9,3,18,40.0,63,7.9,1.5,23.4,0,WestNi00
175,Jelani Woods,IND,24,TE,15,2,40,25,62.5%,312,12.5,3,16,45.0,36,7.8,1.7,20.8,1,WoodJe01
176,David Bell,CLE,22,WR,16,3,35,24,68.6%,214,8.9,0,7,40.0,20,6.1,1.5,13.4,0,BellDa02
177,A.J. Green,ARI,34,WR,15,10,47,24,51.1%,236,9.8,2,11,36.2,77,5.0,1.6,15.7,0,GreeA.00
178,Kendall Hinton,DEN,25,WR,12,5,33,24,72.7%,311,13.0,0,14,54.5,35,9.4,2.0,25.9,0,HintKe00
179,Van Jefferson,LAR,26,WR,11,9,44,24,54.5%,369,15.4,3,20,50.0,39,8.4,2.2,33.5,0,JeffVa00
180,Julio Jones,TAM,33,WR,10,5,43,24,55.8%,299,12.5,2,13,41.9,48,7.0,2.4,29.9,0,JoneJu02
181,Brandon Powell,LAR,27,WR,17,6,32,24,75.0%,156,6.5,0,7,40.6,16,4.9,1.4,9.2,1,PoweBr00
182,Jamal Agnew*,JAX,27,WR,15,0,30,23,76.7%,187,8.1,3,9,53.3,24,6.2,1.5,12.5,0,AgneJa00
183,Kenneth Gainwell,PHI,23,RB,17,0,29,23,79.3%,169,7.3,0,7,41.4,20,5.8,1.4,9.9,0,GainKe00
184,Scott Miller,TAM,25,WR,15,1,40,23,57.5%,185,8.0,0,8,47.5,23,4.6,1.5,12.3,0,MillSc01
185,Wan'Dale Robinson,NYG,21,WR,6,3,31,23,74.2%,227,9.9,1,13,61.3,19,7.3,3.8,37.8,0,RobiWa01
186,Skyy Moore,KAN,22,WR,16,3,33,22,66.7%,250,11.4,0,13,63.6,30,7.6,1.4,15.6,3,MoorSk01
187,Shi Smith,CAR,24,WR,17,6,41,22,53.7%,296,13.5,2,14,41.5,38,7.2,1.3,17.4,4,SmitSh03
188,Tyquan Thornton,NWE,22,WR,13,9,45,22,48.9%,247,11.2,2,13,40.0,29,5.5,1.7,19.0,0,ThorTy00
189,Jeff Wilson,2TM,27,RB,16,7,37,22,59.5%,185,8.4,1,7,35.1,16,5.0,1.4,11.6,3,WilsJe01
190,James Cook,BUF,23,RB,16,0,32,21,65.6%,180,8.6,1,5,46.9,41,5.6,1.3,11.3,1,CookJa01
191,Dontrell Hilliard,TEN,27,RB,12,1,26,21,80.8%,177,8.4,4,8,38.5,31,6.8,1.8,14.8,0,HillDo00
192,Cordarrelle Patterson,ATL,31,RB,13,11,31,21,67.7%,122,5.8,0,6,38.7,16,3.9,1.6,9.4,1,PattCo00
193,Equanimeous St. Brown,CHI,26,WR,16,16,38,21,55.3%,323,15.4,1,14,44.7,56,8.5,1.3,20.2,1,St.BEq00
194,Ian Thomas,CAR,26,TE,17,17,30,21,70.0%,197,9.4,0,8,53.3,50,6.6,1.2,11.6,0,ThomIa00
195,C.J. Uzomah,NYJ,29,TE,15,13,27,21,77.8%,232,11.0,2,10,51.9,40,8.6,1.4,15.5,0,UzomC.00
196,Cameron Brate,TAM,31,TE,11,1,38,20,52.6%,174,8.7,0,8,28.9,21,4.6,1.8,15.8,0,BratCa00
197,Matt Breida,NYG,27,RB,17,1,25,20,80.0%,118,5.9,0,5,36.0,16,4.7,1.2,6.9,0,BreiMa00
198,Robbie Chosen,2TM,29,WR,16,7,44,20,45.5%,282,14.1,1,10,34.1,75,6.4,1.3,17.6,1,AndeRo04
