"Player","Team","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Passing Att","Passing Com","Passing X-Com","Passing Int","Passing X-Int","Passing Yds","Passing X-Yds","Passing TD","Passing X-TD","Scrambles Yds","Scrambles X-Yds","Scrambles TD","Scrambles X-TD","Designed Runs Yds","Designed Runs X-Yds","Designed Runs TD","Designed Runs X-TD"
"Matthew Stafford","LA","17.2","15.7","1.5","17.2","15.7","1.5","1","40","27","24.7","1","0.92","319","298.32","1","0.77","14","15.2706","0","0.0095","0","0","0","0"
"Daniel Jones","NYG","12.7","18","-5.300000000000001","12.7","18","-5.3","1","34","27","24","2","0.45","203","211.92","0","0.45","55","47.7927","0","0.076","11","13.4848","0","0.27"
"Kirk Cousins","MIN","11.6","14.6","-3","11.6","14.6","-3","1","19","12","11.83","2","0.5","139","131.03","2","1.93","0","0","0","0","0","1.617","0","0.33"
"Mac Jones","NE","4.7","10.2","-5.499999999999999","4.7","10.2","-5.5","1","21","12","15.81","2","0.42","150","166.15","0","0.54","7","14.0802","0","0","0","3.7142","0","0"
"C.J. Stroud","HST","21.8","18.1","3.6999999999999993","21.8","18.1","3.7","1","30","16","16.87","0","0.69","306","201.94","2","1.48","15","10.8066","0","0.4845","1","7.2618","0","0.01"
"Bryce Young","CAR","9.2","12.2","-3","9.2","12.2","-3","1","32","25","23.63","0","0.59","204","225.45","0","0.61","10","13.7919","0","0","0","0","0","0"
"Dak Prescott","DAL","14.3","17","-2.6999999999999993","14.3","17","-2.7","1","34","28","23.6","0","0.72","261","224.46","1","2.22","0","0","0","0","-1","-1","0","0"
"Sam Darnold","SF","-0.1","-0.1","0","-0.1","-0.1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","0"
"Russell Wilson","DEN","22.2","15.6","6.6","22.2","15.6","6.6","1","28","21","18.02","0","0.61","223","165.64","3","1.66","12","12.1272","0","0.0285","1","0.7738","0","0.25"
"Jalen Hurts","PHI","24.2","19.8","4.399999999999999","24.2","19.8","4.4","1","37","25","22.47","0","0.79","319","280.17","2","1.1","28","22.3944","0","0","6","25.529","0","0.04"
"Sam Howell","WAS","19.6","25.2","-5.599999999999998","19.6","25.2","-5.6","1","41","29","25.61","0","0.9","290","299.07","1","2.34","40","41.3106","0","0.114","0","0","0","0"
"Justin Fields","CHI","30.5","19.7","10.8","30.5","19.7","10.8","1","35","28","21.88","1","0.87","335","244.56","4","1.96","23","14.6847","0","0","-2","14.7196","0","0"
"Mitch Trubisky","PIT","0.7","1.3","-0.6000000000000001","0.7","1.3","-0.6","1","5","3","3.56","0","0.09","18","33.72","0","0","0","0","0","0","0","0","0","0"
"Desmond Ridder","ATL","10.2","13.7","-3.5","10.2","13.7","-3.5","1","31","19","19.27","2","0.91","191","224.71","1","1.22","6","7.5702","0","0","0","0","0","0"
"Jared Goff","DET","12.4","13.8","-1.4000000000000004","12.4","13.8","-1.4","1","28","19","19.27","1","0.63","210","201.48","1","1.33","11","6.0357","0","0.0855","-1","-1","0","0"
"Derek Carr","NO","5.2","13.4","-8.2","5.2","13.4","-8.2","1","37","23","26.69","0","0.88","127","272.41","0","0.77","0","0","0","0","1","2.4986","0","0.01"
"Joe Burrow","CIN","6.7","11","-4.3","6.7","11","-4.3","1","30","20","19.42","0","0.48","165","175.71","0","0.8","2","13.485","0","0","-1","-1","0","0"
"Patrick Mahomes","KC","15.2","14.9","0.29999999999999893","15.2","14.9","0.3","1","30","18","19.09","2","0.49","203","205.2","1","0.54","51","36.0468","0","0.209","0","1.9102","0","0"
"Cooper Rush","DAL","0.6","0.3","0.3","0.6","0.3","0.3","1","2","2","1.23","0","0.07","20","16.05","0","0","0","0","0","0","-2","-3","0","0"
"Josh Allen","BUF","36.5","19.2","17.3","36.5","19.2","17.3","1","25","21","17.19","0","0.55","320","199.46","4","2.16","7","12.6294","0","0.1805","10","2.4888","1","0.09"
"Justin Herbert","LAC","24.4","26.1","-1.7000000000000028","24.4","26.1","-1.7","1","24","13","15.25","1","0.9","167","208.85","1","1.93","37","32.3361","1","0.266","-10","2.067","1","0.98"
"Jameis Winston","NO","-1","0.5","-1.5","-1","0.5","-1.5","1","1","0","0.32","1","0.09","0","13.87","0","0","0","0","0","0","0","0","0","0"
