Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Jeff Cotton,Packers,2023,1,,"$750,000","$750,000",$0,,0.3%,,"$852,091","$852,091",$0
Kawaan Baker,Saints,2023,1,,"$750,000","$750,000",$0,,0.3%,,"$852,091","$852,091",$0
Charleston Rambo,Eagles,2023,1,,"$750,000","$750,000",$0,,0.3%,,"$852,091","$852,091",$0
Kwamie Lassiter II,Bengals,2023,1,,"$750,000","$750,000",$0,,0.3%,,"$852,091","$852,091",$0
Tay Martin,49ers,2023,1,,"$750,000","$750,000",$0,,0.3%,,"$852,091","$852,091",$0
Kyric McGowan,Commanders,2023,1,,"$750,000","$750,000",$0,,0.3%,,"$852,091","$852,091",$0
Tim White,Ravens,2017,3,,"$1,671,000","$557,000","$6,000",,0.3%,,"$2,555,529","$851,843","$9,176"
Shaq Hill,Texans,2017,3,,"$1,670,000","$556,667","$5,000",,0.3%,,"$2,554,000","$851,334","$7,647"
Thomas Sperbeck,Buccaneers,2017,3,,"$1,670,000","$556,667","$5,000",,0.3%,,"$2,554,000","$851,334","$7,647"
Bug Howard,Colts,2017,3,,"$1,670,000","$556,667","$5,000",,0.3%,,"$2,554,000","$851,334","$7,647"
Brisly Estime,Jets,2017,3,,"$1,670,000","$556,667","$15,000",,0.3%,,"$2,554,000","$851,334","$22,940"
Amba Etta-Tawo,Jaguars,2017,3,,"$1,670,000","$556,667","$25,000",,0.3%,,"$2,554,000","$851,334","$38,234"
Kenneth Walker,Jaguars,2017,3,,"$1,670,000","$556,667","$10,000",,0.3%,,"$2,554,000","$851,334","$15,293"
R.J. Shelton,Vikings,2017,3,,"$1,670,000","$556,667","$5,000",,0.3%,,"$2,554,000","$851,334","$7,647"
Kendrick Bourne,49ers,2017,3,,"$1,670,000","$556,667","$25,000",,0.3%,,"$2,554,000","$851,334","$38,234"
Francis Owusu,Dolphins,2017,3,,"$1,669,000","$556,334","$4,000",,0.3%,,"$2,552,471","$850,825","$6,117"
Riley McCarron,Texans,2017,3,,"$1,669,000","$556,333","$6,000",,0.3%,,"$2,552,471","$850,823","$9,176"
Victor Bolden,Lions,2020,1,,"$660,000","$660,000",$0,,0.3%,,"$850,474","$850,474",$0
Ricardo Louis,Dolphins,2020,1,,"$660,000","$660,000",$0,,0.3%,,"$850,474","$850,474",$0
DeAndre Carter,CHI/HOU,2020,1,,"$660,000","$660,000",$0,,0.3%,,"$850,474","$850,474",$0
JoJo Natson,Colts,2017,3,,"$1,668,000","$556,000","$3,000",,0.3%,,"$2,550,941","$850,314","$4,588"
Antonio Brown,Steelers,2010,3,,"$1,288,075","$429,358","$73,075",,0.3%,,"$2,550,189","$850,062","$144,677"
Alonzo Moore,Chiefs,2017,3,,"$1,667,500","$555,833","$2,500",,0.3%,,"$2,550,177","$850,058","$3,823"
Justin Hardee,Texans,2017,3,,"$1,667,000","$555,667","$8,000",,0.3%,,"$2,549,412","$849,805","$12,235"
Deante Gray,Texans,2017,3,,"$1,667,000","$555,667","$2,000",,0.3%,,"$2,549,412","$849,805","$3,059"
Reggie Davis,Falcons,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Travin Dural,Saints,2017,3,,"$1,665,000","$555,000","$11,000",,0.3%,,"$2,546,353","$848,784","$16,823"
Andre Patton,Chargers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Artavis Scott,Chargers,2017,3,,"$1,665,000","$555,000","$10,000",,0.3%,,"$2,546,353","$848,784","$15,293"
C.J. Germany,Rams,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Dontre Wilson,Chargers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Chris Thompson,Texans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Austin Duke,Panthers,2017,3,,"$1,665,000","$555,000","$1,000",,0.3%,,"$2,546,353","$848,784","$1,529"
Cameron Posey,Panthers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Garrett Scantling,Falcons,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Ahmad Fulwood,Saints,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Tony Stevens,Chiefs,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Keelan Cole,Jaguars,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Andy Jones,Lions,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Kevin Snead,Giants,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Greg Ward,Eagles,2017,3,,"$1,665,000","$555,000","$20,000",,0.3%,,"$2,546,353","$848,784","$30,587"
Deante Burton,Falcons,2017,3,,"$1,665,000","$555,000","$1,500",,0.3%,,"$2,546,353","$848,784","$2,294"
Reginald Davis III,Falcons,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Bra'Lon Cherry,Titans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Pig Howard,Bears,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Quincy Adeboyejo,Ravens,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Cody Hollister,Patriots,2017,3,,"$1,665,000","$555,000","$20,000",,0.3%,,"$2,546,353","$848,784","$30,587"
Marcus Kemp,Chiefs,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Monty Madaris,Bengals,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Daikiel Shorts,Bills,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Malcolm Lewis,Dolphins,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Ishmael Zamora,Raiders,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Isaac Whitney,Raiders,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Keon Hatcher,Raiders,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Gabe Marks,Jets,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Gerome Hopper,Texans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Justice Liggins,Colts,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Drew Morgan,Dolphins,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Brandon Reilly,Bills,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
C.J. Board,Ravens,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Gehrig Dieter,Chiefs,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Anas Hasid.,Chiefs,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Jordan Westerkamp,Dolphins,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Dan Arnold,Saints,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Zach Pascal,Titans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Montay Crockett,Packers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Michael Clark,Packers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Colby Pearson,Packers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Jace Billingsley,Lions,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
KeVonn Mabon,Titans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Fred Brown,Colts,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Josh Magee,Falcons,2017,3,,"$1,665,000","$555,000","$1,500",,0.3%,,"$2,546,353","$848,784","$2,294"
Keevan Lucas,Eagles,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Rob Wheelwright,Giants,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Noel Thomas,Lions,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Reggie Davis,Browns,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Brandon Reilly,Bills,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Brian Brown,Cowboys,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Mitchell Paige,Chargers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Jamari Staples,Commanders,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Giovanni Pascascio,Titans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Trey Griffey,Colts,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
James Quick,Commanders,2017,3,,"$1,665,000","$555,000","$8,000",,0.3%,,"$2,546,353","$848,784","$12,235"
Jerome Lane,Colts,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
B.J. Johnson,49ers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
KD Cannon,49ers,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Chris Thompson,Texans,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Shakeir Ryan,Rams,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Robert Davis,Commanders,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Justin Thomas,Saints,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Daniel Williams,Jets,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Rashard Davis,Eagles,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Michael Rector,Lions,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Travis Rudolph,Giants,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Levonte Whitfield,Bears,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Carlton Agudosi,Cardinals,2017,3,,"$1,665,000","$555,000","$13,000",,0.3%,,"$2,546,353","$848,784","$19,881"
Zach Pascal,Commanders,2017,3,,"$1,665,000","$555,000","$12,500",,0.3%,,"$2,546,353","$848,784","$19,117"
Jalen Williams,Giants,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
De'Quan Hampton,Saints,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Aaron Bailey,Ravens,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Keeon Johnson,Giants,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Krishawn Hogan,Cardinals,2017,3,,"$1,665,000","$555,000","$17,000",,0.3%,,"$2,546,353","$848,784","$25,999"
Marvin Bracy,Colts,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Jhajuan Seales,Bears,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Karel Hamilton,Bengals,2017,3,,"$1,668,500","$555,000","$3,500",,0.3%,,"$2,551,706","$848,784","$5,353"
Darreus Rogers,Seahawks,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Brian Riley,Colts,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Tanner Gentry,Bears,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Bobo Wilson,Buccaneers,2017,3,,"$1,665,000","$555,000","$2,500",,0.3%,,"$2,546,353","$848,784","$3,823"
Dontez Ford,Lions,2017,3,,"$1,665,000","$555,000",$0,,0.3%,,"$2,546,353","$848,784",$0
Levern Jacobs,Commanders,2017,3,,"$1,665,000","$555,000","$6,000",,0.3%,,"$2,546,353","$848,784","$9,176"
Anthony Nash,Broncos,2017,3,,"$1,665,000","$555,000","$5,000",,0.3%,,"$2,546,353","$848,784","$7,647"
Terrance Copper,Cowboys,2004,2,,"$535,000","$267,500",$0,,0.3%,,"$1,695,652","$847,826",$0
Malcom Floyd,Chargers,2004,2,,"$535,000","$267,500",$0,,0.3%,,"$1,695,652","$847,826",$0
Chris Hogan,Bills,2012,2,,"$795,000","$397,500",$0,,0.3%,,"$1,683,607","$841,803",$0
Tim White,Jets,2019,2,,"$1,240,000","$620,000","$40,000",,0.3%,,"$1,682,763","$841,382","$54,283"
Tavarres King,Broncos,2013,1,,"$405,000","$405,000",$0,,0.3%,,"$840,951","$840,951",$0
Marquis Bundy,Giants,2017,2,,"$1,095,000","$547,500",$0,,0.3%,,"$1,674,629","$837,314",$0
Robert Davis,Eagles,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Amara Darboh,Steelers,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
River Cracraft,Broncos,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Chad Hansen,Broncos,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Amara Darboh,Buccaneers,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Gehrig Dieter,Chiefs,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Cam Phillips,Bills,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Da'Mari Scott,Giants,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Tanner Gentry,Bears,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Marcell Ateman,Raiders,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Brandon Powell,Falcons,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Carlton Agudosi,Eagles,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
K.J. Brent,Buccaneers,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Vyncint Smith,Jets,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Brandon Reilly,Lions,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Isaac Whitney,Texans,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Dan Arnold,Saints,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Jalen Tolliver,Titans,2019,2,,"$1,230,000","$615,000",$0,,0.3%,,"$1,669,192","$834,596",$0
Danny Amendola,Eagles,2009,3,,"$1,205,000","$401,667","$10,000",,0.3%,,"$2,502,089","$834,031","$20,764"
Evan Berry,Browns,2018,3,,"$1,730,000","$576,667","$20,000",,0.3%,,"$2,493,465","$831,155","$28,826"
Saeed Blacknall,Raiders,2018,3,,"$1,727,500","$575,833","$17,500",,0.3%,,"$2,489,862","$829,953","$25,223"
Keith Kirkwood,Saints,2018,3,,"$1,727,000","$575,667","$42,000",,0.3%,,"$2,489,141","$829,714","$60,535"
Byron Pringle,Chiefs,2018,3,,"$1,725,000","$575,000","$40,000",,0.3%,,"$2,486,258","$828,753","$57,652"
Korey Robertson,Vikings,2018,3,,"$1,725,000","$575,000","$50,000",,0.3%,,"$2,486,258","$828,753","$72,065"
Ka'Raun White,CIN/SEA,2018,3,,"$1,724,000","$574,667","$14,000",,0.3%,,"$2,484,817","$828,273","$20,178"
Deontay Burnett,Eagles,2019,3,,"$1,830,000","$610,000",$0,,0.3%,,"$2,483,433","$827,811",$0
Simmie Cobbs Jr.,Commanders,2018,3,,"$1,722,500","$574,167","$12,500",,0.3%,,"$2,482,655","$827,552","$18,016"
Brandon Powell,Lions,2018,3,,"$172,200","$574,000","$44,000",,0.3%,,"$248,193","$827,312","$63,418"
Jeff Badet,Vikings,2018,3,,"$1,722,000","$574,000","$12,000",,0.3%,,"$2,481,935","$827,312","$17,296"
Robert Foster,Bills,2018,3,,"$1,722,000","$574,000","$12,000",,0.3%,,"$2,481,935","$827,312","$17,296"
Rod Smith,Broncos,1994,1,,"$112,000","$112,000","$5,000",,0.3%,,"$826,537","$826,537","$36,899"
Shay Fields,Commanders,2018,3,,"$1,720,000","$573,333","$10,000",,0.3%,,"$2,479,052","$826,350","$14,413"
Da'Mari Scott,Browns,2018,3,,"$1,720,000","$573,333","$10,000",,0.3%,,"$2,479,052","$826,350","$14,413"
Trent Sherfield,Cardinals,2018,3,,"$1,720,000","$573,333","$10,000",,0.3%,,"$2,479,052","$826,350","$14,413"
Caleb Scott,Seahawks,2018,3,,"$1,720,000","$573,333","$10,000",,0.3%,,"$2,479,052","$826,350","$14,413"
Jimmy Williams,Broncos,2018,3,,"$1,720,000","$573,333","$10,000",,0.3%,,"$2,479,052","$826,350","$14,413"
Steve Ishmael,Colts,2018,3,,"$1,720,000","$573,333","$10,000",,0.3%,,"$2,479,052","$826,350","$14,413"
Vyncint Smith,Texans,2018,3,,"$1,720,000","$573,333","$35,000",,0.3%,,"$2,479,052","$826,350","$50,446"
Jordan White,Jets,2012,1,,"$390,000","$390,000",$0,,0.3%,,"$825,920","$825,920",$0
Scotty McKnight,Jets,2012,1,,"$390,000","$390,000",$0,,0.3%,,"$825,920","$825,920",$0
Steven Dunbar,49ers,2018,3,,"$1,719,000","$573,000","$14,000",,0.3%,,"$2,477,611","$825,870","$20,178"
Jake Lampman,Saints,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Matt Hazel,Browns,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
DeAndrew White,Patriots,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Cobi Hamilton,Steelers,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Jordan Taylor,Broncos,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Chris Hubert,Cardinals,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Corey Washington,Bills,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Kaelin Clay,Bills,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Tony Washington,Patriots,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Kaelin Clay,Panthers,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Marquis Bundy,Giants,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Andrew Turzilli,Giants,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Geronimo Allison,Packers,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Andrew Turzilli,Lions,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Kaelin Clay,Panthers,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Corey Washington,Chiefs,2017,1,,"$540,000","$540,000",$0,,0.3%,,"$825,844","$825,844",$0
Rashard Higgins,Browns,2017,1,,"$539,998","$539,998",$0,,0.3%,,"$825,841","$825,841",$0
Cameron Batson,Titans,2018,3,,"$1,718,000","$572,667",$0,,0.3%,,"$2,476,169","$825,390",$0
John Diarse,Broncos,2018,3,,"$1,718,000","$572,667","$8,000",,0.3%,,"$2,476,169","$825,390","$11,530"
Quadree Henderson,Steelers,2018,3,,"$1,718,000","$572,667","$8,000",,0.3%,,"$2,476,169","$825,390","$11,530"
Steven Mitchell,Rams,2018,3,,"$1,718,000","$572,667","$8,000",,0.3%,,"$2,476,169","$825,390","$11,530"
Allen Lazard,Jaguars,2018,3,,"$1,717,500","$572,500","$40,000",,0.3%,,"$2,475,449","$825,150","$57,652"
Elijah Marks,Chiefs,2018,3,,"$1,717,500","$572,500","$7,500",,0.3%,,"$2,475,449","$825,150","$10,810"
Jawill Davis,Giants,2018,3,,"$1,715,000","$572,500","$10,000",,0.3%,,"$2,471,845","$825,150","$14,413"
Andre Levrone,Ravens,2018,3,,"$1,716,000","$572,000","$6,000",,0.3%,,"$2,473,287","$824,429","$8,648"
Jester Weah,Texans,2018,3,,"$1,716,000","$572,000","$31,000",,0.3%,,"$2,473,287","$824,429","$44,681"
Teo Redding,Lions,2018,3,,"$1,715,000","$571,667","$15,000",,0.3%,,"$2,471,845","$823,949","$21,620"
Deontay Burnett,Titans,2018,3,,"$1,715,000","$571,667","$20,000",,0.3%,,"$2,471,845","$823,949","$28,826"
De'Mornay Pierson-El,Commanders,2018,3,,"$1,715,000","$571,667","$5,000",,0.3%,,"$2,471,845","$823,949","$7,207"
Chris Lacy,Lions,2018,3,,"$1,715,000","$571,667","$5,000",,0.3%,,"$2,471,845","$823,949","$7,207"
Darren Andrews,Patriots,2018,3,,"$1,715,000","$571,667","$20,000",,0.3%,,"$2,471,845","$823,949","$28,826"
Jalen Tolliver,Cardinals,2018,3,,"$1,715,000","$571,667","$5,000",,0.3%,,"$2,471,845","$823,949","$7,207"
Jaelon Acklin,Ravens,2018,3,,"$1,715,000","$571,667","$5,000",,0.3%,,"$2,471,845","$823,949","$7,207"
Shaq Roland,Bears,2018,3,,"$1,715,000","$571,667","$5,000",,0.3%,,"$2,471,845","$823,949","$7,207"
Chris Lacy,Patriots,2018,3,,"$1,715,000","$571,667","$5,000",,0.3%,,"$2,471,845","$823,949","$7,207"
Devin Ross,Titans,2018,3,,"$1,710,000","$571,000","$3,000",,0.3%,,"$2,464,639","$822,988","$4,324"
Derrick Willies,Browns,2018,3,,"$1,712,500","$570,833","$2,500",,0.3%,,"$2,468,242","$822,747","$3,603"
Jordan Veasy,Titans,2018,3,,"$1,712,500","$570,833","$5,000",,0.3%,,"$2,468,242","$822,747","$7,207"
J.J. Jones,Chargers,2018,3,,"$1,712,500","$570,833","$2,500",,0.3%,,"$2,468,242","$822,747","$3,603"
Ricky Jeune,Rams,2018,3,,"$1,712,000","$570,667","$2,000",,0.3%,,"$2,467,521","$822,508","$2,883"
Marchie Murdock,Cowboys,2018,3,,"$1,711,500","$570,500","$1,500",,0.3%,,"$2,466,801","$822,267","$2,162"
Malik Earl,Cowboys,2018,3,,"$1,711,500","$570,500","$1,500",,0.3%,,"$2,466,801","$822,267","$2,162"
Taj Williams,Seahawks,2018,3,,"$1,711,500","$570,500","$1,500",,0.3%,,"$2,466,801","$822,267","$2,162"
Jonah Trinnaman,Cardinals,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Devonte Boyd,Bengals,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Detrich Clark,Falcons,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Cam Phillips,Bills,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Dorren Miller,Jaguars,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Garrett Johnson,Bears,2018,3,,"$1,711,000","$570,333",$100,,0.3%,,"$2,466,080","$822,026",$144
LaQuvionte Gonzalez,Rams,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Sergio Bailey,Buccaneers,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Erv Philips,Buccaneers,2018,3,,"$1,711,000","$570,333","$1,000",,0.3%,,"$2,466,080","$822,026","$1,441"
Christian Blake,Falcons,2018,3,,"$1,710,500","$570,167",$500,,0.3%,,"$2,465,359","$821,787",$721
Dontez Byrd,Falcons,2018,3,,"$1,710,500","$570,167",$500,,0.3%,,"$2,465,359","$821,787",$721
Lamar Jordan,Falcons,2018,3,,"$1,710,500","$570,167",$500,,0.3%,,"$2,465,359","$821,787",$721
Da'Mari Scott,Giants,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Travin Dural,Saints,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Da'Mari Scott,Bills,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Janarion Grant,Ravens,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Brandon Zylstra,Panthers,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Josh Smith,Saints,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Austin Wolf,Cardinals,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Josh Crockett,Chiefs,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Darren Carrington,Cowboys,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Darvin Kidsy,Commanders,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Blake Jackson,Browns,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
CJ Duncan,Cardinals,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Anthony Mahoungou,Eagles,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Matt Fleming,Bears,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Mikah Holder,Commanders,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Deontez Alexander,Lions,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Cam Sims,Commanders,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Davon Grayson,Chiefs,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Damoun Patterson,Steelers,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
