Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Kayaune Ross,Colts,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Tim WIlson,Eagles,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Marcus Peterson,Chargers,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Kyle Lewis,Lions,2018,3,,"$1,710,000","$570,000","$10,000",,0.3%,,"$2,464,639","$821,546","$14,413"
Bryce Bobo,Broncos,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Eldridge Massington,Saints,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Chad Beebe,Vikings,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
River Cracraft,Broncos,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Chad Beebe,Vikings,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Jake Wieneke,Vikings,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Brandon Zylstra,Vikings,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Malik Turner,Seahawks,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Kent Shelby,Chargers,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Darius Prince,Eagles,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Jordan Smallwood,Chiefs,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Mark Chapman,Broncos,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
KhaDarel Hodge,Rams,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Jared Murphy,Bengals,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Aaron Lacombe,Rams,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
J.J. Jones,Jets,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Allenzae Staggers,Commanders,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Corey Willis,Cardinals,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Adonis Jennings,Packers,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Julian Williams,Falcons,2018,3,,"$1,710,000","$570,000",$0,,0.3%,,"$2,464,639","$821,546",$0
Matt Hazel,Dolphins,2014,2,,"$855,000","$427,500",$0,,0.3%,,"$1,641,857","$820,929",$0
Matt Cole,NYJ/NYG/SF,2020,2,,"$1,270,000","$635,000",$0,,0.3%,,"$1,636,519","$818,259",$0
Tevin Jones,Cowboys,2020,2,,"$1,265,000","$632,500","$5,000",,0.3%,,"$1,630,076","$815,038","$6,443"
Damiere Byrd,Panthers,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Andre Debose,Colts,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
DiAndre Campbell,49ers,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Nick Harwell,Titans,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Chris King,Jets,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Rashawn Scott,Dolphins,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Deon Long,Rams,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Donte Foster,Titans,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Bernard Reedy,Buccaneers,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Josh Lenz,Texans,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Joshua Stangby,Colts,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Richard Mullaney,Cowboys,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Quenton Bundrage,Texans,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Austin Willis,Lions,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Shaq Evans,Jaguars,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Paul Turner,Eagles,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Marquis Bundy,Cardinals,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Andre Davis,Buccaneers,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Daniel Braverman,Bears,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
DeMarcus Ayers,Steelers,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Jarrod West,Titans,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
J.D. McKissic,Seahawks,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Michael Bennett,Bengals,2016,2,,"$990,000","$495,000",$0,,0.3%,,"$1,628,428","$814,214",$0
Greg Dortch,Rams,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
J'Mon Moore,Browns,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
Chad Hansen,Texans,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
Keon Hatcher,Jets,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
River Cracraft,Eagles,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
Chris Thompson,49ers,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
Rodney Adams,Colts,2020,2,,"$1,260,000","$630,000",$0,,0.3%,,"$1,623,633","$811,816",$0
Nate Washington,Steelers,2005,2,,"$542,500","$271,250","$2,500",,0.3%,,"$1,620,520","$810,260","$7,468"
David Sills,Bills,2019,3,,"$1,790,000","$596,667","$35,000",,0.3%,,"$2,429,150","$809,717","$47,497"
Danny Coale,Steelers,2014,1,,"$420,000","$420,000",$0,,0.3%,,"$806,526","$806,526",$0
Justin Brown,Steelers,2014,1,,"$420,000","$420,000",$0,,0.3%,,"$806,526","$806,526",$0
"Jerry Rice, Jr.",Commanders,2014,1,,"$420,000","$420,000",$0,,0.3%,,"$806,526","$806,526",$0
Ronald Johnson,Seahawks,2014,1,,"$420,000","$420,000",$0,,0.3%,,"$806,526","$806,526",$0
Nate Washington,Steelers,2005,2,,"$540,000","$270,000",$0,,0.3%,,"$1,613,053","$806,526",$0
Lance Moore,Saints,2005,2,,"$540,000","$270,000",$0,,0.3%,,"$1,613,053","$806,526",$0
Jake Kumerow,Bengals,2016,3,,"$1,470,000","$490,000",$0,,0.3%,,"$2,417,969","$805,990",$0
Jace Billingsley,Lions,2016,3,,"$1,470,000","$490,000",$0,,0.3%,,"$2,417,969","$805,990",$0
Keelan Doss,Raiders,2019,3,,"$1,777,500","$592,500","$52,500",,0.3%,,"$2,412,187","$804,062","$71,246"
Marcus Simms,Jaguars,2019,3,,"$1,775,000","$591,667","$20,000",,0.3%,,"$2,408,794","$802,932","$27,141"
Damion Jeanpiere,Panthers,2019,3,,"$1,775,000","$591,667","$20,000",,0.3%,,"$2,408,794","$802,932","$27,141"
Brandon Banks,Commanders,2010,3,,"$1,215,000","$405,000",$0,,0.3%,,"$2,405,512","$801,837",$0
Victor Cruz,Giants,2010,3,,"$1,215,000","$405,000",$0,,0.3%,,"$2,405,512","$801,837",$0
Steven Sims,Commanders,2019,3,,"$1,770,000","$590,000","$15,000",,0.3%,,"$2,402,009","$800,670","$20,356"
Damion Willis,Bengals,2019,3,,"$1,770,000","$590,000","$15,000",,0.3%,,"$2,402,009","$800,670","$20,356"
Malik Henry,49ers,2019,3,,"$1,770,000","$590,000","$90,000",,0.3%,,"$2,402,009","$800,670","$122,136"
Penny Hart,Colts,2019,3,,"$1,770,000","$590,000","$15,000",,0.3%,,"$2,402,009","$800,670","$20,356"
Ashton Dulin,Colts,2019,3,,"$1,770,000","$590,000","$15,000",,0.3%,,"$2,402,009","$800,670","$20,356"
Alex Wesley,Giants,2019,3,,"$1,770,000","$590,000","$100,000",,0.3%,,"$2,402,009","$800,670","$135,707"
JoJo Natson,Rams,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Kasen Williams,Colts,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Bernard Reedy,Buccaneers,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Carlton Agudosi,Cardinals,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Nelson Spruce,Chiefs,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Paul Turner,Patriots,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Michael Clark,Packers,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Nelson Spruce,Chargers,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Paul Turner,Saints,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Isaiah McKenzie,Broncos,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Shane Wynn,Jaguars,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Tanner Gentry,Bears,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
DeMarcus Ayers,Bears,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Kasen Williams,Browns,2018,1,,"$555,000","$555,000",$0,,0.3%,,"$799,927","$799,927",$0
Nick Easley,Bills,2019,3,,"$1,768,000","$589,333","$13,000",,0.3%,,"$2,399,294","$799,764","$17,642"
Emanuel Hall,CHI/TB,2019,3,,"$1,767,000","$589,000","$42,000",,0.3%,,"$2,397,937","$799,312","$56,997"
Jon'Vea Johnson,Cowboys,2019,3,,"$1,765,000","$588,333","$100,000",,0.3%,,"$2,395,223","$798,407","$135,707"
Preston Williams,Dolphins,2019,3,,"$1,765,000","$588,333","$20,000",,0.3%,,"$2,395,223","$798,407","$27,141"
Jalen Guyton,Cowboys,2019,3,,"$1,765,000","$588,333","$100,000",,0.3%,,"$2,395,223","$798,407","$135,707"
Trinity Benson,Broncos,2019,3,,"$1,765,000","$588,333","$10,000",,0.3%,,"$2,395,223","$798,407","$13,571"
DeAndre Thompkins,Eagles,2019,3,,"$1,765,000","$588,333","$85,000",,0.3%,,"$2,395,223","$798,407","$115,351"
Terry Wright,Seahawks,2019,3,,"$1,765,000","$588,333","$10,000",,0.3%,,"$2,395,223","$798,407","$13,571"
DaMarkus Lodge,Buccaneers,2019,3,,"$1,765,000","$588,333","$10,000",,0.3%,,"$2,395,223","$798,407","$13,571"
Antoine Wesley,Ravens,2019,3,,"$1,765,000","$588,333","$26,000",,0.3%,,"$2,395,223","$798,407","$35,284"
Davion Davis,Vikings,2019,3,,"$1,765,000","$588,333","$10,000",,0.3%,,"$2,395,223","$798,407","$13,571"
Deonte Harty,Saints,2019,3,,"$1,765,000","$588,333","$25,000",,0.3%,,"$2,395,223","$798,407","$33,927"
TJ Rahming,Commanders,2019,3,,"$1,765,000","$588,333","$10,000",,0.3%,,"$2,395,223","$798,407","$13,571"
Ryan Davis,Patriots,2019,3,,"$1,765,000","$588,333","$70,000",,0.3%,,"$2,395,223","$798,407","$94,995"
Johnnie Dixon,Texans,2019,3,,"$1,765,000","$588,333","$50,000",,0.3%,,"$2,395,223","$798,407","$67,853"
Stanley Morgan,Bengals,2019,3,,"$1,765,000","$588,333","$10,000",,0.3%,,"$2,395,223","$798,407","$13,571"
Jakobi Meyers,Patriots,2019,3,,"$1,765,000","$588,333","$70,000",,0.3%,,"$2,395,223","$798,407","$94,995"
Anthony Johnson,Buccaneers,2019,3,,"$1,764,000","$588,000","$9,000",,0.3%,,"$2,393,866","$797,955","$12,214"
Jazz Ferguson,Seahawks,2019,3,,"$1,763,000","$587,667","$8,000",,0.3%,,"$2,392,509","$797,503","$10,857"
Greg Dortch,Jets,2019,3,,"$1,762,500","$587,500","$57,500",,0.3%,,"$2,391,830","$797,277","$78,031"
Cody Thompson,Chiefs,2019,3,,"$1,762,500","$587,500","$57,500",,0.3%,,"$2,391,830","$797,277","$78,031"
Matthew Eaton,Packers,2019,3,,"$1,762,000","$587,333","$7,000",,0.3%,,"$2,391,152","$797,050","$9,499"
Michael Walker,Jaguars,2019,3,,"$1,760,000","$586,667","$40,000",,0.3%,,"$2,388,438","$796,146","$54,283"
Reggie White,Giants,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
Kelvin McKnight,Broncos,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
Jeff Smith,Jets,2019,3,,"$1,760,000","$586,667","$40,000",,0.3%,,"$2,388,438","$796,146","$54,283"
A.J. Richardson,Cardinals,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
CJ Worton,Falcons,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
Tyron Johnson,Texans,2019,3,,"$1,760,000","$586,667","$35,000",,0.3%,,"$2,388,438","$796,146","$47,497"
Olamide Zaccheaus,Falcons,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
Tyre Brady,Jaguars,2019,3,,"$1,760,000","$586,667","$20,000",,0.3%,,"$2,388,438","$796,146","$27,141"
Felton Davis,Chiefs,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
Shawn Poindexter,49ers,2019,3,,"$1,760,000","$586,667","$25,000",,0.3%,,"$2,388,438","$796,146","$33,927"
Alex Bachman,Rams,2019,3,,"$1,760,000","$586,667","$5,000",,0.3%,,"$2,388,438","$796,146","$6,785"
Nsimba Webster,Rams,2019,3,,"$1,759,000","$586,333","$4,000",,0.3%,,"$2,387,081","$795,693","$5,428"
Jason Moore,Chargers,2019,3,,"$1,759,000","$586,333","$4,000",,0.3%,,"$2,387,081","$795,693","$5,428"
Xavier Ubosi,NYJ/NE,2019,3,,"$1,758,500","$586,167","$13,500",,0.3%,,"$2,386,402","$795,468","$18,320"
Dominique Williams,Eagles,2017,2,,"$1,040,000","$520,000","$30,000",,0.3%,,"$1,590,515","$795,257","$45,880"
Dredrick Snelson,Jaguars,2019,3,,"$1,758,000","$586,000","$3,000",,0.3%,,"$2,385,724","$795,241","$4,071"
Jamal Custis,Chiefs,2019,3,,"$1,758,000","$586,000","$106,000",,0.3%,,"$2,385,724","$795,241","$143,849"
Romell Guerrier,Broncos,2019,3,,"$1,758,000","$586,000","$3,000",,0.3%,,"$2,385,724","$795,241","$4,071"
D.J. Montgomery,Jets,2019,3,,"$1,758,000","$586,000","$3,000",,0.3%,,"$2,385,724","$795,241","$4,071"
Jonathan Duhart,Lions,2019,3,,"$1,758,000","$586,000","$10,000",,0.3%,,"$2,385,724","$795,241","$13,571"
D.J. Montgomery,Browns,2019,3,,"$1,758,000","$586,000","$3,000",,0.3%,,"$2,385,724","$795,241","$4,071"
Kabion Ento,Packers,2019,3,,"$1,757,500","$585,833","$2,500",,0.3%,,"$2,385,045","$795,015","$3,393"
Kahlil Lewis,Falcons,2019,3,,"$1,757,500","$585,833","$2,500",,0.3%,,"$2,385,045","$795,015","$3,393"
Anthony Ratliff-Williams,Titans,2019,3,,"$1,757,500","$585,833","$2,500",,0.3%,,"$2,385,045","$795,015","$3,393"
Gunner Olszewski,Patriots,2019,3,,"$1,757,500","$585,833","$2,500",,0.3%,,"$2,385,045","$795,015","$3,393"
Lil'Jordan Humphrey,Saints,2019,3,,"$1,757,500","$585,833","$2,500",,0.3%,,"$2,385,045","$795,015","$3,393"
Jacob Copeland,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Sean Ryan,Ravens,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Matt Landers,Browns,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Jontre Kirklin,49ers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Peter Leblanc,Bears,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Michael Tutsie,Colts,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Chris Pierce Jr.,Panthers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Terrell Bynum,Raiders,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Jaray Jenkins,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Duece Watts,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Tyreik McAllister,Raiders,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Sam Pinckney,Panthers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Tayvion Robinson,Panthers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Grant DuBose,Packers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Matt Landers,Patriots,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Mike Harley,Dolphins,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Shaq Davis,Saints,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Daniel Arias,Cardinals,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kaden Davis,Cardinals,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Izaiah Gathings,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Ty Scott,Seahawks,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Samson Nacua,Saints,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kwamie Lassiter II,Bengals,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Justin Hall,Vikings,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Jadon Janke,Dolphins,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kazmeir Allen,Commanders,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Keilahn Harris,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kawaan Baker,Patriots,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
T.J. Luther,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kaden Davis,Lions,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Tay Martin,49ers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Thayer Thomas,Vikings,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Jacob Copeland,Chiefs,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
T.J. Luther,Patriots,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kyle Sheets,Chiefs,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Chase Cota,Giants,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kevin Austin Jr.,Saints,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Marcus Simms,Seahawks,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Zavier Scott,Colts,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Thyrick Pitts,Packers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Kyric McGowan,Jaguars,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Dylan Drummond,Falcons,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Izaiah Gathings,Chiefs,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Seth Williams,Jaguars,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Brycen Tremayne,Commanders,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Tarik Black,Steelers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Jalen Wayne,Packers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Tayvion Robinson,Panthers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Terrell Bynum,Colts,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Grant DuBose,Dolphins,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Dennis Houston,Giants,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Izaiah Gathings,Chiefs,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Isaiah Wooden,Chargers,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Chris Blair,Falcons,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
JaQuae Jackson,Patriots,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Daylen Baldwin,ATL/MIN/ARI,2024,1,,"$795,000","$795,000",$0,,0.3%,,"$795,000","$795,000",$0
Jonathan Lloyd,Rams,2019,3,,"$1,757,000","$585,667","$2,000",,0.3%,,"$2,384,367","$794,789","$2,714"
Isaac Zico,Titans,2019,3,,"$1,765,000","$585,500","$1,500",,0.3%,,"$2,395,223","$794,563","$2,036"
Dorian Baker,Browns,2019,3,,"$1,756,500","$585,500","$1,500",,0.3%,,"$2,383,688","$794,563","$2,036"
Emmanuel Butler,Saints,2019,3,,"$1,756,500","$585,500","$1,500",,0.3%,,"$2,383,688","$794,563","$2,036"
Shawn Bane,Falcons,2019,3,,"$1,756,500","$585,500","$1,500",,0.3%,,"$2,383,688","$794,563","$2,036"
Raphael Leonard,Jaguars,2019,3,,"$1,757,500","$585,333","$2,500",,0.3%,,"$2,385,045","$794,336","$3,393"
Cortrelle Simpson,Buccaneers,2019,3,,"$1,756,000","$585,333","$1,000",,0.3%,,"$2,383,010","$794,336","$1,357"
Spencer Schnell,Buccaneers,2019,3,,"$1,756,000","$585,333","$1,000",,0.3%,,"$2,383,010","$794,336","$1,357"
Sean Modster,Ravens,2019,3,,"$1,755,500","$585,167",$500,,0.3%,,"$2,382,331","$794,111",$679
Steven Mitchell,Texans,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Ventell Bryant,Bengals,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Justin Sumpter,Rams,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Joe Walker,Bears,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Trenton Irwin,Dolphins,2019,3,,"$1,765,000","$585,000","$35,000",,0.3%,,"$2,395,223","$793,884","$47,497"
Jason Moore,Chargers,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Michael Walker,Jaguars,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Stephen Louis,Texans,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Nsimba Webster,LAR/SF,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Jesper Horsted,Bears,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Andre Lindsey,Chiefs,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Nsimba Webster,Bears,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Jamire Jordan,Chiefs,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Duke Williams,Bills,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Fred Trevillion,Chargers,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Tom Kennedy,Lions,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Micah Wright,Saints,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Jaylen Smith,Ravens,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Alexander Hollins,Vikings,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Darrius Shepherd,Packers,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Ishmael Hyman,Browns,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Charles Holland,Bengals,2019,3,,"$1,755,000","$585,000",$500,,0.3%,,"$2,381,652","$793,884",$679
Jalen Green,Rams,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Joseph Parker,Titans,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Joe Horn,Ravens,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Bryant Mitchell,Cardinals,2019,3,,"$1,755,000","$585,000","$24,000",,0.3%,,"$2,381,652","$793,884","$32,570"
Damon Sheehy-Guiseppi,Browns,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Brian Burt,Raiders,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Trevion Thompson,Chargers,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
Papi White,Jaguars,2019,3,,"$1,755,000","$585,000","$20,000",,0.3%,,"$2,381,652","$793,884","$27,141"
Jamarius Way,Broncos,2019,3,,"$1,755,000","$585,000",$0,,0.3%,,"$2,381,652","$793,884",$0
