"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"22","Niles Paul (FA)","39","52","507","13.0","50","7","1","0","0","0","1","16","93.7","5.9","0.0%"
"23","Tim Wright (FA)","26","33","259","10.0","30","3","6","1","-2","0","0","16","87.7","5.5","0.0%"
"24","Jace Amaro (FA)","38","53","345","9.1","43","4","2","0","0","0","0","14","84.5","6.0","0.2%"
"25","Lance Kendricks (FA)","27","38","259","9.6","23","3","5","0","0","0","0","16","82.9","5.2","0.0%"
"26","Andrew Quarless (FA)","29","46","323","11.1","34","3","3","0","0","0","0","16","79.3","5.0","0.0%"
"27","Jordan Cameron (FA)","24","48","424","17.7","81","8","2","0","0","0","0","10","78.4","7.8","0.1%"
"28","Luke Willson (FA)","22","40","362","16.5","80","7","3","0","0","0","0","15","76.2","5.1","0.0%"
"29","John Carlson (FA)","33","55","350","10.6","32","4","1","0","0","0","0","16","76.0","4.8","0.0%"
"30","Anthony Fasano (FA)","25","36","226","9.0","22","2","4","0","0","0","0","15","71.6","4.8","0.1%"
"31","Brent Celek (FA)","32","51","340","10.6","37","6","1","0","0","0","1","16","70.0","4.4","0.0%"
"32","Jeff Cumberland (FA)","23","47","247","10.7","28","4","3","0","0","0","0","16","65.7","4.1","0.0%"
"33","Levine Toilolo (FA)","31","53","238","7.7","20","1","2","0","0","0","1","16","64.8","4.1","0.0%"
"34","Dion Sims (FA)","24","36","284","11.8","38","3","2","0","0","0","0","14","64.4","4.6","0.0%"
"35","Vernon Davis (FA)","26","50","245","9.4","29","2","2","1","4","0","0","14","62.9","4.5","1.6%"
"36","Josh Hill (FA)","14","20","176","12.6","37","2","5","0","0","0","0","16","61.6","3.9","0.0%"
"37","Clay Harbor (FA)","26","35","289","11.1","59","5","1","0","0","0","0","13","60.9","4.7","0.0%"
"38","Kyle Rudolph (FA)","24","34","231","9.6","23","2","2","0","0","0","0","9","59.1","6.6","0.0%"
"39","Daniel Fells (FA)","16","20","188","11.8","27","3","4","0","0","0","1","16","56.8","3.6","0.0%"
"40","Eric Ebron (FA)","25","47","248","9.9","22","1","1","0","0","0","0","13","55.8","4.3","0.0%"
"41","Chase Ford (FA)","23","35","258","11.2","22","3","1","0","0","0","0","11","54.8","5.0","0.0%"
"42","Richard Rodgers (FA)","20","30","225","11.3","43","3","2","0","0","0","0","16","54.5","3.4","0.0%"
"43","Austin Seferian-Jenkins (FA)","21","38","221","10.5","30","3","2","0","0","0","1","9","53.1","5.9","0.0%"
"44","Marcedes Lewis (CHI)","18","31","206","11.4","63","3","2","0","0","0","0","8","50.6","6.3","0.1%"
"45","Bruce Miller (FA)","18","25","189","10.5","22","2","2","6","9","0","1","16","47.8","3.0","0.0%"
"46","Rhett Ellison (FA)","19","26","208","10.9","40","3","1","0","0","0","0","16","47.8","3.0","0.0%"
"47","Jim Dray (FA)","17","27","242","14.2","31","5","1","0","0","0","0","16","47.2","3.0","0.0%"
"48","Benjamin Watson (FA)","20","31","136","6.8","15","0","2","0","0","0","0","16","45.6","2.9","2.8%"
"49","Garrett Graham (FA)","18","28","197","10.9","26","2","1","0","0","0","0","11","43.7","4.0","0.0%"
"50","Gavin Escobar (FA)","9","13","105","11.7","26","2","4","0","0","0","0","16","43.5","2.7","0.0%"
"51","Cooper Helfet (FA)","12","24","185","15.4","36","5","2","0","0","0","0","10","42.5","4.3","0.0%"
"52","Jack Doyle (FA)","18","22","118","6.6","20","1","2","0","0","0","0","16","41.8","2.6","2.0%"
"53","Ladarius Green (FA)","19","25","226","11.9","28","5","0","0","0","0","0","14","41.6","3.0","0.0%"
"54","Brandon Myers (FA)","22","32","190","8.6","26","3","0","0","0","0","0","14","41.0","2.9","0.0%"
"55","Jacob Tamme (FA)","14","28","109","7.8","26","1","2","0","0","0","1","15","34.9","2.3","0.0%"
"56","Gary Barnidge (FA)","13","25","156","12.0","28","1","0","0","0","0","0","13","28.6","2.2","0.1%"
"57","Dennis Pitta (FA)","16","21","125","7.8","24","2","0","0","0","0","0","3","28.5","9.5","0.0%"
"58","Crockett Gillmore (FA)","10","15","121","12.1","22","2","1","0","0","0","0","15","28.1","1.9","0.0%"
"59","Dante Rosario (FA)","16","22","116","7.3","22","1","0","0","0","0","1","16","27.6","1.7","0.0%"
"60","Ed Dickson (FA)","10","17","115","11.5","34","1","1","0","0","0","0","16","27.5","1.7","0.0%"
"61","Tony Moeaki (FA)","8","13","134","16.8","63","2","1","0","0","0","0","6","27.4","4.6","0.0%"
"62","Ryan Griffin (FA)","10","16","91","9.1","25","1","1","0","0","0","0","16","25.1","1.6","0.0%"
"63","Logan Paulsen (FA)","13","16","78","6.0","16","0","1","0","0","0","1","16","24.8","1.6","0.0%"
"64","MarQueis Gray (FA)","9","11","134","14.9","41","2","0","0","0","0","0","13","22.4","1.7","0.0%"
"65","Rob Housler (FA)","9","17","129","14.3","27","3","0","1","1","0","0","15","22.0","1.5","0.0%"
"66","Cory Harkey (FA)","8","11","55","6.9","21","1","1","0","0","0","0","16","21.5","1.3","0.2%"
"67","Joseph Fauria (FA)","6","12","74","12.3","26","2","1","0","0","0","0","7","21.4","3.1","0.0%"
"68","James Casey (FA)","3","3","59","19.7","26","1","2","0","0","0","0","16","20.9","1.3","0.0%"
"69","Derek Carrier (FA)","9","14","105","11.7","23","2","0","1","2","0","0","11","19.7","1.8","0.0%"
"70","Virgil Green (FA)","6","6","74","12.3","38","1","1","2","3","0","0","13","19.7","1.5","0.0%"
"71","Chase Coffman (FA)","6","14","64","10.7","18","0","1","0","0","0","0","13","18.4","1.4","0.0%"
"72","Chris Gragg (FA)","7","10","48","6.9","14","0","1","0","0","0","0","10","17.8","1.8","0.0%"
"73","Lee Smith (FA)","7","8","42","6.0","18","0","1","0","0","0","0","14","17.2","1.2","0.0%"
"74","Brandon Pettigrew (FA)","10","15","70","7.0","13","0","0","0","0","0","0","14","17.0","1.2","0.0%"
"75","Adrien Robinson (FA)","5","7","50","10.0","29","1","1","0","0","0","0","16","16.0","1.0","0.0%"
"76","Matt Spaeth (FA)","3","4","46","15.3","33","1","1","0","0","0","0","15","15.6","1.0","0.0%"
"77","Brian Leonhardt (FA)","6","8","35","5.8","12","0","1","0","0","0","0","12","15.5","1.3","0.0%"
"78","Zach Miller (FA)","6","7","76","12.7","24","2","0","0","0","0","0","3","13.6","4.5","0.0%"
"79","Zach Sudfeld (FA)","5","7","85","17.0","38","2","0","0","0","0","0","16","13.5","0.8","0.0%"
"80","C.J. Fiedorowicz (FA)","4","7","28","7.0","9","0","1","0","0","0","0","15","12.8","0.9","0.0%"
"81","Darren Fells (FA)","5","11","71","14.2","24","1","0","0","0","0","0","10","12.1","1.2","0.0%"
"82","Luke Stocker (FA)","7","11","41","5.9","11","0","0","0","0","0","0","13","11.1","0.9","0.0%"
"83","Nic Jacobs (FA)","2","3","16","8.0","14","0","1","0","0","0","0","13","9.6","0.7","0.0%"
"84","James Hanna (FA)","4","6","48","12.0","27","1","0","0","0","0","0","16","8.8","0.6","0.0%"
"85","Brandon Williams (FA)","4","8","44","11.0","16","0","0","0","0","0","0","14","8.4","0.6","0.0%"
"86","Bear Pascoe (FA)","2","2","3","1.5","2","0","1","0","0","0","0","16","8.3","0.5","0.0%"
"87","Brandon Bostick (FA)","2","4","3","1.5","2","0","1","0","0","0","0","13","8.3","0.6","0.2%"
"88","Michael Hoomanawanui (FA)","3","6","44","14.7","23","1","0","0","0","0","0","16","7.4","0.5","0.1%"
"89","Garrett Celek (FA)","2","2","53","26.5","31","2","0","0","0","0","0","3","7.3","2.4","0.0%"
"90","Logan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","2","7.2","3.6","19.3%"
"91","Michael Palmer (FA)","1","2","1","1.0","1","0","1","0","0","0","0","15","7.1","0.5","0.0%"
"92","John Phillips (FA)","1","1","1","1.0","1","0","1","0","0","0","0","16","7.1","0.4","0.0%"
"93","Kevin Brock (FA)","5","6","21","4.2","10","0","0","0","0","0","0","14","7.1","0.5","0.0%"
"94","Troy Niklas (FA)","3","3","38","12.7","17","0","0","0","0","0","0","7","6.8","1.0","0.0%"
"95","Tyler Eifert (FA)","3","3","37","12.3","20","1","0","0","0","0","0","1","6.7","6.7","0.0%"
"96","Phillip Supernaw (FA)","3","3","30","10.0","29","1","0","0","0","0","0","8","6.0","0.8","0.0%"
"97","Harold Hoskins (FA)","3","4","21","7.0","14","0","0","0","0","0","0","11","5.1","0.5","0.0%"
"98","Demetrius Harris (FA)","3","5","20","6.7","10","0","0","0","0","0","0","8","5.0","0.6","0.0%"
"99","Craig Stevens (FA)","2","2","26","13.0","20","1","0","0","0","0","0","5","4.6","0.9","0.0%"
"100","Taylor Thompson (FA)","2","4","24","12.0","13","0","0","0","0","0","0","3","4.4","1.5","0.0%"
"101","David Ausberry (FA)","2","4","14","7.0","7","0","0","0","0","0","0","6","3.4","0.6","0.0%"
"102","Vance McDonald (FA)","2","8","30","15.0","21","1","0","0","0","0","1","8","3.0","0.4","0.0%"
"103","Cameron Brate (FA)","1","1","17","17.0","17","0","0","0","0","0","0","5","2.7","0.5","2.0%"
"104","Marcel Jensen (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"105","David Johnson (FA)","1","1","4","4.0","4","0","0","0","0","0","0","14","1.4","0.1","0.0%"
"106","Trey Burton (FA)","0","0","0","0","0","0","0","5","10","0","0","15","1.0","0.1","0.0%"
"107","Alex Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"108","Jordan Matthews (CAR)","67","103","872","13.0","44","16","8","0","0","0","0","16","0.0","0.0","0.0%"
"109","Kelvin Benjamin (FA)","73","145","1,008","13.8","51","14","9","0","0","0","1","16","0.0","0.0","0.1%"
"110","Chris Pantale (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"111","Steve Maneri (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Evan Rodriguez (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Greg Scruggs (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.2%"
"114","Brett Brackett (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"115","Dominique Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Keavon Milton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Ryan Hewitt (FA)","10","15","86","8.6","19","0","0","1","0","0","0","16","0.0","0.0","0.0%"
"118","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"119","Scott Simonson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"120","Rashaun Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Anthony Denham (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"122","Gerell Robinson (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"123","Blake Annen (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"124","Jordan Thompson (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"125","Justin Perillo (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"126","Asante Cleveland (FA)","0","1","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"127","Alex Bayer (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"128","Kellen Davis (FA)","0","3","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.2%"
"129","Matthew Mulligan (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"130","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"131","Mickey Shuler (FA)","0","3","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"132","Richard Gordon (FA)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"133","Ryan Taylor (FA)","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"134","Weslye Saunders (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Richie Brockel (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"136","Mike Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"137","Zach Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"138","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"139","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"140","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"141","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
""
""
