Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed",Contract Years,Year Signed,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Year End
J.T. Barrett,Saints,QB,1710000,570000,0,0.3,2169345,723115,0,3,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
John Wolford,Jets,QB,1710000,570000,0,0.3,2169345,723115,0,3,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Garrett Gilbert,Panthers,QB,555000,555000,0,0.3,704086,704086,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Davis Webb,Jets,QB,555000,555000,0,0.3,704086,704086,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Stephen Morris,Seahawks,QB,555000,555000,0,0.3,704086,704086,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Trevone Boykin,Seahawks,QB,555000,555000,0,0.3,704086,704086,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Alex Tanney,Giants,QB,555000,555000,0,0.3,704086,704086,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Stephen Morris,Texans,QB,555000,555000,0,0.3,704086,704086,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Davis Webb,Jets,QB,554999,554999,0,0.3,704085,704085,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Brandon Doughty,Cardinals,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Joel Stave,Jets,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Alek Torgersen,DET/ARI,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Phillip Walker,Colts,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Nick Mullens,49ers,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Brandon Doughty,Dolphins,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Tyler Ferguson,Titans,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Chad Kanoff,Cardinals,QB,1050000,525000,0,0.3,1332054,666027,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Kyle Allen,Panthers,QB,975000,487500,0,0.3,1236907,618454,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Tanner Lee,Jaguars,QB,480000,480000,0,0.3,608939,608939,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Josh Woodrum,Ravens,QB,480000,480000,0,0.3,608939,608939,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Joel Stave,Browns,QB,480000,480000,0,0.3,608939,608939,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Tyler Bray,Bears,QB,795000,795000,45000,0.4,1008555,1008555,57088,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Kyle Lauletta,Giants,QB,3167700,791925,707700,0.4,4018617,1004654,897805,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Austin Davis,Titans,QB,790000,790000,0,0.4,1002212,1002212,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Matt McGloin,Chiefs,QB,790000,790000,0,0.4,1002212,1002212,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Matt Barkley,Bills,QB,790000,790000,0,0.4,1002212,1002212,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Landry Jones,Jaguars,QB,790000,790000,0,0.4,1002212,1002212,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Brandon Weeden,Texans,QB,790000,790000,0,0.4,1002212,1002212,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Tom Savage,SF/CIN,QB,705000,705000,0,0.4,894379,894379,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Tyler Bray,Bears,QB,705000,705000,0,0.4,894379,894379,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Joe Callahan,Eagles,QB,1350000,675000,0,0.4,1712641,856321,0,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Mike White,Cowboys,QB,2677556,669389,217556,0.4,3396809,849202,275997,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Luke Falk,MIA/NYJ/TEN,QB,2608832,652208,148832,0.4,3309624,827406,188812,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Tanner Lee,Jaguars,QB,2601544,650386,151544,0.4,3300379,825095,192252,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Danny Etling,Patriots,QB,2564028,641007,104028,0.4,3252785,813196,131972,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Alex McGough,Seahawks,QB,2563692,640923,103692,0.4,3252359,813090,131546,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Logan Woodside,Bengals,QB,2529996,632499,69996,0.4,3209611,802403,88799,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Jake Rudock,Lions,QB,630000,630000,0,0.4,799233,799233,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Christian Hackenberg,Eagles,QB,630000,630000,0,0.4,799233,799233,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Kevin Hogan,DEN/WAS/CLE,QB,630000,630000,0,0.4,799233,799233,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Joe Callahan,Packers,QB,630000,630000,0,0.4,799233,799233,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Joe Webb,Texans,QB,915000,915000,0,0.5,1160790,1160790,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Mark Sanchez,Commanders,QB,915000,915000,0,0.5,1160790,1160790,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Josh Johnson,Commanders,QB,915000,915000,0,0.5,1160790,1160790,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Brock Osweiler,Dolphins,QB,880000,880000,630000,0.5,1116388,1116388,799233,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Austin Davis,Seahawks,QB,880000,880000,90000,0.5,1116388,1116388,114176,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
David Fales,Dolphins,QB,880000,880000,90000,0.5,1116388,1116388,114176,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Matt Cassel,Lions,QB,1105000,1105000,0,0.6,1401828,1401828,0,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Robert Griffin III,Ravens,QB,1100000,1100000,100000,0.6,1395485,1395485,126862,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Derek Anderson,Bills,QB,1073530,1073530,58530,0.6,1361905,1361905,74253,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Josh Johnson,Raiders,QB,1005000,1005000,45000,0.6,1274966,1274966,57088,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Joe Webb,Texans,QB,1005000,1005000,90000,0.6,1274966,1274966,114176,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
E.J. Manuel,Raiders,QB,1000000,1000000,80000,0.6,1268623,1268623,101490,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Geno Smith,Chargers,QB,1000000,1000000,200000,0.6,1268623,1268623,253725,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Mason Rudolph,Steelers,QB,3921866,980467,932264,0.6,4975370,1243843,1182692,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Tom Savage,Saints,QB,1500000,1500000,100000,0.8,1902935,1902935,126862,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Matt Barkley,Bengals,QB,3350000,1675000,500000,0.9,4249887,2124944,634312,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Matt Barkley,Bills,QB,4000000,2000000,600000,1.1,5074492,2537246,761174,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Blaine Gabbert,Titans,QB,4000000,2000000,1000000,1.1,5074492,2537246,1268623,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Lamar Jackson,Ravens,QB,9471652,2367913,8055062,1.3,12015956,3003989,10218837,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Colt McCoy,Commanders,QB,6500000,3250000,2000000,1.8,8246050,4123025,2537246,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Drew Stanton,Browns,QB,6500000,3250000,4150000,1.8,8246050,4123025,5264786,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Chad Henne,Chiefs,QB,6700000,3350000,5115000,1.9,8499774,4249887,6489007,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Ryan Fitzpatrick,Buccaneers,QB,3300000,3300000,1300000,1.9,4186456,4186456,1649210,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Mike Glennon,Cardinals,QB,8000000,4000000,4000000,2.3,10148984,5074492,5074492,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Josh Rosen,ARI/MIA,QB,17597760,4399440,17597760,2.5,22324924,5581231,22324924,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Chase Daniel,Bears,QB,10000000,5000000,7000000,2.8,12686230,6343115,8880361,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
A.J. McCarron,BUF/LV,QB,10000000,5000000,6000000,2.8,12686230,6343115,7611738,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Josh Allen,Bills,QB,21183034,5295759,21183034,3.0,26873285,6718322,26873285,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Teddy Bridgewater,NO/NYJ,QB,6000000,6000000,500000,3.4,7611738,7611738,634312,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Sam Darnold,CAR/NYJ,QB,30247694,7561924,30247694,4.3,38372921,9593231,38372921,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Baker Mayfield,Browns,QB,32682980,8170745,32682980,4.6,41462381,10365595,41462381,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Josh McCown,Jets,QB,10000000,10000000,5000000,5.6,12686230,12686230,6343115,1,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019
Nick Foles,Eagles,QB,29000000,14500000,5000000,8.2,36790068,18395034,6343115,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Blake Bortles,Jaguars,QB,34947000,17483500,26500000,9.9,44334569,22179971,33618510,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Case Keenum,Broncos,QB,36000000,18000000,36000000,10.2,45670429,22835214,45670429,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Sam Bradford,Cardinals,QB,40000000,20000000,15000000,11.3,50744921,25372460,19029345,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Alex Smith,Commanders,QB,94000000,23500000,71000000,13.3,119250564,29812641,90072235,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Drew Brees,Saints,QB,50000000,25000000,27000000,14.1,63431151,31715576,34252822,2,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Jimmy Garoppolo,49ers,QB,137500000,27500000,74100000,15.5,174435666,34887133,94004966,5,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Kirk Cousins,Vikings,QB,84000000,28000000,84000000,15.8,106564334,35521445,106564334,3,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Matt Ryan,ATL/IND,QB,150000000,30000000,100000000,16.9,190293454,38058691,126862302,5,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Aaron Rodgers,Packers,QB,134000000,33500000,98200000,18.9,169995485,42498871,124578781,4,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Josh Woodrum,Ravens,QB,204000,204000,0,0.1,274606,274606,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Joel Stave,Commanders,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Mike Bercovici,Cardinals,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Max McCaffrey,Packers,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Phillip Walker,Colts,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Trevor Knight,Falcons,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Joel Stave,Jets,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Kellen Moore,Cowboys,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Alek Torgersen,Commanders,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Taylor Heinicke,Texans,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Nick Mullens,49ers,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Alek Torgersen,Lions,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Garrett Grayson,Falcons,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Trevone Boykin,Seahawks,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Jerod Evans,Packers,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Tyler Ferguson,Titans,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Garrett Grayson,Falcons,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Garrett Gilbert,Panthers,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Jameill Showers,Cowboys,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Joe Callahan,Packers,QB,122400,122400,0,0.1,164764,164764,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Kyle Sloter,Vikings,QB,340000,340000,0,0.2,457677,457677,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Brandon Doughty,Dolphins,QB,258400,258400,0,0.2,347834,347834,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Brad Kaaya,Lions,QB,255000,255000,0,0.2,343257,343257,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Taylor Heinicke,Patriots,QB,255000,255000,0,0.2,343257,343257,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
Phillip Walker,Colts,QB,1675000,558333,10000,0.3,2254731,751576,13461,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Cooper Rush,Cowboys,QB,1670000,556667,5000,0.3,2248000,749334,6731,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Taysom Hill,GB/NO,QB,1670000,556667,5000,0.3,2248000,749334,6731,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Eli Jenkins,Chargers,QB,1670000,556666,5000,0.3,2248000,749332,6731,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Nick Mullens,49ers,QB,1667000,555667,20000,0.3,2243962,747988,26922,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Nick Schuessler,Steelers,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Mitch Leidner,Vikings,QB,1655000,555000,0,0.3,2227808,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Zach Terrell,Ravens,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Kyle Sloter,Broncos,QB,1665000,555000,3000,0.3,2241269,747090,4038,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Alek Torgersen,Falcons,QB,1665000,555000,5000,0.3,2241269,747090,6731,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Kyle Sloter,Vikings,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
David Olson,Ravens,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Dane Evans,Eagles,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Wes Lunt,Vikings,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Trevor Knight,Cardinals,QB,1665000,555000,3000,0.3,2241269,747090,4038,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Bart Houston,Steelers,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Austin Appleby,Cowboys,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Tyler Ferguson,Titans,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Sefo Liufau,Buccaneers,QB,1665000,555000,10000,0.3,2241269,747090,13461,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Skyler Howard,Seahawks,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Jerod Evans,Eagles,QB,1665000,555000,0,0.3,2241269,747090,0,3,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Nate Sudfeld,Eagles,QB,540005,540005,0,0.3,726905,726905,0,1,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018
